rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
1,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,1,3,9,465070,Static,[],צ'יק צ'ק,major,3.005863905,0.070837945,0.929162085,4.094849586,4.358860016,1.21802032,0.192151383,0.807848632,0.581138909,0.418861061,0.297238886,0.702761114,0.483478159,0.516521811
2,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,1,1,7,451139,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי,minor,4.011022091,0.069203958,0.930796087,3.94852829,4.024029255,1.164440632,0.161162496,0.838837504,0.532633185,0.467366844,0.246637687,0.753362298,0.592933655,0.407066405
3,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,2,8,410368,Osher Cohen,['israeli mediterranean'],לופ,major,3.905012608,0.158817083,0.841182947,5.064147949,5.207120895,1.255351782,0.130846903,0.869153023,0.819004834,0.180995166,0.433084667,0.566915333,0.359092206,0.640907824
4,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,4,17,379563,סטילה,['israeli hip hop'],מגדלים,major,4.133025169,0.043286722,0.956713259,4.367144108,4.955213547,1.247455597,0.233111531,0.766888499,0.534671366,0.465328634,0.16721864,0.832781315,0.557285666,0.442714393
5,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,5,11,323526,אודיה,['israeli pop'],ילדה של אמונה,minor,1.9469769,0.060165472,0.939834535,4.138265133,4.592183113,1.33623755,0.061170768,0.938829184,0.47312218,0.52687782,0.102237329,0.897762656,0.714545012,0.285454929
6,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,7,24,313684,סטילה,['israeli hip hop'],באמפרים,minor,3.338151693,0.119996428,0.880003631,5.352609158,5.511073112,1.073107004,0.805015326,0.194984719,0.969828129,0.030171804,0.85806185,0.141938135,0.06815663,0.9318434
7,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,6,6,8,312672,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל,major,4.550816059,0.155258045,0.844742,5.371396542,5.148579121,1.015236616,0.096954077,0.903045893,0.755218685,0.2447813,0.375043958,0.624956071,0.484393746,0.515606225
8,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,8,16,292606,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,major,3.899732828,0.008478293,0.991521716,3.546986341,4.31944561,1.377094507,0.041054077,0.95894593,0.280978054,0.719021916,0.022322096,0.977677882,0.883094311,0.116905689
9,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,10,12,260043,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile,major,5.330235481,0.098493747,0.901506305,5.30715847,5.306312561,1.029355526,0.540940523,0.459059447,0.88337487,0.116625108,0.769602597,0.230397448,0.133177489,0.866822481
10,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,9,13,244301,Jasmin Moallem,['israeli pop'],דאמ,major,3.961952448,0.005968451,0.994031489,3.616343498,4.599684715,1.232053638,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205
