rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
1,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,4,506580,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,major,3.899732828,0.008478293,0.991521716,3.546986341,4.31944561,1.377094507,0.041054077,0.95894593,0.280978054,0.719021916,0.022322096,0.977677882,0.883094311,0.116905689
2,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,2,3,5,397035,סטילה,['israeli hip hop'],מגדלים,major,4.133025169,0.043286722,0.956713259,4.367144108,4.955213547,1.247455597,0.233111531,0.766888499,0.534671366,0.465328634,0.16721864,0.832781315,0.557285666,0.442714393
3,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,2,12,363017,סטילה,['israeli hip hop'],באמפרים,minor,3.338151693,0.119996428,0.880003631,5.352609158,5.511073112,1.073107004,0.805015326,0.194984719,0.969828129,0.030171804,0.85806185,0.141938135,0.06815663,0.9318434
4,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,4,11,312833,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,minor,3.014274359,0.169087723,0.830912292,3.934749126,4.171473503,1.238028288,0.30970794,0.690292001,0.683476031,0.316523999,0.32490027,0.67509973,0.410993189,0.589006841
5,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,5,12,297593,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,major,3.233769655,0.147917658,0.852082372,5.320399284,5.019547939,1.110040188,0.212909952,0.787090003,0.844170809,0.155829176,0.522992015,0.477008015,0.337802947,0.662197053
6,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,6,17,269245,Osher Cohen,['israeli mediterranean'],פלסטרים,major,5.508905888,0.046320058,0.953679979,4.355154037,5.078290462,1.047525287,0.269920886,0.730079114,0.677911997,0.322087973,0.249316111,0.750683904,0.460837841,0.539162219
7,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,7,12,225342,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,minor,3.663878202,0.406342,0.59365803,4.348293304,4.583046913,1.222939014,0.255735695,0.744264364,0.588262856,0.411737114,0.394572407,0.605427623,0.475068331,0.524931669
8,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,8,12,210850,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם,minor,3.054879189,0.191248789,0.808751166,4.191026688,4.253612041,1.203769565,0.117640078,0.882359922,0.552031875,0.447968155,0.296752572,0.703247428,0.44298631,0.55701369
9,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,9,18,197038,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,minor,3.302117348,0.102002874,0.897997141,4.666917801,5.077278137,1.254024148,0.40726766,0.59273237,0.767216384,0.232783601,0.502724588,0.497275412,0.380663186,0.619336784
10,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,10,17,188054,ילד.,[],ילד.,major,3.870917797,0.191090867,0.808909178,4.920649529,4.719040871,1.148617983,0.464455843,0.535544157,0.89104259,0.108957455,0.660185933,0.339814007,0.295114607,0.704885364
