rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
1,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,1,4,180340,Anna Zak,['israeli pop'],לך לישון,minor,4.072952747,0.054815773,0.945184171,4.506355286,4.50252533,1.422402859,0.174100265,0.82589978,0.719410956,0.280589074,0.393747896,0.606252074,0.275351375,0.724648654
2,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,1,2,14,139615,Imagine Dragons,"['modern rock', 'pop', 'rock']",Enemy (with JID) [from the series Arcane League of Legends],minor,5.881545544,0.164788857,0.835211158,4.296952248,4.092489243,1.156071067,0.2445959,0.755404115,0.645725489,0.354274541,0.455577999,0.54442203,0.581859171,0.418140858
3,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,5,53,122895,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),major,5.493142605,0.138685629,0.861314416,5.488412857,5.350234985,1.042759538,0.264210075,0.735789895,0.924473524,0.075526506,0.578078628,0.421921313,0.140628174,0.859371841
4,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,4,30,117454,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,major,5.343758106,0.079311222,0.920688748,3.979289532,4.325668335,1.23449564,0.239715278,0.760284781,0.509670138,0.490329891,0.235030159,0.764969826,0.502395868,0.497604162
5,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,3,32,116829,Narkis,['israeli pop'],הולכת איתך,minor,3.609241009,0.154768333,0.845231652,4.785598755,4.661478043,1.257127643,0.611608028,0.388391912,0.874232173,0.125767842,0.710894883,0.289105088,0.195335925,0.804664075
6,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,7,7,108183,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,minor,4.27933073,0.08757139,0.912428617,4.415838242,4.427283287,1.369568229,0.608197689,0.391802281,0.795448422,0.204551563,0.621115446,0.378884554,0.414392889,0.585607052
7,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,6,31,106172,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,minor,4.052886963,0.26164788,0.73835218,4.828404903,4.854645729,1.170697093,0.483014733,0.516985238,0.910796523,0.089203469,0.540754437,0.459245592,0.183549762,0.816450238
8,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,8,11,104138,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,minor,3.98681283,0.107494526,0.892505467,5.158141136,5.565302372,1.153566718,0.482787967,0.517212033,0.709315181,0.290684819,0.495785147,0.504214883,0.336756408,0.663243592
9,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,10,24,100507,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,major,3.294902563,0.009907947,0.99009198,5.168691635,6.044807434,1.217938066,0.712237298,0.287762702,0.925648212,0.074351855,0.41146788,0.58853209,0.565504909,0.434495062
10,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,9,9,10,100459,אודיה,['israeli pop'],אם הייתי צריכה,major,5.863355637,0.007756138,0.992243826,3.821069479,4.850969315,1.061436653,0.032624234,0.967375815,0.312055141,0.687944829,0.016869349,0.983130693,0.863400698,0.136599228
11,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,14,28,99355,Lil Nas X,['lgbtq+ hip hop'],MONTERO,major,2.892658233642578,0.1301593482494354,0.8698406219482422,4.490049839019775,4.622943878173828,1.0654044151306152,0.4978238940238952,0.5021761059761047,0.820527970790863,0.1794720143079757,0.4613199234008789,0.5386800765991211,0.3715085983276367,0.6284914016723633
12,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,11,14,96371,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך,minor,4.193586826,0.217838645,0.782161295,5.291985512,4.95563364,1.07952857,0.296598136,0.703401864,0.882444382,0.117555641,0.595811307,0.404188693,0.253730983,0.746269047
13,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,13,36,2,95370,Maya Dadon,['israeli pop'],חוץ ממך,major,4.252817154,0.228239954,0.771760046,4.509036064,4.742593765,1.148278594,0.527580023,0.472420007,0.858140469,0.141859517,0.559625447,0.440374553,0.207198635,0.79280144
14,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,12,20,91088,CKay,"['afro r&b', 'afrobeats']",CKay The First,minor,3.6649014949798575,0.0059684505686163,0.9940314888954164,3.616343498229981,4.599684715270996,1.338120698928833,0.0422059744596481,0.9577940106391908,0.3611185848712921,0.6388814449310303,0.0241021942347288,0.9758978486061096,0.8338268399238586,0.1661732047796249
15,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,15,31,2,87655,שחר סאול,['israeli hip hop'],דובשנייה,minor,3.964644909,0.163175389,0.836824656,4.589770317,4.657296181,1.06415987,0.334880561,0.665119469,0.762775898,0.237224072,0.350500375,0.649499655,0.43742457,0.562575459
16,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,16,16,86227,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30,major,10.76582146,0.089882202,0.910117745,4.386834145,4.961301804,1.050906539,0.184008077,0.815991879,0.649759531,0.350240469,0.164345324,0.835654616,0.571080506,0.428919524
17,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,17,22,85681,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions,major,4.871096134,0.051984984,0.948015094,4.057683468,4.571156502,1.239037037,0.327532858,0.672467172,0.635747194,0.364252776,0.254097492,0.745902479,0.421991348,0.578008652
18,spotify:track:1KszHjECoMXM3d5y31ZRVl,"Osher Cohen, Noa Kirel",רעשים,A.M Music Productions LTD / P.A.I LTD / Noa Kirel under exclusive license to D-Music,10,18,8,85081,Osher Cohen,['israeli mediterranean'],רעשים,major,5.156702518,0.032201428,0.967798591,4.111778736,4.367036819,1.01595366,0.19403401,0.80596602,0.539763331,0.460236609,0.216950774,0.783049226,0.446459413,0.553540587
19,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,15,9,84066,Jasmin Moallem,['israeli pop'],יחפים,major,5.801971436,0.007914848,0.992085159,3.78188324,4.68830204,1.021230698,0.050327238,0.949672818,0.363684922,0.636315107,0.028077628,0.971922398,0.785275698,0.214724317
20,spotify:track:0KqQk985HTWIkQgEABSwPP,Noa Kirel,Thought About That,Atlantic Records,12,13,3,83648,Noa Kirel,['israeli pop'],Thought About That,major,3.498113155,0.168960989,0.831039071,4.651085854,4.358615875,1.090425849,0.182438254,0.817561746,0.754866719,0.245133296,0.393087655,0.606912374,0.496412545,0.503587484
21,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,22,32,82097,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,minor,3.303850412,0.09304934,0.906950653,4.499547005,4.519573689,1.269835949,0.677365184,0.322634816,0.865675986,0.134323984,0.732391119,0.267608911,0.252979726,0.747020245
22,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,21,21,9,81446,Jaymes Young,['indie poptimism'],Feel Something,minor,2.891300917,0.23351346,0.766486526,5.156370163,4.637778282,1.125662565,0.385634601,0.614365399,0.932257831,0.067742169,0.637997806,0.362002254,0.498969615,0.501030385
23,spotify:track:6jMCb4UpIBjmiKf6EwVK8u,Omer Adam,חצי דפוק,P.A.I LTD,3,19,27,81439,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",3,major,3.786165237,0.142709568,0.857290387,5.136463165,5.035916328,1.261147976,0.184140801,0.815859199,0.838442504,0.161557525,0.448529899,0.551470101,0.442828387,0.557171583
24,spotify:track:5STI4AAzr3uMvdpx4wUSGr,Omer Adam,חורף באוטו,P.A.I LTD,3,20,14,79732,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חורף באוטו,major,6.194581032,0.11933706,0.880662978,4.190939426,4.289643288,1.13171196,0.225981206,0.774018764,0.701510549,0.298489422,0.367838442,0.632161558,0.41597268,0.58402729
25,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,25,21,79679,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,major,3.551146507,0.005968451,0.994031489,3.616343498,4.599684715,1.16521585,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205
26,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,23,73,78998,Marina Maximilian,['israeli pop'],ביחד,major,7.227883339,0.028921813,0.971078157,4.848984718,5.560963631,1.101805925,0.225497901,0.774502158,0.483888745,0.516111255,0.14242056,0.85757947,0.629055321,0.370944679
