rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
1,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,10,338830,Osher Cohen,['israeli mediterranean'],Part II,minor,4.865843296,0.206105769,0.793894231,5.771708488,5.496965408,1.11597383,0.42550683,0.57449317,0.946914315,0.05308567,0.731961787,0.268038183,0.357001007,0.642998934
2,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,2,13,279109,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,major,6.051380634,0.106304966,0.893695056,4.901453495,4.715986729,1.047658563,0.482645035,0.517354906,0.877202988,0.122797005,0.700847089,0.299152881,0.304499328,0.695500672
3,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,3,26,234097,Static,[],לירז,minor,3.423528194,0.297599554,0.702400446,4.451541424,4.460193634,1.101505876,0.120753206,0.879246831,0.747949898,0.252050102,0.489614993,0.510385036,0.388084918,0.611915052
4,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,4,6,10,211952,Osher Cohen,['israeli mediterranean'],Part II,minor,5.731076241,0.010373692,0.989626288,3.877267361,4.901348114,1.119709969,0.070163563,0.929836452,0.38501054,0.61498946,0.035166871,0.9648332,0.788924456,0.211075544
5,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,4,16,194150,סטילה,['israeli hip hop'],תיק קטן,minor,6.972081184,0.022773437,0.977226615,4.210145473,4.678267479,1.1444242,0.495464534,0.504535496,0.687794805,0.312205225,0.29843241,0.70156759,0.493187428,0.506812572
6,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,5,11,194126,Noa Kirel,['israeli pop'],פרובוקטיבית,minor,3.228796959,0.184638724,0.815361261,4.961903572,5.237770557,1.135417938,0.298236638,0.701763332,0.745437682,0.254562289,0.357374907,0.642625093,0.392181069,0.607818902
7,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,6,7,9,179755,אודיה,['israeli pop'],אינטלקטוערסית,minor,4.594796658,0.114992909,0.885007083,4.813269615,4.925606728,1.183689117,0.476465911,0.52353406,0.897688091,0.102311887,0.580302894,0.419697106,0.305784225,0.694215715
8,spotify:track:7v7nrrYMIdugbGRAseawG9,Noa Kirel,DEJA VU,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,8,8,3,166212,Noa Kirel,['israeli pop'],DEJA VU,minor,1.912399411,0.154833347,0.845166683,5.235309601,4.847358704,1.203221083,0.497350007,0.502649963,0.955281854,0.04471809,0.645914674,0.354085356,0.41203469,0.58796531
9,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,11,27,161429,Osher Cohen,['israeli mediterranean'],אושר,major,4.967988968,0.077539325,0.922460616,3.755607128,4.182087421,1.065321445,0.128257036,0.871742964,0.53422904,0.46577096,0.195042819,0.804957151,0.607287824,0.392712146
10,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,9,37,150294,Peer Tasi,['israeli mediterranean'],רדיו שטח,minor,4.723923683,0.338083446,0.661916554,4.707711697,4.764160633,1.243116498,0.603741884,0.396258146,0.927915633,0.072084323,0.695668876,0.304331064,0.245427057,0.754572988
11,spotify:track:4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,5,10,11,148210,Anna Zak,['israeli pop'],אולסטאר וגופיות,minor,5.303832054,0.066168077,0.933831871,4.780815125,5.264144897,1.282043099,0.449840724,0.550159335,0.785434425,0.214565575,0.35661155,0.64338845,0.545330822,0.454669148
