rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
1,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,1,19,196677,Peer Tasi,['israeli mediterranean'],רדיו שטח,minor,4.723923683,0.338083446,0.661916554,4.707711697,4.764160633,1.243116498,0.603741884,0.396258146,0.927915633,0.072084323,0.695668876,0.304331064,0.245427057,0.754572988
2,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,2,6,168007,Noa Kirel,['israeli pop'],Unicorn,minor,4.564026356,0.014208233,0.985791802,3.807617664,5.036401749,0.948378205,0.091605164,0.908394873,0.504487216,0.495512784,0.06738086,0.932619154,0.839515388,0.160484612
3,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,4,13,163537,Miley Cyrus,['pop'],Endless Summer Vacation,minor,3.797583103,0.093710214,0.906289756,4.359658241,4.72341156,1.213970423,0.48508203,0.51491797,0.837940574,0.162059382,0.435017824,0.564982176,0.442904055,0.557095945
4,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,3,6,11,160525,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),major,6.177942753,0.044565629,0.955434382,3.59219408,4.116418839,1.040865064,0.260077059,0.739922881,0.526959419,0.473040611,0.201534882,0.798465073,0.577864826,0.422135234
5,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,5,39,157600,Benaia Barabi,['israeli mediterranean'],קרן שמש,major,4.025483608,0.108615294,0.891384661,4.647580624,4.424315453,1.062970996,0.227821261,0.77217871,0.801631033,0.198368907,0.516448617,0.483551353,0.375409096,0.624590874
6,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,3,9,156145,Osher Cohen,['israeli mediterranean'],אושר,major,4.967988968,0.077539325,0.922460616,3.755607128,4.182087421,1.065321445,0.128257036,0.871742964,0.53422904,0.46577096,0.195042819,0.804957151,0.607287824,0.392712146
7,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,7,20,146180,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,minor,4.10935688,0.109326959,0.890673041,4.171309948,4.526154518,1.21835947,0.356713772,0.643286228,0.533809125,0.466190815,0.315676481,0.684323549,0.423260808,0.576739192
8,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,8,43,134252,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),minor,3.570543051,0.145337299,0.854662657,4.463871002,4.476933479,1.075309873,0.308823943,0.691176116,0.670183837,0.329816133,0.482502222,0.517497778,0.317916542,0.682083428
9,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,10,19,130181,Peer Tasi,['israeli mediterranean'],רדיו שטח,minor,4.35959959,0.119473994,0.880526066,4.081330776,4.291331291,1.026171803,0.485109746,0.514890254,0.665459931,0.334540099,0.356147051,0.643852949,0.402563483,0.597436547
10,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,11,25,126200,Gal Adam,['israeli mediterranean'],משוגעת,minor,3.25270915,0.237458289,0.762541711,4.275084496,4.433021545,1.110053778,0.206421927,0.793578029,0.730395854,0.269604117,0.408386409,0.59161365,0.398399949,0.601600051
11,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,11,14,8,118142,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי,major,6.124343395,0.04087371,0.959126294,4.179360867,4.988212109,1.09843576,0.140023321,0.859976649,0.448818862,0.551181138,0.110503405,0.889496565,0.624183774,0.375816226
12,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,12,13,3,116454,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,minor,5.162718296,0.005892057,0.994107962,3.544901848,4.597513199,1.046190858,0.048705332,0.95129472,0.31985718,0.68014282,0.020346899,0.97965312,0.831648409,0.168351546
13,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,15,69,115433,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,minor,4.27933073,0.08757139,0.912428617,4.415838242,4.427283287,1.369568229,0.608197689,0.391802281,0.795448422,0.204551563,0.621115446,0.378884554,0.414392889,0.585607052
14,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,16,17,104381,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני,major,4.115952969,0.005927916,0.994072139,3.619040728,4.612224579,1.213734508,0.041985113,0.958014846,0.362102211,0.637897789,0.023865223,0.976134717,0.834347546,0.165652439
15,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,17,17,104134,E-Z,['israeli hip hop'],אייקון,minor,3.724014044,0.093782738,0.906217277,4.814577103,4.766029358,1.322470546,0.836375356,0.163624629,0.933192551,0.066807449,0.782402098,0.217597902,0.194897488,0.805102527
16,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,12,8,102416,Static,[],לירז,minor,3.760000229,0.171445861,0.828554153,4.712208748,4.499535561,1.268072605,0.273064882,0.726935089,0.776936471,0.223063543,0.551724374,0.448275685,0.356311828,0.643688202
17,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,19,18,101393,SZA,"['pop', 'r&b', 'rap']",SOS,major,6.201850414,0.207040429,0.792959571,4.619408131,4.402771473,1.134953976,0.453362644,0.546637356,0.82570827,0.174291715,0.642781258,0.357218713,0.327159911,0.672840059
18,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,18,47,100592,Eden Hason,['israeli mediterranean'],עושה לי צרות,major,5.490624428,0.226814151,0.773185849,5.148456573,4.988007545,1.048452139,0.181394696,0.818605304,0.855814815,0.144185141,0.410364002,0.589635968,0.406559527,0.593440473
19,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,21,35,99787,Noa Kirel,['israeli pop'],פנתרה,minor,4.435790062,0.006952274,0.993047774,3.688439369,4.745341301,1.236531138,0.043505277,0.956494749,0.395310163,0.604689837,0.025410404,0.974589527,0.814229548,0.185770422
20,spotify:track:1FyfEuRtAFpuItWcuouxkV,Akiva,צעדים,2023 Akiva Turgeman + Or Davidson By PIL LTD,20,47,2,98005,Akiva,['israeli pop'],צעדים,minor,4.100441933,0.076707803,0.92329216,4.277472973,4.48981905,1.161659598,0.121620797,0.878379285,0.626237512,0.373762488,0.248435363,0.751564622,0.537145078,0.462854862
21,spotify:track:5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,20,20,14,97176,Noam Bettan,['israeli pop'],מעל המים,minor,4.817492008,0.268387377,0.731612623,3.722726822,3.947550058,1.130692005,0.372435182,0.627564847,0.761050045,0.238949969,0.470169812,0.529830158,0.390181959,0.609818041
22,spotify:track:4oI6mGaEBPrYDS4TP3rSvG,Odeya,פסיכולוגית,Helicon Aroma Music Ltd.,22,27,3,96420,אודיה,['israeli pop'],האמת,minor,5.487473965,0.220657602,0.779342413,4.364768028,4.606108665,0.998199344,0.414630979,0.585368991,0.817989469,0.182010517,0.520527065,0.479472905,0.215417087,0.784582913
23,spotify:track:4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,23,28,7,94427,Static,[],לירז,minor,3.511523962,0.238568947,0.761431038,5.196702003,4.884419441,1.024871588,0.69234699,0.30765301,0.96073252,0.03926754,0.858066499,0.141933501,0.280192405,0.719807625
24,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,9,4,94402,Eden Hason,['israeli mediterranean'],אז מה עכשיו,major,4.410238266,0.014181877,0.985818088,5.483880997,6.441585064,1.060373068,0.54685688,0.453143179,0.868246973,0.131753087,0.316576302,0.683423698,0.567635953,0.432364017
25,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,15,24,8,92876,Static,[],לירז,minor,3.423528194,0.297599554,0.702400446,4.451541424,4.460193634,1.101505876,0.120753206,0.879246831,0.747949898,0.252050102,0.489614993,0.510385036,0.388084918,0.611915052
26,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,25,33,91468,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),major,2.295919657,0.005968451,0.994031489,3.616343498,4.599684715,1.058815956,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205
27,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,22,54,89838,Harry Styles,['pop'],Harry's House,major,3.310305357,0.160915598,0.839084387,5.326809883,4.961022854,1.089622855,0.459332168,0.540667892,0.926098764,0.073901244,0.746894538,0.253105432,0.247354746,0.752645254
28,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,29,49,86802,Full Trunk,['israeli rock'],ממותה,minor,3.75984025,0.223716646,0.776283383,4.807316303,4.542994022,1.111874819,0.63358897,0.36641106,0.885950506,0.114049487,0.677104235,0.322895795,0.288075775,0.711924195
29,spotify:track:6JaYJTrZMTlITIKWaGGY6h,Balishag,גנזב,2023 OY productions By PIL LTD,26,26,6,84426,Balishag,[],גנזב,minor,4.172829151,0.375362366,0.624637604,4.879735947,4.887354374,1.102824688,0.40411818,0.595881879,0.881548822,0.118451156,0.632618189,0.367381781,0.190544441,0.809455574
30,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,31,19,84172,Metro Boomin,['rap'],HEROES & VILLAINS,major,3.206106901,0.200067103,0.799932837,4.052900791,4.082973957,1.124937057,0.40600118,0.59399879,0.7264691,0.2735309,0.470363438,0.529636621,0.396723896,0.603276134
31,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,31,34,136,82923,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק,minor,3.770866156,0.103984676,0.896015286,3.775401592,3.986925125,1.148566484,0.311239451,0.688760579,0.748932838,0.251067191,0.331803828,0.668196201,0.498511344,0.501488626
32,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,23,20,82071,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך,minor,4.676695347,0.125729233,0.874270797,4.590973854,4.684597969,1.101579785,0.422492862,0.577507138,0.876002133,0.123997889,0.644474328,0.355525643,0.303989053,0.696010947
