rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,1,10,173311,Anna Zak,['israeli pop'],לך לישון,Israeli
2,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,2,6,138828,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,8,129492,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
4,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,4,59,128368,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
5,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,5,20,116077,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
6,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,2,6,8,106993,Maya Dadon,['israeli pop'],חוץ ממך,Israeli
7,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,9,30,102489,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
8,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,8,16,100471,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
9,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,7,37,100160,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
10,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,10,13,5,95099,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
11,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,12,17,93321,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
12,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,10,13,93024,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
13,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,11,36,92349,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
14,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,14,14,4,90852,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות,Israeli
15,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,16,34,84984,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
16,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,16,54,2,84977,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
17,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,17,31,14,83838,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
18,spotify:track:5STI4AAzr3uMvdpx4wUSGr,Omer Adam,חורף באוטו,P.A.I LTD,3,17,20,78745,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חורף באוטו,Israeli
19,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,19,41,3,78684,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
20,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,17,18,15,78499,Jaymes Young,['indie poptimism'],Feel Something,International
21,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,21,33,23,78403,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
22,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,15,38,75638,Narkis,['israeli pop'],הולכת איתך,Israeli
23,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,23,26,84,74952,Elai Botner,['israeli pop'],הכי קרוב אלייך,Israeli
24,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,24,34,7,74464,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
25,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,28,38,72163,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
26,spotify:track:0taqIIB89cQQoiA8ZDukWf,Osher Cohen,מקבל על עצמי,Helicon Aroma Music LTD / P.A.I LTD,23,24,4,71635,Osher Cohen,['israeli mediterranean'],מקבל על עצמי,Israeli
27,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,22,26,71354,CKay,"['afro r&b', 'afrobeats']",CKay The First,International
28,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,21,20,71335,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך,Israeli
29,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,20,79,71045,Marina Maximilian,['israeli pop'],ביחד,Israeli
30,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,30,36,13,70756,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
31,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,23,27,70571,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
32,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,30,22,67968,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30,International
