rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,1,20,234799,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
2,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,2,24,209631,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
3,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,3,8,194383,אודיה,['israeli pop'],האמת,Israeli
4,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,4,10,161503,Sam Smith,"['pop', 'uk pop']",Unholy (feat. Kim Petras),International
5,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,5,16,151465,Noa Kirel,['israeli pop'],פנתרה,Israeli
6,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,6,28,148488,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
7,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,50,144831,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
8,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,6,7,14,144328,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
9,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,9,12,6,138156,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
10,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,6,9,19,134414,אודיה,['israeli pop'],אינטלקטוערס,Israeli
11,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,10,30,126202,Full Trunk,['israeli rock'],ממותה,Israeli
12,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,12,17,5,119918,Meghan Trainor,"['hip pop', 'pop']",Takin' It Back,International
13,spotify:track:4W1G1xlxcirdtXosgsR0m0,Agam Buhbut,קופידון (Prod. By Triangle),2022 Z.I. Productions BY PIL LTD,10,11,11,117667,Agam Buhbut,['israeli mediterranean'],קופידון (Prod. By Triangle),Israeli
14,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,15,35,115189,Harry Styles,['pop'],Harry's House,International
15,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,14,8,110497,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
16,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,11,13,4,105306,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Her Loss,International
17,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,14,16,23,104542,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",International
18,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,23,43,95882,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
19,spotify:track:6d8ZHsSyTg6ABLkWNCZdSy,Avi Aburomi,מה עובר לך בראש,2022 Avi Aburomi BY PIL LTD,18,20,15,94248,Avi Aburomi,['israeli pop'],מה עובר לך בראש,Israeli
20,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,20,-1,1,94113,אודיה,['israeli pop'],החיים שלי אחריך,Israeli
21,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,21,24,55,92957,Tom Odell,['chill pop'],Long Way Down,International
22,spotify:track:3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,10,22,50,91936,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
23,spotify:track:2O1af1DbXF7paOr7O5CRst,Avi Aburomi,ספרי להם הכל,2022 Avi Aburomi BY PIL LTD,12,26,27,88815,Avi Aburomi,['israeli pop'],ספרי להם הכל,Israeli
24,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,8,19,6,87533,Taylor Swift,['pop'],Midnights,International
25,spotify:track:3xoOOmHo07QA9Q7ng1aplW,"Nunu, TOX1C",סיוופלה,Neomi Aharoni Gal / Reborn under exclusive license to D-Music,17,18,5,87107,Nunu,['israeli hip hop'],סיוופלה,Israeli
26,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,26,30,7,86441,Eminem,"['detroit hip hop', 'hip hop', 'rap']",Encore (Deluxe Version),International
27,spotify:track:2TZBSnzQizEQmYLpaUy8CT,Eyal Golan,פנתרה,Liam Productions under exclusive license to D-Music,21,21,4,85245,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",פנתרה,Israeli
28,spotify:track:0SmY5bTuls1ccput6QhHSA,Adir Getz,"אני אוהב, אני מכור, אני שרוף",Unicell,18,25,23,84724,Adir Getz,['israeli mediterranean'],"אני אוהב, אני מכור, אני שרוף",Israeli
29,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,29,116,83172,Marina Maximilian,['israeli pop'],ביחד,Israeli
30,spotify:track:3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,27,17,81918,Eden Hason,['israeli mediterranean'],מטפסים על הקירות,Israeli
31,spotify:track:01H5jdEyPwM4rhc7gTWLgt,Eden Ben Zaken,כינורות,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,31,46,3,81042,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",כינורות,Israeli
32,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,31,28,81022,Anna Zak,['israeli pop'],מי זאת,Israeli
33,spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You - Bonus Track,Atlantic Records,19,28,8,80357,Oliver Tree,['alternative hip hop'],Miss You,International
34,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,42,53,79089,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
35,spotify:track:5tNrVA1ySsk7HkV5yg2iXN,"Marina Maximilian, Itay Galo",עולה על שולחנות,Marina Maximilian / Itay Galo under exclusive license to D-Music,17,32,20,77507,Marina Maximilian,['israeli pop'],עולה על שולחנות,Israeli
36,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,34,45,76510,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
37,spotify:track:0UXXAYRUrknaz6FuaPKtFW,אליאב זוהר,מיכל,2022 Eliav Zoharo BY PIL LTD,7,35,18,75874,אליאב זוהר,[],מיכל,Israeli
38,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,33,110,75343,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
39,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,39,41,117,74084,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק,Israeli
40,spotify:track:6i2SQujw0VIv4LPkF5oFqB,Omer Adam,תמיד שלך,P.A.I LTD,18,40,23,73456,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",תמיד שלך,Israeli
41,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,36,51,73168,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
42,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,33,45,107,72541,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",I Love You.,International
43,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,43,54,7,72496,JVKE,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",this is what ____ feels like (Vol. 1-4),International
44,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,38,57,72173,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
45,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,43,52,72139,Jasmin Moallem,['israeli pop'],יחפים,Israeli
46,spotify:track:2un3eax2X0XgvF1ixBlw8O,ענבל רז,ננה בננה,session42,46,57,3,71110,ענבל רז,['israeli pop'],ננה בננה,Israeli
47,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,47,70,22,71061,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Acts 1 & 2,International
48,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,47,47,21,70662,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",AM,International
