rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
15,spotify:track:2O1af1DbXF7paOr7O5CRst,Avi Aburomi,ספרי להם הכל,2022 Avi Aburomi BY PIL LTD,12,15,11,89884,Avi Aburomi,['israeli pop'],ספרי להם הכל,Israeli
16,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,14,80,82531,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
17,spotify:track:3lc6b4cCbPLWNQ95GYxPkN,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,16,24,80928,Nunu,['israeli hip hop'],סטטוס,Israeli
18,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,7,20,17,79834,Eden Hason,['israeli mediterranean'],בואי נישן על זה,Israeli
19,spotify:track:3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,19,24,34,79727,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
20,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,6,21,15,79386,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",Special,International
21,spotify:track:57BFhpG4Iq4Zgnoz2X6zbT,"Osher Cohen, Nadav Navi Aharoni",חמישי שישי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,17,23,14,79056,Osher Cohen,['israeli mediterranean'],חמישי שישי,Israeli
22,spotify:track:0SmY5bTuls1ccput6QhHSA,Adir Getz,"אני אוהב, אני מכור, אני שרוף",Unicell,20,25,7,77893,Adir Getz,['israeli mediterranean'],"אני אוהב, אני מכור, אני שרוף",Israeli
23,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,28,59,77318,Narkis,['israeli pop'],הולכת איתך,Israeli
24,spotify:track:5dUG9RrLElsi2sxJAhVUZJ,"Agam Buhbut, הפשוטע",בשורות טובות,2022 Z.I. Productions BY PIL LTD,7,27,10,76865,Agam Buhbut,['israeli mediterranean'],בשורות טובות,Israeli
25,spotify:track:7dEtCKY2MthcyP0U6aiMCW,Nunu,קוביד 19,Neomi Aharoni Gal under exclusive license to D-Music,19,19,3,74241,Nunu,['israeli hip hop'],סטטוס,Israeli
26,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,26,33,7,73186,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",International
27,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,26,21,72886,Noa Kirel,['israeli pop'],פעמון,Israeli
28,spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,Central Cee,18,18,3,72817,Central Cee,"['melodic drill', 'r&drill']",Doja,International
29,spotify:track:1XO1AePYpXpLxtRWpcaJiJ,Maya Dadon,יאללה ביי,Icon Artist Management under exclusive license to D-Music,24,30,6,71110,Maya Dadon,['israeli pop'],יאללה ביי,Israeli
30,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,31,41,70795,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
31,spotify:track:6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,88rising Music,22,29,9,68946,Joji,['viral pop'],Glimpse of Us,International
32,spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,Beyoncé,BREAK MY SOUL,Parkwood Entertainment/Columbia,17,17,8,66981,Beyoncé,"['pop', 'r&b']",RENAISSANCE,International
33,spotify:track:1st1G4ms39bWno8xaL4wrA,"Doli & Penn, Lior Narkis",עזוב אותי מטכנו,Dolev Ram / Penn Hazut / Lior Narkis under exclusive license to D-Music,26,32,7,66473,Doli & Penn,['israeli pop'],עזוב אותי מטכנו,Israeli
34,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,23,34,23,63332,Camila Cabello,"['dance pop', 'pop']",Familia,International
35,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,35,70,4,63258,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
36,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,10,37,20,62950,Mor,['israeli pop'],חצי שלי,Israeli
37,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,8,36,20,62830,Maya Dadon,['israeli pop'],כמו שאני,Israeli
38,spotify:track:6i2SQujw0VIv4LPkF5oFqB,Omer Adam,תמיד שלך,P.A.I LTD,18,35,7,61575,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",תמיד שלך,Israeli
39,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,24,45,8,61272,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","Honestly, Nevermind",International
40,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,41,57,58732,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
41,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,46,75,58542,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
42,spotify:track:5n8TyE1OHfdAKVa2fRwAwz,"Doli & Penn, Noa Kirel, Peled",שחרר אותי,Dolev Ram / Penn Hazut / Noa Kirel under exclusive license to D-Music,29,38,6,58228,Doli & Penn,['israeli pop'],שחרר אותי,Israeli
43,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,50,27,57380,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
44,spotify:track:2ICsg0MAobTLg4VVjW2iE5,Osher Cohen,אהובי לב אדום,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,35,44,14,56062,Osher Cohen,['israeli mediterranean'],אהובי לב אדום,Israeli
45,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,49,100,55367,Marina Maximilian,['israeli pop'],ביחד,Israeli
46,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,5,60,25,55283,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']","My Dear Melancholy,",International
47,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,40,37,53738,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
48,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,61,94,53487,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
49,spotify:track:3yrRbZeS9ZKLRi2QDRXyrc,Inbal Bibi,פרימיטיבי,Universal Music Israel,49,63,2,53221,Inbal Bibi,['israeli pop'],פרימיטיבי,Israeli
50,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,7,42,12,52998,Harry Styles,['pop'],Harry's House,International
