rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,1,3,4,216216,Nunu,['israeli hip hop'],Cute Boy,Israeli
2,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,1,7,206008,Anna Zak,['israeli pop'],מי זאת,Israeli
3,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,2,9,172222,Full Trunk,['israeli rock'],ממותה,Israeli
4,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,6,14,155015,Harry Styles,['pop'],Harry's House,International
5,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,5,7,147823,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
6,spotify:track:63TUZWEmunvQnAdLUD61yY,"Noa Kirel, Gitit Fisher",שלושה בנות,session42,2,7,6,140484,Noa Kirel,['israeli pop'],שלושה בנות,Israeli
7,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,4,24,137512,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
8,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,9,30,124617,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
9,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,29,123733,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
10,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,10,26,117668,Anna Zak,['israeli pop'],לך לישון,Israeli
11,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Fish People,11,16,6,116488,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",Hounds Of Love,International
12,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,11,19,114946,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
