rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,1,1,13,482508,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי,Israeli
2,spotify:track:2QkVXq7dLpefWAiETsvIOs,Omer Adam,אהובתי כבר לא רואה אותי,P.A.I LTD,1,2,6,446077,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
3,spotify:track:5ppuL7dOIhd7td0YCJJuwf,Omer Adam,טקילה,P.A.I LTD,2,3,6,347528,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
4,spotify:track:3pTsE064ZTJ1n8bP3VAm2c,Omer Adam,תהום,P.A.I LTD,4,5,6,302149,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
5,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,9,23,287195,סטילה,['israeli hip hop'],מגדלים,Israeli
6,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,6,11,18,285799,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile,International
7,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,4,4,14,280063,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל,Israeli
8,spotify:track:37ZPaitKESRLXRkjrvJVTb,Omer Adam,נרקומן של בדידות,P.A.I LTD,5,7,6,269715,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
9,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,9,10,9,266746,ROSÉ,['k-pop'],rosie,International
10,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,6,14,263937,Osher Cohen,['israeli mediterranean'],לופ,Israeli
11,spotify:track:7hBNxod1lDW2HKu9wlBUp5,Odeya,עובד בכפר,Helicon Aroma Music Ltd.,11,13,17,242120,אודיה,['israeli pop'],ילדה של אמונה,Israeli
12,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,12,30,237007,סטילה,['israeli hip hop'],באמפרים,Israeli
13,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,1,8,15,219652,Static,[],צ'יק צ'ק,Israeli
14,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,14,22,211625,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
15,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,15,35,203924,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
16,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,16,17,193052,אודיה,['israeli pop'],ילדה של אמונה,Israeli
17,spotify:track:0auLq7aePfiNwd1YZNlC4S,Omer Adam,גברת אגו,P.A.I LTD,10,17,6,187243,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לחנים שבורים,Israeli
18,spotify:track:0KMZESyaad48QMOmg6cYuy,Idan Amedi,סופרמן,Helicon Aroma Music Ltd. / Snype Production Ltd.,18,-1,1,186970,Idan Amedi,['israeli pop'],סופרמן,Israeli
19,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,18,39,180536,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
20,spotify:track:0sMyBmtyp4riKYNpDVNSH4,Odeya,את לא יודעת כמה שאני אוהב אותך,Helicon Aroma Music Ltd.,20,39,5,178735,אודיה,['israeli pop'],את לא יודעת כמה שאני אוהב אותך,Israeli
