rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,1,14,284840,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
2,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,2,8,230777,Miley Cyrus,['pop'],Flowers,International
3,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,3,3,6,215132,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
4,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,4,3,185058,Static,[],לירז,Israeli
5,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,10,15,184596,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
6,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,6,6,4,174042,Osher Cohen,['israeli mediterranean'],אושר,Israeli
7,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,5,34,169979,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
8,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,9,38,161592,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
9,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,8,20,160930,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
10,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,7,12,151606,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני,Israeli
11,spotify:track:7oDd86yk8itslrA9HRP2ki,"The Weeknd, Ariana Grande",Die For You - Remix,XO / Republic Records,11,35,2,147318,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Die For You (Remix),International
12,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,11,13,14,144008,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
13,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,11,22,139121,אודיה,['israeli pop'],האמת,Israeli
14,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,14,42,137353,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
15,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,15,64,136972,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
16,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,12,13,131785,SZA,"['pop', 'r&b', 'rap']",SOS,International
17,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,17,20,12,125306,E-Z,['israeli hip hop'],אייקון,Israeli
18,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,28,30,124371,Noa Kirel,['israeli pop'],פנתרה,Israeli
19,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,17,28,123144,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
20,spotify:track:0iTSkLz9biPGVXqTSrkkNd,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd,5,21,12,122114,אודיה,['israeli pop'],מאמי,Israeli
21,spotify:track:3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,30,31,110446,Eden Hason,['israeli mediterranean'],מטפסים על הקירות,Israeli
22,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,22,49,107956,Harry Styles,['pop'],Harry's House,International
23,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,19,14,107451,Metro Boomin,['rap'],HEROES & VILLAINS,International
24,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,23,15,105640,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך,Israeli
25,spotify:track:52Do4VrXDPuXZ1KH2TZcqw,Static,להיט של שיר אחד,Mobile1 Music,16,16,3,104340,Static,[],לירז,Israeli
26,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,4,18,15,104167,אודיה,['israeli pop'],החיים שלי אחריך,Israeli
27,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,27,-1,1,103269,Noa Kirel,['israeli pop'],Unicorn,Israeli
28,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,43,44,103209,Full Trunk,['israeli rock'],ממותה,Israeli
29,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,24,27,4,102256,PinkPantheress,['bedroom pop'],Boy's a liar Pt. 2,International
30,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,24,24,98558,Sam Smith,"['pop', 'uk pop']",Gloria,International
31,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,34,22,97354,Avraham Tal,['israeli pop'],את חסרה לי & אורות,Israeli
32,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,26,26,3,95447,Static,[],לירז,Israeli
33,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,33,73,3,89872,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי,Israeli
34,spotify:track:6kVmhOoBlMEH3WdxrLhjFB,"Static, Eden Ben Zaken",הפשע המושלם,Mobile1 Music,25,25,3,89634,Static,[],לירז,Israeli
35,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,61,59,89370,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
36,spotify:track:5mHdCZtVyb4DcJw8799hZp,"RAYE, 070 Shake",Escapism.,Human Re Sources,23,33,14,88886,RAYE,"['uk contemporary r&b', 'uk pop']",My 21st Century Blues,International
37,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,46,141,87712,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
38,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,6,36,33,83680,אודיה,['israeli pop'],אינטלקטוערס,Israeli
39,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,29,38,26,82863,Rema,"['afrobeats', 'nigerian pop']",Calm Down (with Selena Gomez),International
40,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,37,57,82114,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
41,spotify:track:6EUHRgL59SPenygocr5G9j,Osher Cohen,כלום,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,22,29,4,81811,Osher Cohen,['israeli mediterranean'],אושר,Israeli
42,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,27,32,4,80427,Osher Cohen,['israeli mediterranean'],אושר,Israeli
43,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,12,41,19,79673,Meghan Trainor,"['hip pop', 'pop']",Takin' It Back,International
