rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,16,318749,Osher Cohen,['israeli mediterranean'],Part II,Israeli
2,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,2,16,261665,Osher Cohen,['israeli mediterranean'],Part II,Israeli
3,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,3,4,4,185702,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים,Israeli
4,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,3,19,184829,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
5,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,5,8,169660,Doja Cat,"['dance pop', 'pop']",Scarlet,International
6,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,6,7,7,167731,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
7,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,6,32,159522,Static,[],לירז,Israeli
8,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,8,28,7,156949,V,"['j-division', 'korean ost']",Layover,International
9,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,9,19,4,144200,Kenya Grace,['singer-songwriter pop'],Strangers,International
10,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,12,15,136887,אודיה,['israeli pop'],אינטלקטוערסית,Israeli
11,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,8,33,135574,Osher Cohen,['israeli mediterranean'],אושר,Israeli
12,spotify:track:0JoYMP7hvEwxKCjj9szUo6,LIAD MEIR,טיל פצמר,2023 Duda by PIL ltd,8,9,8,132876,ליעד מאיר,['israeli hip hop'],טיל פצמר,Israeli
13,spotify:track:7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,11,7,131324,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שלום אהובתי,Israeli
14,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,10,71,130892,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
15,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,15,17,129449,Noa Kirel,['israeli pop'],פרובוקטיבית,Israeli
16,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,16,16,17,128351,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
17,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,14,14,5,124205,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות,Israeli
18,spotify:track:3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,18,30,2,117706,Hanan Ben Ari,['israeli pop'],38 וחוץ מכדורגל,Israeli
19,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,17,27,115215,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
20,spotify:track:7v7nrrYMIdugbGRAseawG9,Noa Kirel,DEJA VU,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,8,35,9,115213,Noa Kirel,['israeli pop'],DEJA VU,Israeli
21,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,26,67,112979,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
22,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,10,20,33,111366,Osher Cohen,['israeli mediterranean'],אושר,Israeli
23,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,13,43,109834,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
24,spotify:track:5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,18,23,13,109592,Eden Hason,['israeli mediterranean'],לא תראה אותי בוכה,Israeli
25,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,25,58,2,108522,Tate McRae,['pop'],greedy,International
26,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,21,22,105660,סטילה,['israeli hip hop'],תיק קטן,Israeli
27,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,18,93,105485,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
28,spotify:track:5h1BN75CEh8wdSwE1xrbSe,V,Slow Dancing,BIGHIT MUSIC,28,29,2,104954,V,"['j-division', 'korean ost']",Layover,International
29,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,25,20,103955,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה,Israeli
30,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,30,32,6,101930,יגל אושרי,['israeli pop'],לצאת מדיכאון,Israeli
31,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,24,28,99879,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
32,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,22,13,96746,Olivia Rodrigo,['pop'],GUTS,International
33,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,10,31,17,94032,Dave,['uk hip hop'],Sprinter,International
34,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Inbal Bibi,אף פעם לא לבד,Universal Music Israel,34,42,6,93497,Inbal Bibi,['israeli pop'],אף פעם לא לבד,Israeli
35,spotify:track:0NdV41q6lBoO4WyCaZmIJU,Stephane Legar,רק אני יודע,Stephane Gagba / Gaga Management / Helicon Aroma Music LTD. under exclusive license to D-Music,21,34,12,93184,Stephane Legar,"['israeli hip hop', 'israeli pop']",רק אני יודע,Israeli
36,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,27,44,89502,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
