rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,1,6,209266,Anna Zak,['israeli pop'],לך לישון,Israeli
2,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,2,5,4,139485,Maya Dadon,['israeli pop'],חוץ ממך,Israeli
3,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,2,16,139270,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
4,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,4,165,2,136901,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
5,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,3,55,134289,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
6,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,4,32,121975,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
7,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,7,14,4,115093,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
8,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,6,34,114685,Narkis,['israeli pop'],הולכת איתך,Israeli
9,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,8,33,114155,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים,Israeli
10,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,7,9,113420,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
11,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,9,10,12,113162,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
12,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,9,13,107971,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
13,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,11,26,106345,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
14,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,12,16,101222,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך,Israeli
15,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,13,30,96057,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
16,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,16,-1,1,92625,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
17,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,15,22,91565,CKay,"['afro r&b', 'afrobeats']",CKay The First,International
18,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,16,24,89227,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions,International
19,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,19,19,11,88598,Jaymes Young,['indie poptimism'],Feel Something,International
20,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,17,18,87642,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30,International
21,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,21,23,85877,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
22,spotify:track:1KszHjECoMXM3d5y31ZRVl,"Osher Cohen, Noa Kirel",רעשים,A.M Music Productions LTD / P.A.I LTD / Noa Kirel under exclusive license to D-Music,10,18,10,85570,Osher Cohen,['israeli mediterranean'],רעשים,Israeli
23,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,22,11,85108,Jasmin Moallem,['israeli pop'],יחפים,Israeli
24,spotify:track:5STI4AAzr3uMvdpx4wUSGr,Omer Adam,חורף באוטו,P.A.I LTD,3,24,16,84516,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חורף באוטו,Israeli
25,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,25,75,83529,Marina Maximilian,['israeli pop'],ביחד,Israeli
26,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,18,26,22,82122,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
27,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,20,34,81427,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=,International
28,spotify:track:6jMCb4UpIBjmiKf6EwVK8u,Omer Adam,חצי דפוק,P.A.I LTD,3,23,29,78634,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",3,Israeli
29,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,9,27,28,78380,Doja Cat,"['dance pop', 'pop']",Planet Her,International
30,spotify:track:0KqQk985HTWIkQgEABSwPP,Noa Kirel,Thought About That,Atlantic Records,12,28,5,77355,Noa Kirel,['israeli pop'],Thought About That,Israeli
31,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,31,31,10,74026,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
32,spotify:track:5j36y0eeE3I7kCBYIsKqBF,Eden Ben Zaken,מה קרה,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,18,29,7,72916,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",מה קרה,Israeli
33,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,36,50,71098,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים,Israeli
34,spotify:track:2mGGqzRrPOYhgv4MSG6Fhq,"Ravid Plotnik, Sima Noon",‏קורבן,NaNa Disc,5,30,21,70806,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",תוך כדי תנועה,Israeli
35,spotify:track:4F5i9rkN4DBMysvhzzEHoh,"Eden Ben Zaken, Eden Hason",פילטרים יפים,Sarit Productions LTD / A.M Music Productions LTD under exclusive license to D-Music,15,33,11,70162,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",פילטרים יפים,Israeli
36,spotify:track:0EaBbv2U2r7GUxO6YCvTjW,"Yuval Dayan, Bar Tzabary",מיליון עננים,Helicon Aroma Music Ltd.,36,-1,1,68559,Yuval Dayan,"['israeli pop', 'israeli singer-songwriter']",מיליון עננים,Israeli
37,spotify:track:2EHfaOBfI8SCUntirG9ygB,Raviv Kaner,מים עמוקים,Helicon Aroma Music Ltd.,37,37,4,68402,Raviv Kaner,['israeli pop'],מים עמוקים,Israeli
38,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,38,56,9,67987,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto,International
39,spotify:track:16tcNezkJ5VETVDVC4m7gj,Mergui,לא להיות לבד,Mobile1 Music,17,42,17,67819,Mergui,['israeli pop'],לא להיות לבד,Israeli
40,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,34,69,67329,Eden Hason,['israeli mediterranean'],אלבום 2,Israeli
41,spotify:track:6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,35,51,65580,Ishay Ribo,['israeli pop'],סיבת הסיבות,Israeli
42,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,41,88,65501,Avraham Tal,['israeli pop'],שבוע טוב,Israeli
43,spotify:track:4FBLscRO2QkJMad1k8l8bb,Agam Buhbut,שחור תלתן,2022 ZI Productions BY PIL LTD,43,-1,1,65417,Agam Buhbut,['israeli mediterranean'],אין קונספט,Israeli
44,spotify:track:3A9gSVar0MgHpO86WXeSW9,Itay Levi,הטעות הכי יפה,Mobile1 Music,16,46,38,65169,Itay Levi,"['israeli mediterranean', 'mizrahi']",הטעות הכי יפה,Israeli
45,spotify:track:2gQPv5jvVPqU2a9HhMNO1v,BoyWithUke,Toxic,Republic Records,28,32,18,65140,BoyWithUke,['sad rap'],Toxic,International
46,spotify:track:4qAHhdpiGcbzqwjqmwuXwj,Raviv Kaner,רסיסים,Tedy Productions under exclusive license to D-Music,1,38,82,64167,Raviv Kaner,['israeli pop'],רסיסים,Israeli
47,spotify:track:0w4e9A0KryKlPySPdyZQDC,"NOROZ, Ido B & Zooki",מגבת באוויר,NOROZ under exclusive license to D-Music,9,43,24,63844,NOROZ,"['israeli hip hop', 'israeli trap']",מרגיש מוגזם,Israeli
48,spotify:track:7MIqj9oTTcokeqtbDrQdVe,Eli Huli,Blinded Dreamers,Universal Music Israel Distributed Labels,48,125,2,62951,Eli Huli,[],Blinded Dreamers,International
