rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,1,11,574587,Noa Kirel,['israeli pop'],Unicorn,Israeli
2,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,32,4,427720,Loreen,['europop'],Tattoo,International
3,spotify:track:5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,3,99,2,393318,Käärijä,['finnish pop'],Cha Cha Cha,International
4,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,2,2,3,305800,סטילה,['israeli hip hop'],תיק קטן,Israeli
5,spotify:track:14LdhxElpZS0rKVV4nxtdA,Alessandra,Queen of Kings,Universal Music AS,5,51,2,300485,Alessandra,[],Queen of Kings,International
6,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,3,24,211043,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
7,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,4,14,182176,Osher Cohen,['israeli mediterranean'],אושר,Israeli
8,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,5,25,158207,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
9,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,10,18,151725,Miley Cyrus,['pop'],Endless Summer Vacation,International
10,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,7,16,147379,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
11,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,6,48,144769,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
12,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,74,138919,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
13,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,11,44,134105,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
14,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,12,9,127936,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
15,spotify:track:3RlUyFCBbqM62dOs0sNWlH,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,15,-1,1,127208,Hanan Ben Ari,['israeli pop'],עטלף עיוור,Israeli
16,spotify:track:4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,16,6,127104,ליעד מאיר,['israeli hip hop'],פלואו של טמבל,Israeli
17,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,13,30,125853,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
18,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,19,40,125065,Noa Kirel,['israeli pop'],פנתרה,Israeli
