rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6dUregFbvUNqHP5nphqesK","Noa Kirel","Unicorn","KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music",1,27,2,"418907"
2,"spotify:track:4RyMByXc5HfKc3b8wqwOso","Peer Tasi","אהבה חולה","Peer Tasi LTD under exclusive license to D-Music",1,1,15,"272539"
3,"spotify:track:1zZ9bah4HU0TtICQzCFXp3","Avi Aburomi, Mor","אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)","2023 Avi Aburomi By PIL LTD",3,3,7,"218947"
4,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,2,9,"215980"
5,"spotify:track:1Rh5r9vUOumJ1sbPuv3dkO","Eden Hason","עד שתבואי עד אליי","Mobile1 Music",5,5,16,"188267"
6,"spotify:track:60BOR51eeN8A3wYIrElggH","Osher Cohen, Odeya","אני פה","Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.",6,6,5,"182699"
7,"spotify:track:50uspwzqbMxkpyHzMLwUVy","Static","לירז","Mobile1 Music",4,4,4,"178032"
8,"spotify:track:3zhFqDzJZfnc8L5QkGWWG6","Benaia Barabi","קרן שמש","B.B Productions Ltd. under exclusive license to D-Music",1,7,35,"173173"
9,"spotify:track:7BcRDWY4VTCvRRHoobFWWo","Tuna, Jasmin Moallem","סהרה - Live","NaNa Disc",1,8,39,"162678"
10,"spotify:track:3idINUuyRidKbQiMFt6EkU","Gal Adam, NOROZ","משוגעת","P.A.I LTD / NOROZ under exclusive license to D-Music",4,9,21,"155813"
11,"spotify:track:4hTFq8sHEVSDXIxTVe4qHJ","Omer Adam","אני","P.A.I LTD",1,10,13,"148535"
12,"spotify:track:2QUuLcqNlQUFOuMm4osKdN","Peer Tasi","38","Peer Tasi LTD under exclusive license to D-Music",11,12,15,"144829"
13,"spotify:track:1D8HR389yohrWVZ1yHI2bc","Tuna","היי בייב","NaNa Disc",4,15,65,"140269"
14,"spotify:track:1bd0D0cXcpGeJXsn2Xt8lc","Odeya, רואי אדם","האמת","Helicon Aroma Music Ltd.",3,13,23,"138273"
15,"spotify:track:5A3bEckI7AjWTguGqZOzUm","Noa Kirel","פנתרה","Noa Kirel under exclusive license to NMC United Entertainment Ltd.",1,18,31,"136725"
16,"spotify:track:0iTSkLz9biPGVXqTSrkkNd","Odeya, Noa Kirel","מאמי","Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd",5,20,13,"134858"
17,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,14,43,"129508"
18,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",6,16,14,"126498"
19,"spotify:track:5I0WaR0LpN4Kn1zwbvd145","E-Z, Noa Kirel","גושפנקא","Unicell",17,17,13,"124996"
20,"spotify:track:5gOFp28Edmv4nk8HIwnQfe","Yonatan Kalimi","מי את היום בלעדיי","T.Y Studio & Productions under exclusive license to D-Music",20,33,4,"117177"
21,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",5,19,29,"117123"
22,"spotify:track:6clAq1cGO4PYimAmzelTmL","Shira Margalit","אחותי כבר לא סובלת אותך","Anana Ltd",12,24,16,"117114"
23,"spotify:track:4W4fNrZYkobj539TOWsLO2","The Weeknd, Ariana Grande","Die For You (with Ariana Grande) - Remix","XO / Republic Records",11,11,3,"107281"
24,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,22,50,"106808"
25,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",10,23,15,"106129"
26,"spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3","Static","רונדלים","Mobile1 Music",26,32,4,"102368"
27,"spotify:track:52Do4VrXDPuXZ1KH2TZcqw","Static","להיט של שיר אחד","Mobile1 Music",16,25,4,"97286"
28,"spotify:track:6AQbmUe0Qwf5PZnt4HmTXv","PinkPantheress, Ice Spice","Boy's a liar Pt. 2","Warner Records",24,29,5,"96199"
29,"spotify:track:0NZPBYD5qbEWRs3PrGiRkT","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",4,30,25,"95292"
30,"spotify:track:0urIdTVIjmPX5i9dsIusQj","Odeya","החיים שלי אחריך","Helicon Aroma Music Ltd.",4,26,16,"95154"
31,"spotify:track:3hpaRxH73ciJCuH6QcNWXO","Eden Hason","מטפסים על הקירות","Mobile1 Music",6,21,32,"93480"
32,"spotify:track:6kVmhOoBlMEH3WdxrLhjFB","Static, Eden Ben Zaken","הפשע המושלם","Mobile1 Music",25,34,4,"93044"
33,"spotify:track:6Eds9y8ZiQHcIegsEIVcYP","Avraham Tal, Eden Hason","את חסרה לי & אורות","Mobile1 Music",11,31,23,"92046"
34,"spotify:track:2XNXcmwubbt8MJYlQRb4V2","Odeya","אינטלקטוערס","Helicon Aroma Music Ltd.",6,38,34,"91632"
35,"spotify:track:4D5BAc9GN5Q8r5LVO7mxBI","Eden Hason","שוב","Mobile1 Music",31,46,3,"89252"
