rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6IVIMUcrykPBQqWVA0g7zw","STILLA, Ness","חרבו דרבו","2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd",1,1,4,"455849"
2,"spotify:track:0E9S1H3TktlpHmGyuKEfkL","יגל אושרי","לצאת מדיכאון","Liam Productions under exclusive license to D-Music",1,2,16,"292360"
3,"spotify:track:74kYHwU43s49Y5AukKArWQ","ששון איפרם שאולוב","משהו אמיתי בעיניים","ללא",3,5,14,"280821"
4,"spotify:track:1jCAwxwhHIrtWzGeF6WfJ7","Kfir Tsafrir","פחד אלוהים","Tedy Productions / Kfir Tsafrir under exclusive license to D-Music",4,10,3,"278911"
5,"spotify:track:6nSQvSGrFykSmDIOetK94r","Jasmin Moallem","יהיה טוב","Helicon Music",1,3,27,"252465"
6,"spotify:track:44GSjYhBxuuKx0ikN5Dmag","Omer Adam, Jasmin Moallem","יהיה טוב & מים שקופים","P.A.I LTD / Jasmin Moallem",2,4,14,"251163"
7,"spotify:track:34aKXUhVdHGTzWOt85RjGq","Osher Cohen","אהבה","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,6,26,"209175"
8,"spotify:track:1lHlKCdVZ4CGbbkTuG6LfT","Jasmin Moallem","יחפים","Helicon Music",4,7,105,"188396"
9,"spotify:track:5oi46p5BbFdvgI0bAeu1rX","Eyal Golan","עם ישראל חי","Liam Productions under exclusive license to D-Music",7,8,7,"159218"
10,"spotify:track:3QCWA9RzAPb4Xw4BagADFq","Osher Cohen","ככה וככה","Helicon Aroma Music Ltd./ P.A.I Ltd.",2,12,26,"156254"
11,"spotify:track:0QDGzInNYjTlYI28Xq7slK","Doli & Penn, Eden Hason","לאהוב אותך כל יום","Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music",1,13,29,"152953"
12,"spotify:track:2pvlbipBAnMXwFkuRwLJpo","Odeya, E-Z","חורף 23","Helicon Aroma Music Ltd / E-Z Booking Plus",6,9,7,"149333"
13,"spotify:track:4wEFTT1fmFfsLY1K7Y40Cy","Peled, Nastia Rod","עזבת ת'בית","Mobile1 Music",5,14,17,"140306"
14,"spotify:track:0CBpvL8Z0NRdazbJ4HDm9M","Osher Cohen","תרקדי (7.10.23)","Helicon Aroma Music Ltd./ P.A.I Ltd.",10,11,5,"139786"
15,"spotify:track:7BcRDWY4VTCvRRHoobFWWo","Tuna, Jasmin Moallem","סהרה - Live","NaNa Disc",1,20,77,"123667"
16,"spotify:track:1D8HR389yohrWVZ1yHI2bc","Tuna","היי בייב","NaNa Disc",4,19,103,"123329"
17,"spotify:track:3cXhJh34pRLkZegiL5cfy9","ששון איפרם שאולוב","כשיגמר לכם הקיץ","Mobile1 Music",17,28,8,"123050"
18,"spotify:track:3IiaTxdKgDe9NvmosLM8bM","ששון איפרם שאולוב","בואי נדבר","Mobile1 Music",18,21,7,"121623"
19,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,15,81,"121024"
20,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",6,16,12,"120643"
21,"spotify:track:68kVzJf0STAv91tuLutuDr","Eden Hason","שקיעות אדומות","Mobile1 Music",2,17,163,"113913"
22,"spotify:track:3X0WwsNHfSqpd85A9Iggr2","Hanan Ben Ari, Peer Tasi","38 וחוץ מכדורגל","Peer Tasi / Hanan Ben Ari under eclusive license to D-Music",13,18,12,"112405"
23,"spotify:track:60BOR51eeN8A3wYIrElggH","Osher Cohen, Odeya","אני פה","Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.",2,27,43,"111896"
24,"spotify:track:3mCCFs2hdDM2mObzARzxOg","STILLA, Ness","תיק קטן","2023 Va’ad Ha Bait records By PIL LTD",1,25,32,"110832"
25,"spotify:track:3RBpmZJ0YG9abVBXI2U1UO","Eden Hason","את חסרה לי","Mobile1 Music",1,24,180,"107144"
26,"spotify:track:4RyMByXc5HfKc3b8wqwOso","Peer Tasi","אהבה חולה","Peer Tasi LTD under exclusive license to D-Music",1,32,53,"104759"
27,"spotify:track:2KBtuxA73fMKyj37wr1XKM","Omer Adam","סטלות","P.A.I LTD",13,22,15,"104272"
28,"spotify:track:4E5fqKktoOAT3shxlolPBm","Odeya","אינטלקטוערסית","Helicon Aroma Music Ltd.",5,29,25,"103885"
29,"spotify:track:6Eds9y8ZiQHcIegsEIVcYP","Avraham Tal, Eden Hason","את חסרה לי & אורות","Mobile1 Music",11,31,61,"102419"
30,"spotify:track:0PfvEnfj3hHl7zlc0WcfGY","Ravid Plotnik","‏שלווה בארמונותייך","NaNa Disc",25,34,85,"99630"
31,"spotify:track:5mjYQaktjmjcMKcUIcqz4s","Kenya Grace","Strangers","Warner Records/Major Recordings",7,26,14,"95798"
32,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",32,41,74,"95426"
33,"spotify:track:3zhFqDzJZfnc8L5QkGWWG6","Benaia Barabi","קרן שמש","B.B Productions Ltd. under exclusive license to D-Music",1,36,73,"93749"
34,"spotify:track:7q40jR7vLHky0IKFTJWJ4K","Eyal Golan","שלום אהובתי","Liam Productions under exclusive license to D-Music",11,33,17,"93259"
35,"spotify:track:1zZ9bah4HU0TtICQzCFXp3","Avi Aburomi, Mor","אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)","2023 Avi Aburomi By PIL LTD",2,47,45,"89706"
36,"spotify:track:6oTChqDVAXNxJrg57siTxB","Hanan Ben Ari","עטלף עיוור","Hanan Ben Ari under exclusive license to D-Music",13,42,30,"89001"
37,"spotify:track:1f6O2TPzZQhW1Ky2iGYb5X","Hanan Ben Ari","מולדת","Hanan Ben Ari under exclusive license to D-Music",18,30,8,"88021"
38,"spotify:track:6W6ssWo1mqA9bLTo47Alsz","Jasmin Moallem, Mergui","צונאמי","Helicon Music",12,37,27,"85400"
39,"spotify:track:6NUzJGlQORUv6NjUwcefr8","Eyal Golan","עיר נמל","Liam Productions under exclusive license to D-Music",11,46,37,"85137"
40,"spotify:track:1saT4tObMScARIwT4wTv0W","Ravid Plotnik","נתראה בגלגול הבא","NaNa Disc",26,40,204,"84894"
41,"spotify:track:4ZGe1hugAeejCOd7TWGiz0","Inbal Bibi","אף פעם לא לבד","Universal Music Israel",34,50,16,"83510"
42,"spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3","Static","רונדלים","Mobile1 Music",3,52,42,"82911"
43,"spotify:track:3Q6d64XJr20cHQtRd07YGj","Omer Adam, David Broza","סיגליות","P.A.I LTD",37,44,27,"80145"
44,"spotify:track:1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire","Olivia Rodrigo PS",9,55,23,"79917"
45,"spotify:track:2PpTUW96jjJYr8ib8RUnUu","Tuna","י'א 2","Anana Ltd.",21,48,170,"79283"
46,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",5,45,18,"79145"
47,"spotify:track:3yyHRwblo5kk0fH9pfMP6M","Marina Maximilian, Guy Mentesh","ביחד","Marina Maximilian under exclusive license to D-Music",14,54,169,"77569"
48,"spotify:track:5gOFp28Edmv4nk8HIwnQfe","Yonatan Kalimi","מי את היום בלעדיי","T.Y Studio & Productions under exclusive license to D-Music",6,61,42,"76401"
49,"spotify:track:6xtqda5h0wlcFn3WdI4pb6","Tuna","כל הכוכבים","NaNa Disc",19,23,94,"75792"
