rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0yLdNVWF3Srea0uzk55zFn","Miley Cyrus","Flowers","Columbia",1,1,4,"309965"
2,"spotify:track:4RyMByXc5HfKc3b8wqwOso","Peer Tasi","אהבה חולה","Peer Tasi LTD under exclusive license to D-Music",2,2,10,"200906"
3,"spotify:track:7BcRDWY4VTCvRRHoobFWWo","Tuna, Jasmin Moallem","סהרה - Live","NaNa Disc",1,5,34,"167098"
4,"spotify:track:3zhFqDzJZfnc8L5QkGWWG6","Benaia Barabi","קרן שמש","B.B Productions Ltd. under exclusive license to D-Music",1,3,30,"166433"
5,"spotify:track:1bd0D0cXcpGeJXsn2Xt8lc","Odeya, רואי אדם","האמת","Helicon Aroma Music Ltd.",3,8,18,"161548"
6,"spotify:track:4hTFq8sHEVSDXIxTVe4qHJ","Omer Adam","אני","P.A.I LTD",1,4,8,"156693"
7,"spotify:track:0NZPBYD5qbEWRs3PrGiRkT","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",4,20,20,"140988"
8,"spotify:track:1D8HR389yohrWVZ1yHI2bc","Tuna","היי בייב","NaNa Disc",4,6,60,"140585"
9,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",7,9,9,"140231"
10,"spotify:track:3idINUuyRidKbQiMFt6EkU","Gal Adam, NOROZ","משוגעת","P.A.I LTD / NOROZ under exclusive license to D-Music",4,7,16,"139052"
11,"spotify:track:2QUuLcqNlQUFOuMm4osKdN","Peer Tasi","38","Peer Tasi LTD under exclusive license to D-Music",11,11,10,"137449"
12,"spotify:track:1Rh5r9vUOumJ1sbPuv3dkO","Eden Hason","עד שתבואי עד אליי","Mobile1 Music",11,13,11,"130988"
13,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,10,38,"127746"
14,"spotify:track:0urIdTVIjmPX5i9dsIusQj","Odeya","החיים שלי אחריך","Helicon Aroma Music Ltd.",4,16,11,"126718"
15,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",5,12,24,"121255"
16,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",10,14,10,"120113"
17,"spotify:track:6clAq1cGO4PYimAmzelTmL","Shira Margalit","אחותי כבר לא סובלת אותך","Anana Ltd",12,15,11,"117664"
18,"spotify:track:0iTSkLz9biPGVXqTSrkkNd","Odeya, Noa Kirel","מאמי","Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd",5,17,8,"113417"
19,"spotify:track:2XNXcmwubbt8MJYlQRb4V2","Odeya","אינטלקטוערס","Helicon Aroma Music Ltd.",6,18,29,"112780"
20,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,22,45,"110392"
21,"spotify:track:5A3bEckI7AjWTguGqZOzUm","Noa Kirel","פנתרה","Noa Kirel under exclusive license to NMC United Entertainment Ltd.",1,21,26,"99774"
22,"spotify:track:6Eds9y8ZiQHcIegsEIVcYP","Avraham Tal, Eden Hason","את חסרה לי & אורות","Mobile1 Music",11,24,18,"99244"
23,"spotify:track:2G1o9Mq8KpamOwJPZLuJc7","Full Trunk, Jimbo J","סתלבט בקיבוץ","NaNa Disc",2,35,40,"97771"
24,"spotify:track:5mHdCZtVyb4DcJw8799hZp","RAYE, 070 Shake","Escapism.","Human Re Sources",23,23,10,"95325"
25,"spotify:track:1zZ9bah4HU0TtICQzCFXp3","Avi Aburomi, Mor","אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)","2023 Avi Aburomi By PIL LTD",25,41,2,"90413"
26,"spotify:track:68kVzJf0STAv91tuLutuDr","Eden Hason","שקיעות אדומות","Mobile1 Music",2,43,120,"89449"
27,"spotify:track:3hpaRxH73ciJCuH6QcNWXO","Eden Hason","מטפסים על הקירות","Mobile1 Music",6,31,27,"88404"
28,"spotify:track:5I0WaR0LpN4Kn1zwbvd145","E-Z, Noa Kirel","גושפנקא","Unicell",28,32,8,"88131"
29,"spotify:track:4nrPB8O7Y7wsOCJdgXkthe","Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53","DALE PLAY Records",19,19,4,"86737"
30,"spotify:track:4W1G1xlxcirdtXosgsR0m0","Agam Buhbut","קופידון (Prod. By Triangle)","2022 Z.I. Productions BY PIL LTD",10,27,21,"84726"
31,"spotify:track:7Jeh9SPQdyULPmdIqTNo3y","Tuna, Margalit Tzan'ani","כנפיים - Live","NaNa Disc",25,25,3,"84661"
32,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",14,28,33,"83096"
33,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",12,26,15,"82944"
34,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",21,34,65,"81091"
35,"spotify:track:05KQMm1vL6MnJkgobUtwft","Omer Adam","לבד על המיטה","P.A.I LTD",2,30,53,"77755"
36,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",29,29,22,"77272"
37,"spotify:track:1lHlKCdVZ4CGbbkTuG6LfT","Jasmin Moallem","יחפים","Helicon Music",15,59,62,"75333"
38,"spotify:track:0SmY5bTuls1ccput6QhHSA","Adir Getz","אני אוהב, אני מכור, אני שרוף","Unicell",18,44,33,"75239"
39,"spotify:track:3uidHx3If1PWAOCMcCdkNH","Tuna","סהרה","NaNa Disc",10,36,60,"74966"
40,"spotify:track:3RBpmZJ0YG9abVBXI2U1UO","Eden Hason","את חסרה לי","Mobile1 Music",1,49,137,"74455"
41,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",41,46,31,"72929"
42,"spotify:track:5odlY52u43F5BjByhxg7wg","JVKE","golden hour","JVKE",32,39,17,"72378"
43,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",26,40,17,"72082"
44,"spotify:track:2PpTUW96jjJYr8ib8RUnUu","Tuna","י'א 2","Anana Ltd.",38,38,127,"70376"
45,"spotify:track:5e4PVtYVBu9BpJVhmQhIvS","Hanan Ben Ari","שמש","Hanan Ben Ari / Mor Dahan under exclusive license to D-Music",26,55,179,"69452"
46,"spotify:track:6tldCcfbfXkLApFllqab7S","Omer Adam, Idan Raichel","מדברים בשקט (מתוך חזרות למופע NEXT)","P.A.I LTD / Helicon Aroma Music LTD / Next",28,42,10,"68780"
47,"spotify:track:3xtK7rFrJvL5hrBu4vFgf7","Anna Zak, Eden Ben Zaken, Nunu","ראשון בבוקר","Sarit Productions LTD / Helicon Aroma Music LTD / Itmodels / Neomi Aharoni Gal under exclusive license to D-Music",18,37,9,"67437"
48,"spotify:track:307xzW2nYqkHpnQpt6JM1T","Noa Kirel","Gone","Atlantic Records",18,33,4,"67105"
49,"spotify:track:4b5dVRUzTCy0ngxobUX2DG","Peer Tasi","חורף בחלון","Peer Tasi LTD under exclusive license to D-Music",49,61,19,"65641"
50,"spotify:track:6zJejIfVYLgjud3lTk4DLB","Rosa Linn","SNAP","Nvak Collective",20,45,29,"64844"
51,"spotify:track:1bDbXMyjaUIooNwFE9wn0N","Drake, 21 Savage","Rich Flex","OVO / Republic Records",11,51,14,"64229"
52,"spotify:track:3yyHRwblo5kk0fH9pfMP6M","Marina Maximilian, Guy Mentesh","ביחד","Marina Maximilian under exclusive license to D-Music",14,50,126,"64173"
53,"spotify:track:4Ow0gCGxYfOcyiCuZOt9mp","Avraham Tal","שבוע טוב","Digistage",17,48,138,"63296"
54,"spotify:track:79h6P8bV0ENtq6Vmhkpewr","Odeya","אם הייתי צריכה","A.M Music Productions LTD",7,70,63,"61674"
55,"spotify:track:0hOEW1DOcq5pQdoSguJklk","Peer Tasi","ערק","Peer Tasi LTD under exclusive license to D-Music",55,57,28,"61595"
56,"spotify:track:26ffnwQVV4votOweWSwpeN","Narkis","הולכת איתך","session42",2,62,85,"61560"
57,"spotify:track:52n4gF126eIllrGuc9Zus6","Ishay Ribo","לשוב הביתה","2018 ISHAY RIBO LTD BY PIL LTD",10,76,257,"61158"
58,"spotify:track:67PF7VLcYEKKF82ziNf9Ur","Shahar Saul, Agam Buhbut, NOROZ","דובשנייה","Mobile1 Music",2,52,55,"60843"
59,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",8,54,16,"59906"
60,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",47,64,32,"59455"
61,"spotify:track:6d8ZHsSyTg6ABLkWNCZdSy","Avi Aburomi","מה עובר לך בראש","2022 Avi Aburomi BY PIL LTD",18,58,25,"59417"
62,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",33,65,117,"59238"
63,"spotify:track:79frUUdqTcE1Qll6Twt8Ds","Ron Buhnik","לב יפה","Mobile1 Music",22,93,18,"58776"
64,"spotify:track:0PfvEnfj3hHl7zlc0WcfGY","Ravid Plotnik","‏שלווה בארמונותייך","NaNa Disc",25,81,42,"58532"
65,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",45,60,6,"58053"
66,"spotify:track:73vIOb4Q7YN6HeJTbscRx5","Oliver Tree, Robin Schulz","Miss You - Bonus Track","Atlantic Records",19,63,18,"57553"
67,"spotify:track:60GvepzSwgGx8kaZNln4L0","Ravid Plotnik","כל הזמן הזה","NaNa Disc",59,78,256,"56330"
68,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",27,74,30,"56329"
