rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6nSQvSGrFykSmDIOetK94r","Jasmin Moallem","יהיה טוב","Helicon Music",1,4,20,"209820"
2,"spotify:track:34aKXUhVdHGTzWOt85RjGq","Osher Cohen","אהבה","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,1,19,"161229"
3,"spotify:track:44GSjYhBxuuKx0ikN5Dmag","Omer Adam, Jasmin Moallem","יהיה טוב & מים שקופים","P.A.I LTD / Jasmin Moallem",3,3,7,"159928"
4,"spotify:track:0E9S1H3TktlpHmGyuKEfkL","יגל אושרי","לצאת מדיכאון","Liam Productions under exclusive license to D-Music",4,16,9,"153387"
5,"spotify:track:2HafqoJbgXdtjwCOvNEF14","iñigo quintero","Si No Estás","Acqustic",5,32,2,"139292"
6,"spotify:track:3QCWA9RzAPb4Xw4BagADFq","Osher Cohen","ככה וככה","Helicon Aroma Music Ltd./ P.A.I Ltd.",2,2,19,"122482"
7,"spotify:track:0QDGzInNYjTlYI28Xq7slK","Doli & Penn, Eden Hason","לאהוב אותך כל יום","Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music",1,9,22,"109358"
8,"spotify:track:5mjYQaktjmjcMKcUIcqz4s","Kenya Grace","Strangers","Warner Records/Major Recordings",7,7,7,"103513"
9,"spotify:track:4wEFTT1fmFfsLY1K7Y40Cy","Peled, Nastia Rod","עזבת ת'בית","Mobile1 Music",5,8,10,"100524"
10,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",6,6,5,"96234"
11,"spotify:track:1lHlKCdVZ4CGbbkTuG6LfT","Jasmin Moallem","יחפים","Helicon Music",11,34,98,"89866"
12,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",5,10,11,"85167"
13,"spotify:track:7BcRDWY4VTCvRRHoobFWWo","Tuna, Jasmin Moallem","סהרה - Live","NaNa Disc",1,17,70,"85092"
14,"spotify:track:74kYHwU43s49Y5AukKArWQ","ששון איפרם שאולוב","משהו אמיתי בעיניים","ללא",14,20,7,"85018"
15,"spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3","Static","רונדלים","Mobile1 Music",3,11,35,"82699"
16,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,21,74,"80019"
17,"spotify:track:0JoYMP7hvEwxKCjj9szUo6","LIAD MEIR","טיל פצמר","2023 Duda by PIL ltd",8,13,11,"75603"
18,"spotify:track:3X0WwsNHfSqpd85A9Iggr2","Hanan Ben Ari, Peer Tasi","38 וחוץ מכדורגל","Peer Tasi / Hanan Ben Ari under eclusive license to D-Music",13,23,5,"73939"
19,"spotify:track:2KBtuxA73fMKyj37wr1XKM","Omer Adam","סטלות","P.A.I LTD",14,27,8,"73700"
20,"spotify:track:7q40jR7vLHky0IKFTJWJ4K","Eyal Golan","שלום אהובתי","Liam Productions under exclusive license to D-Music",11,19,10,"72507"
21,"spotify:track:4E5fqKktoOAT3shxlolPBm","Odeya","אינטלקטוערסית","Helicon Aroma Music Ltd.",5,14,18,"70828"
22,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",15,15,2,"69450"
23,"spotify:track:60BOR51eeN8A3wYIrElggH","Osher Cohen, Odeya","אני פה","Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.",2,18,36,"68894"
24,"spotify:track:1D8HR389yohrWVZ1yHI2bc","Tuna","היי בייב","NaNa Disc",4,28,96,"67213"
25,"spotify:track:5JGVm5Xshr1IlNlW9phZFQ","Eden Hason","לא תראה אותי בוכה","Mobile1 Music",18,37,16,"66909"
26,"spotify:track:6oTChqDVAXNxJrg57siTxB","Hanan Ben Ari","עטלף עיוור","Hanan Ben Ari under exclusive license to D-Music",13,41,23,"63038"
27,"spotify:track:4RyMByXc5HfKc3b8wqwOso","Peer Tasi","אהבה חולה","Peer Tasi LTD under exclusive license to D-Music",1,29,46,"61183"
28,"spotify:track:68kVzJf0STAv91tuLutuDr","Eden Hason","שקיעות אדומות","Mobile1 Music",2,56,156,"61108"
29,"spotify:track:6NUzJGlQORUv6NjUwcefr8","Eyal Golan","עיר נמל","Liam Productions under exclusive license to D-Music",11,35,30,"60405"
30,"spotify:track:6xtqda5h0wlcFn3WdI4pb6","Tuna","כל הכוכבים","NaNa Disc",19,51,87,"60084"
31,"spotify:track:1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire","Olivia Rodrigo PS",9,31,16,"58977"
32,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",10,36,20,"58427"
33,"spotify:track:6uCZdJ3p3hrfi6mRKVtt7k","Osher Cohen","תראי אהובתי","Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.",10,30,36,"57571"
34,"spotify:track:3zhFqDzJZfnc8L5QkGWWG6","Benaia Barabi","קרן שמש","B.B Productions Ltd. under exclusive license to D-Music",1,45,66,"56799"
35,"spotify:track:6Eds9y8ZiQHcIegsEIVcYP","Avraham Tal, Eden Hason","את חסרה לי & אורות","Mobile1 Music",11,80,54,"56460"
36,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",5,5,22,"56249"
37,"spotify:track:16NPQQxjcSfhb0UFaUVw5s","Eden Hason","אז מה עכשיו","Mobile1 Music",9,59,31,"55750"
38,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",38,47,67,"54677"
39,"spotify:track:4ZGe1hugAeejCOd7TWGiz0","Inbal Bibi","אף פעם לא לבד","Universal Music Israel",34,44,9,"53738"
40,"spotify:track:1ttOlVyZvmnozD2muIxulw","Eviatar Banai","עד מחר","Hed Arzi Ltd.",40,84,291,"52555"
41,"spotify:track:0hlBI8n1v5F2mj0tDIM5ai","LIAD MEIR","שלוק מהבלו","2020 Duda By PIL LTD",39,39,20,"52538"
42,"spotify:track:6OXv4CrNp3DFRj6Cu1GojJ","Eyal Golan","מתי את חוזרת","Liam Productions under exclusive license to D-Music",6,57,30,"51537"
43,"spotify:track:52n4gF126eIllrGuc9Zus6","Ishay Ribo","לשוב הביתה","2018 ISHAY RIBO LTD BY PIL LTD",10,79,293,"51302"
44,"spotify:track:02hXZxgl6XwtAdK9y2sb6B","Eden Hason","כפיות","Mobile1 Music",1,146,118,"51105"
45,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",32,49,16,"50511"
46,"spotify:track:3cmplhlwMZyQbuTHThyGe7","Idan Rafael Haviv","מחכה","NMC United Entertainment Ltd.",46,91,81,"49767"
47,"spotify:track:3RBpmZJ0YG9abVBXI2U1UO","Eden Hason","את חסרה לי","Mobile1 Music",1,89,173,"49608"
48,"spotify:track:7x9aauaA9cu6tyfpHnqDLo","Jung Kook, Latto","Seven (feat. Latto)","BIGHIT MUSIC",25,25,14,"49258"
49,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",21,64,101,"48975"
50,"spotify:track:3yyHRwblo5kk0fH9pfMP6M","Marina Maximilian, Guy Mentesh","ביחד","Marina Maximilian under exclusive license to D-Music",14,65,162,"48815"
51,"spotify:track:1Rh5r9vUOumJ1sbPuv3dkO","Eden Hason","עד שתבואי עד אליי","Mobile1 Music",5,60,47,"48082"
52,"spotify:track:0NdV41q6lBoO4WyCaZmIJU","Stephane Legar","רק אני יודע","Stephane Gagba / Gaga Management / Helicon Aroma Music LTD. under exclusive license to D-Music",21,46,15,"47938"
53,"spotify:track:2b9TjqgLxE6zOZc4DSmYYx","Noa Kirel, Forever Tel Aviv, Sagi Kariv","פרובוקטיבית","Noa Kirel / Forever Tel Aviv under exclusive license to D-Music",2,33,20,"47664"
