rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5nYFRLTLrqiETyy6LUPfhQ","STILLA, Ness","מגדלים","2024 Va’ad Ha Bait records & Maman Productions by PIL ltd",1,2,8,"473055"
2,"spotify:track:34KzX8fwFPLchmOvYBDap0","Osher Cohen, Noa Kirel","אין אותי","Helicon Aroma Music Ltd. / P.A.I Ltd.",1,1,7,"450384"
3,"spotify:track:7AlqKFiOM5X7nJdtbwvsi6","Jasmin Moallem","דאמ","Helicon Music",3,8,4,"362739"
4,"spotify:track:0h8eZd7eqwZISaz9bkj1zV","Itay Levi","מערב ראשון","Mobile1 Music",3,4,14,"333811"
5,"spotify:track:3FihyZ7YA7vrNiSUfWww10","STILLA, Ness","באמפרים","2024 Va’ad Ha Bait records & Maman Productions by PIL ltd",1,3,15,"327064"
6,"spotify:track:0Wr6wZgEP1npYg0vrsWPIZ","Peer Tasi","רוז","Peer Tasi LTD under exclusive license to D-Music",1,5,15,"296221"
7,"spotify:track:6qB33ch9RK0aoMfxfnlXa1","Osher Cohen","פלסטרים","Helicon Aroma Music Ltd. / P.A.I Ltd.",1,6,20,"279792"
8,"spotify:track:4DKH1iLhp007TVLURYtmeC","Peer Tasi","מה יהיה מחר","Peer Tasi LTD under exclusive license to D-Music",7,7,15,"277588"
9,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",9,15,3,"194412"
10,"spotify:track:0hdDyhwaJpNW5nsJC3qYPe","Peer Tasi","מלודי","Peer Tasi LTD under exclusive license to D-Music",5,9,15,"190957"
11,"spotify:track:1BJJbSX6muJVF2AK7uH1x4","Adam Port, Stryv, Keinemusik, Orso, Malachiii","Move","Keinemusik",11,12,13,"186275"
12,"spotify:track:4zXfQYhcSboWEOAwIQST9N","Omer Adam","רק שלך","P.A.I LTD",1,10,24,"184870"
13,"spotify:track:1Jx6aZyJR985kw8CWUZ15O","Omer Adam, Odeya, ShrekDiMC","צמוד צמוד","P.A.I LTD / Helicon Aroma Music LTD",1,11,21,"183842"
14,"spotify:track:0D9A15ZzO3VzLIYqOfm6QB","מ'","אני חוזר","Ilay Eliyahu Mataraso under exclusive license to D-Music",14,18,12,"183319"
15,"spotify:track:2eauhZzDelRWx1f3PmdaxU","Itay Levi","חולה ירח","Mobile1 Music",14,19,14,"178846"
16,"spotify:track:2yPnlfwQ1AmhHauqQWDlWZ","Osher Cohen","מנגן ושר","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,14,30,"178309"
17,"spotify:track:17Gbwxyhsj0dznw9DSruNC","Omer Adam, ShrekDiMC","ראיתי עולם","P.A.I LTD",1,13,15,"171836"
18,"spotify:track:2CUwpTA4gOSouCTyRN1vnE","Itay Levi","אין לי מקום אחר","Mobile1 Music",5,16,38,"160355"
19,"spotify:track:6JnLTSjPA96Dgg9VCDRf1r","ילד.","למה את?","Universal Music Israel Distributed Labels",6,17,20,"158137"
20,"spotify:track:2edVP7ujjhYSoZ308dpEpW","Odeya","בן אדם","Helicon Aroma Music Ltd.",20,110,2,"157297"
21,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",15,20,16,"156854"
