rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2yPnlfwQ1AmhHauqQWDlWZ","Osher Cohen","מנגן ושר","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,1,5,"481006"
2,"spotify:track:2Ozw7k5CLtM5W9SomrOyjw","Eden Golan","Hurricane","Session42",2,-1,1,"308140"
3,"spotify:track:74kYHwU43s49Y5AukKArWQ","ששון איפרם שאולוב","משהו אמיתי בעיניים","ללא",2,2,28,"307507"
4,"spotify:track:3IiaTxdKgDe9NvmosLM8bM","ששון איפרם שאולוב","בואי נדבר","Mobile1 Music",4,5,21,"257119"
5,"spotify:track:1jCAwxwhHIrtWzGeF6WfJ7","Kfir Tsafrir","פחד אלוהים","Tedy Productions / Kfir Tsafrir under exclusive license to D-Music",1,3,17,"251620"
6,"spotify:track:6tNQ70jh4OwmPGpYy6R2o9","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",6,9,7,"245594"
7,"spotify:track:2fewVF6oOGKux69rHGbPMq","Eden Hason","צוחקת ובוכה","Mobile1 Music",7,8,6,"239364"
8,"spotify:track:2CUwpTA4gOSouCTyRN1vnE","Itay Levi","אין לי מקום אחר","Mobile1 Music",5,6,13,"232269"
9,"spotify:track:0SMDtYt5HghaTMFc61nCnP","Omer Adam","ואיך שלא","P.A.I LTD",2,4,14,"218797"
10,"spotify:track:34aKXUhVdHGTzWOt85RjGq","Osher Cohen","אהבה","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,10,40,"218273"
11,"spotify:track:16HcSqHWoJn7Be4T2MOCZ4","ששון איפרם שאולוב","גן עדן של משוגעים","Mobile1 Music",6,7,12,"217085"
12,"spotify:track:1dkljZlzg37FoGtUJ1EsxQ","Osher Cohen","איפה אתה","Helicon Aroma Music Ltd./ P.A.I Ltd.",9,11,5,"191522"
13,"spotify:track:3cXhJh34pRLkZegiL5cfy9","ששון איפרם שאולוב","כשיגמר לכם הקיץ","Mobile1 Music",11,16,22,"157165"
14,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",6,14,26,"154923"
15,"spotify:track:6nSQvSGrFykSmDIOetK94r","Jasmin Moallem","יהיה טוב","Helicon Music",1,12,41,"151920"
16,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",15,15,8,"150604"
17,"spotify:track:5zdau2dtmOUHF3CJ3odKfb","ששון איפרם שאולוב","נתראה בגלגול הבא","Mobile1 Music",17,22,18,"140963"
18,"spotify:track:44GSjYhBxuuKx0ikN5Dmag","Omer Adam, Jasmin Moallem","יהיה טוב & מים שקופים","P.A.I LTD / Jasmin Moallem",2,13,28,"139129"
19,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",19,30,3,"136000"
