rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1jCAwxwhHIrtWzGeF6WfJ7","Kfir Tsafrir","פחד אלוהים","Tedy Productions / Kfir Tsafrir under exclusive license to D-Music",1,1,7,"418248"
2,"spotify:track:74kYHwU43s49Y5AukKArWQ","ששון איפרם שאולוב","משהו אמיתי בעיניים","ללא",2,4,18,"330663"
3,"spotify:track:0SMDtYt5HghaTMFc61nCnP","Omer Adam","ואיך שלא","P.A.I LTD",2,2,4,"314925"
4,"spotify:track:6IVIMUcrykPBQqWVA0g7zw","STILLA, Ness","חרבו דרבו","2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd",1,3,8,"310866"
5,"spotify:track:0E9S1H3TktlpHmGyuKEfkL","יגל אושרי","לצאת מדיכאון","Liam Productions under exclusive license to D-Music",1,5,20,"241401"
6,"spotify:track:3IiaTxdKgDe9NvmosLM8bM","ששון איפרם שאולוב","בואי נדבר","Mobile1 Music",6,9,11,"237099"
7,"spotify:track:44GSjYhBxuuKx0ikN5Dmag","Omer Adam, Jasmin Moallem","יהיה טוב & מים שקופים","P.A.I LTD / Jasmin Moallem",2,6,18,"229883"
8,"spotify:track:6nSQvSGrFykSmDIOetK94r","Jasmin Moallem","יהיה טוב","Helicon Music",1,7,31,"224634"
9,"spotify:track:34aKXUhVdHGTzWOt85RjGq","Osher Cohen","אהבה","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,8,30,"207118"
10,"spotify:track:1lHlKCdVZ4CGbbkTuG6LfT","Jasmin Moallem","יחפים","Helicon Music",4,10,109,"176612"
11,"spotify:track:3cXhJh34pRLkZegiL5cfy9","ששון איפרם שאולוב","כשיגמר לכם הקיץ","Mobile1 Music",11,11,12,"175228"
12,"spotify:track:0QDGzInNYjTlYI28Xq7slK","Doli & Penn, Eden Hason","לאהוב אותך כל יום","Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music",1,12,33,"162089"
13,"spotify:track:4wEFTT1fmFfsLY1K7Y40Cy","Peled, Nastia Rod","עזבת ת'בית","Mobile1 Music",5,13,21,"155153"
14,"spotify:track:6oTChqDVAXNxJrg57siTxB","Hanan Ben Ari","עטלף עיוור","Hanan Ben Ari under exclusive license to D-Music",13,21,34,"148028"
15,"spotify:track:3QCWA9RzAPb4Xw4BagADFq","Osher Cohen","ככה וככה","Helicon Aroma Music Ltd./ P.A.I Ltd.",2,15,30,"143437"
16,"spotify:track:5oi46p5BbFdvgI0bAeu1rX","Eyal Golan","עם ישראל חי","Liam Productions under exclusive license to D-Music",7,17,11,"137555"
17,"spotify:track:1D8HR389yohrWVZ1yHI2bc","Tuna","היי בייב","NaNa Disc",4,16,107,"135884"
18,"spotify:track:16HcSqHWoJn7Be4T2MOCZ4","ששון איפרם שאולוב","גן עדן של משוגעים","Mobile1 Music",18,31,2,"134134"
19,"spotify:track:0CBpvL8Z0NRdazbJ4HDm9M","Osher Cohen","תרקדי (7.10.23)","Helicon Aroma Music Ltd./ P.A.I Ltd.",10,14,9,"133438"
20,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,19,85,"129630"
21,"spotify:track:68kVzJf0STAv91tuLutuDr","Eden Hason","שקיעות אדומות","Mobile1 Music",2,23,167,"123370"
22,"spotify:track:7BcRDWY4VTCvRRHoobFWWo","Tuna, Jasmin Moallem","סהרה - Live","NaNa Disc",1,18,81,"123206"
23,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",6,22,16,"123189"
