rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6IVIMUcrykPBQqWVA0g7zw","STILLA, Ness","חרבו דרבו","2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd",1,1,3,"463965"
2,"spotify:track:0E9S1H3TktlpHmGyuKEfkL","יגל אושרי","לצאת מדיכאון","Liam Productions under exclusive license to D-Music",1,2,15,"324492"
3,"spotify:track:6nSQvSGrFykSmDIOetK94r","Jasmin Moallem","יהיה טוב","Helicon Music",1,3,26,"266789"
4,"spotify:track:44GSjYhBxuuKx0ikN5Dmag","Omer Adam, Jasmin Moallem","יהיה טוב & מים שקופים","P.A.I LTD / Jasmin Moallem",2,4,13,"261884"
5,"spotify:track:74kYHwU43s49Y5AukKArWQ","ששון איפרם שאולוב","משהו אמיתי בעיניים","ללא",5,5,13,"244542"
6,"spotify:track:34aKXUhVdHGTzWOt85RjGq","Osher Cohen","אהבה","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,7,25,"201053"
7,"spotify:track:1lHlKCdVZ4CGbbkTuG6LfT","Jasmin Moallem","יחפים","Helicon Music",4,6,104,"195897"
8,"spotify:track:5oi46p5BbFdvgI0bAeu1rX","Eyal Golan","עם ישראל חי","Liam Productions under exclusive license to D-Music",7,9,6,"176826"
9,"spotify:track:2pvlbipBAnMXwFkuRwLJpo","Odeya, E-Z","חורף 23","Helicon Aroma Music Ltd / E-Z Booking Plus",6,8,6,"167462"
10,"spotify:track:1jCAwxwhHIrtWzGeF6WfJ7","Kfir Tsafrir","פחד אלוהים","Tedy Productions / Kfir Tsafrir under exclusive license to D-Music",10,67,2,"160616"
11,"spotify:track:0CBpvL8Z0NRdazbJ4HDm9M","Osher Cohen","תרקדי (7.10.23)","Helicon Aroma Music Ltd./ P.A.I Ltd.",10,10,4,"152213"
12,"spotify:track:3QCWA9RzAPb4Xw4BagADFq","Osher Cohen","ככה וככה","Helicon Aroma Music Ltd./ P.A.I Ltd.",2,11,25,"149644"
13,"spotify:track:0QDGzInNYjTlYI28Xq7slK","Doli & Penn, Eden Hason","לאהוב אותך כל יום","Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music",1,12,28,"149187"
14,"spotify:track:4wEFTT1fmFfsLY1K7Y40Cy","Peled, Nastia Rod","עזבת ת'בית","Mobile1 Music",5,15,16,"133039"
15,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,14,80,"132776"
16,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",6,13,11,"128716"
17,"spotify:track:68kVzJf0STAv91tuLutuDr","Eden Hason","שקיעות אדומות","Mobile1 Music",2,19,162,"116885"
