rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4zXfQYhcSboWEOAwIQST9N","Omer Adam","רק שלך","P.A.I LTD",1,1,3,"677797"
2,"spotify:track:2yPnlfwQ1AmhHauqQWDlWZ","Osher Cohen","מנגן ושר","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,2,9,"475634"
3,"spotify:track:4dELL8S6XVMibwBkjJACF1","Omer Adam","לילות וקללות","P.A.I LTD",3,3,3,"467059"
4,"spotify:track:7fcFn0EdQleBdarD7yLp95","Omer Adam","מבת ים ועד הנצח","P.A.I LTD",4,8,3,"287220"
5,"spotify:track:2fewVF6oOGKux69rHGbPMq","Eden Hason","צוחקת ובוכה","Mobile1 Music",4,4,10,"270752"
6,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",4,6,11,"270719"
7,"spotify:track:2Ozw7k5CLtM5W9SomrOyjw","Eden Golan","Hurricane","Session42",2,5,5,"261015"
8,"spotify:track:2M8hzSzwsIlsCTAhuAQGSf","Omer Adam","כסף או דמעות","P.A.I LTD",8,11,3,"255429"
9,"spotify:track:74kYHwU43s49Y5AukKArWQ","ששון איפרם שאולוב","משהו אמיתי בעיניים","ללא",2,7,32,"250645"
10,"spotify:track:2CUwpTA4gOSouCTyRN1vnE","Itay Levi","אין לי מקום אחר","Mobile1 Music",5,13,17,"238161"
11,"spotify:track:1jCAwxwhHIrtWzGeF6WfJ7","Kfir Tsafrir","פחד אלוהים","Tedy Productions / Kfir Tsafrir under exclusive license to D-Music",1,9,21,"237124"
12,"spotify:track:3IiaTxdKgDe9NvmosLM8bM","ששון איפרם שאולוב","בואי נדבר","Mobile1 Music",4,10,25,"223184"
13,"spotify:track:5lNB8HWmxpICQXi5Pgatz1","Shahar Tavoch, Agam Buhbut","נאדי באדי","NMC United Entertainment Ltd.",13,23,4,"221110"
14,"spotify:track:34aKXUhVdHGTzWOt85RjGq","Osher Cohen","אהבה","Helicon Aroma Music Ltd./ P.A.I Ltd.",1,15,44,"215670"
15,"spotify:track:0SMDtYt5HghaTMFc61nCnP","Omer Adam","ואיך שלא","P.A.I LTD",2,12,18,"209807"
16,"spotify:track:16HcSqHWoJn7Be4T2MOCZ4","ששון איפרם שאולוב","גן עדן של משוגעים","Mobile1 Music",6,16,16,"200412"
17,"spotify:track:1O0VUtEP7oVZKAXOMl0QLY","Omer Adam","אקדח","P.A.I LTD",17,17,3,"198432"
18,"spotify:track:1dkljZlzg37FoGtUJ1EsxQ","Osher Cohen","איפה אתה","Helicon Aroma Music Ltd./ P.A.I Ltd.",9,14,9,"184802"
19,"spotify:track:2foTZaysNY65xcTXlQKxg4","Odeya","אם אתה שלי","Helicon Aroma Music Ltd.",19,19,10,"181042"
