rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
11,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,7,13,151266,אודיה,['israeli pop'],אינטלקטוערסית
12,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,10,10,31,149193,Osher Cohen,['israeli mediterranean'],אושר
13,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,27,11,144347,Olivia Rodrigo,['pop'],GUTS
14,spotify:track:7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,14,21,5,143892,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שלום אהובתי
15,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,15,26,141354,Eden Hason,['israeli mediterranean'],אז מה עכשיו
16,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,14,91,140412,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
17,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,11,25,139117,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023
18,spotify:track:5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,18,20,11,138639,Eden Hason,['israeli mediterranean'],לא תראה אותי בוכה
19,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,9,20,136741,סטילה,['israeli hip hop'],תיק קטן
20,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,16,41,136616,Peer Tasi,['israeli mediterranean'],רדיו שטח
21,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,21,45,3,135454,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות
22,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,22,32,15,131842,Jasmin Moallem,['israeli pop'],אין עולם
23,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,12,15,130683,Noa Kirel,['israeli pop'],פרובוקטיבית
24,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,18,18,128484,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה
25,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,17,42,122472,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
26,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,29,65,119288,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
27,spotify:track:0NdV41q6lBoO4WyCaZmIJU,Stephane Legar,רק אני יודע,Stephane Gagba / Gaga Management / Helicon Aroma Music LTD. under exclusive license to D-Music,21,25,10,114864,Stephane Legar,"['israeli hip hop', 'israeli pop']",רק אני יודע
28,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,10,22,15,114582,Dave,['uk hip hop'],Sprinter
29,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,24,25,114468,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023
30,spotify:track:7v7nrrYMIdugbGRAseawG9,Noa Kirel,DEJA VU,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,8,23,7,110544,Noa Kirel,['israeli pop'],DEJA VU
31,spotify:track:4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,5,28,15,108731,Anna Zak,['israeli pop'],אולסטאר וגופיות
32,spotify:track:6ubV4TOnHggG27ygsPxjvR,Osher Cohen,אקורדים בלילות,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,30,30,31,108169,Osher Cohen,['israeli mediterranean'],אושר
33,spotify:track:29ZGOiRf0t8zjvz5JwwdM4,עטרה אוריה,ילד מטריה,NMC United Entertainment Ltd.,29,41,9,107637,עטרה אוריה,[],ילד מטריה
34,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,34,77,5,106778,V,"['j-division', 'korean ost']",Layover
35,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,19,26,11,106200,Dua Lipa,"['dance pop', 'pop', 'uk pop']",Dance The Night (From Barbie The Album)
36,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,34,61,103490,Benaia Barabi,['israeli mediterranean'],קרן שמש
37,spotify:track:58m9mqwBLliFpIFSYzprSn,Eyal Golan,עטלף עיוור,Liam Productions under exclusive license to D-Music,30,31,11,103188,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עטלף עיוור
38,spotify:track:6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,43,15,102338,Jasmin Moallem,['israeli pop'],אין עולם
39,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,bad idea right?,Olivia Rodrigo PS,39,101,5,101148,Olivia Rodrigo,['pop'],GUTS
40,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,39,30,98683,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי
41,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,51,93,98561,Jasmin Moallem,['israeli pop'],יחפים
42,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,44,33,97899,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)
43,spotify:track:4f15d7Qc81qw4LKMAQhfYz,Omer Adam,יצאה שבת,P.A.I LTD,22,33,15,97215,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם
44,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,42,151,96133,Eden Hason,['israeli mediterranean'],אלבום 2
45,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,45,79,4,95493,יגל אושרי,['israeli pop'],לצאת מדיכאון
46,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Inbal Bibi,אף פעם לא לבד,Universal Music Israel,46,66,4,94792,Inbal Bibi,['israeli pop'],אף פעם לא לבד
47,spotify:track:3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,38,46,15,94584,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם
48,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,40,35,94125,Miley Cyrus,['pop'],Endless Summer Vacation
49,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,36,47,93740,Gal Adam,['israeli mediterranean'],משוגעת
50,spotify:track:4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,37,23,92430,ליעד מאיר,['israeli hip hop'],פלואו של טמבל
