rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,6,522594,Osher Cohen,['israeli mediterranean'],NEXT EPISODE
2,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,2,2,7,458933,סטילה,['israeli hip hop'],מגדלים
3,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,3,14,389382,סטילה,['israeli hip hop'],באמפרים
4,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,4,13,345672,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון
5,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,5,14,334113,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
6,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,6,19,321977,Osher Cohen,['israeli mediterranean'],פלסטרים
7,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,7,14,305040,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
8,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,8,16,3,233254,Jasmin Moallem,['israeli pop'],דאמ
9,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,13,14,211836,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
10,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,10,23,210279,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
