rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,30,2,383916,סטילה,['israeli hip hop'],חרבו דרבו
2,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,1,14,341636,יגל אושרי,['israeli pop'],לצאת מדיכאון
3,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,2,25,285296,Jasmin Moallem,['israeli pop'],אין עולם
4,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,3,12,277427,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
5,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,5,6,12,223464,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
6,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,4,103,205736,Jasmin Moallem,['israeli pop'],יחפים
7,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,5,24,202052,Osher Cohen,['israeli mediterranean'],Part II
8,spotify:track:2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,6,8,5,195176,אודיה,['israeli pop'],חורף 23
9,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,7,5,190236,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
10,spotify:track:0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,10,3,160492,Osher Cohen,['israeli mediterranean'],תרקדי (7.10.23)
11,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,9,24,151589,Osher Cohen,['israeli mediterranean'],Part II
12,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,11,27,142839,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
13,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,12,10,133199,Tate McRae,['pop'],greedy
14,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,15,79,125937,Eden Hason,['israeli mediterranean'],עושה לי צרות
15,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,14,15,117369,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
16,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,13,75,116091,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
17,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,17,13,115046,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות
18,spotify:track:3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,16,10,113103,Hanan Ben Ari,['israeli pop'],38 וחוץ מכדורגל
19,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,18,161,112242,Eden Hason,['israeli mediterranean'],אלבום 2
20,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,19,101,111818,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
21,spotify:track:1f6O2TPzZQhW1Ky2iGYb5X,Hanan Ben Ari,מולדת,Hanan Ben Ari under exclusive license to D-Music,18,21,6,102776,Hanan Ben Ari,['israeli pop'],מולדת
22,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,23,92,101947,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
23,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,25,12,101320,Kenya Grace,['singer-songwriter pop'],Strangers
24,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,24,45,5,99100,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
25,spotify:track:7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,24,15,98239,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שלום אהובתי
26,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,27,23,97805,אודיה,['israeli pop'],אינטלקטוערסית
27,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,34,178,97636,Eden Hason,['israeli mediterranean'],אלבום 2
28,spotify:track:3mITeXQ9Dt7M6nTutuNtsx,"Omer Adam, Infected Mushroom",תרקוד לנצח,P.A.I LTD / Mushroom Touring inc,13,22,4,97635,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",תרקוד לנצח
29,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,68,30,96909,סטילה,['israeli hip hop'],תיק קטן
30,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,26,41,96438,Osher Cohen,['israeli mediterranean'],אושר
31,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,31,31,6,94736,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
32,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,33,59,93092,Avraham Tal,['israeli pop'],את חסרה לי & אורות
33,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,5,20,7,92446,iñigo quintero,[],Si No Estás
34,spotify:track:0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,25,32,83,87511,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",תוך כדי תנועה
35,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,28,28,86333,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה
36,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,38,71,85342,Benaia Barabi,['israeli mediterranean'],קרן שמש
37,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,36,51,83475,Peer Tasi,['israeli mediterranean'],רדיו שטח
38,spotify:track:1rmxF8VNLZ2gXwwzqGJ9tJ,"Eden Hason, Jasmin Moallem, Israel Bidur",שושנים עצובות (ישראל בידור),Sarit Productions LTD / Jasmin Moallem under exclusive license to D-Music,8,37,76,82808,Eden Hason,['israeli mediterranean'],שושנים עצובות (ישראל בידור)
39,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,29,35,82257,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023
40,spotify:track:3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,37,40,25,82070,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם
41,spotify:track:6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,41,25,81382,Jasmin Moallem,['israeli pop'],אין עולם
42,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,35,16,81278,Doja Cat,"['dance pop', 'pop']",Scarlet
43,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Inbal Bibi,אף פעם לא לבד,Universal Music Israel,34,39,14,79545,Inbal Bibi,['israeli pop'],אף פעם לא לבד
44,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,44,167,78776,Marina Maximilian,['israeli pop'],ביחד
45,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,42,40,78500,Static,[],לירז
46,spotify:track:1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,26,48,202,77704,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",ועכשיו לחלק האומנותי
47,spotify:track:5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,18,47,21,77398,Eden Hason,['israeli mediterranean'],לא תראה אותי בוכה
48,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,38,52,72,74758,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",AM
49,spotify:track:3cmplhlwMZyQbuTHThyGe7,Idan Rafael Haviv,מחכה,NMC United Entertainment Ltd.,46,66,86,74375,Idan Rafael Haviv,['israeli singer-songwriter'],כל פעם קצת
50,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,46,43,73932,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)
