rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,1,21,326769,Jasmin Moallem,['israeli pop'],אין עולם
2,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,3,8,238126,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
3,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,3,4,10,219059,יגל אושרי,['israeli pop'],לצאת מדיכאון
4,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,2,20,197315,Osher Cohen,['israeli mediterranean'],Part II
5,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,5,11,99,191898,Jasmin Moallem,['israeli pop'],יחפים
6,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,5,5,3,158671,iñigo quintero,[],Si No Estás
7,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,6,20,147308,Osher Cohen,['israeli mediterranean'],Part II
8,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,7,23,143367,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
9,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,10,6,125741,Tate McRae,['pop'],greedy
10,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,10,14,8,118248,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
11,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,9,11,114176,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
12,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,8,8,112307,Kenya Grace,['singer-songwriter pop'],Strangers
13,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,19,9,104184,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות
14,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,13,71,102317,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
15,spotify:track:3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,18,6,99435,Hanan Ben Ari,['israeli pop'],38 וחוץ מכדורגל
16,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,16,75,98627,Eden Hason,['israeli mediterranean'],עושה לי צרות
17,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,17,-1,1,97842,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
18,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,12,12,93291,Doja Cat,"['dance pop', 'pop']",Scarlet
19,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,15,36,90945,Static,[],לירז
20,spotify:track:1f6O2TPzZQhW1Ky2iGYb5X,Hanan Ben Ari,מולדת,Hanan Ben Ari under exclusive license to D-Music,20,167,2,89125,Hanan Ben Ari,['israeli pop'],מולדת
21,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,21,19,88118,אודיה,['israeli pop'],אינטלקטוערסית
22,spotify:track:7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,20,11,87961,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שלום אהובתי
23,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,24,97,87120,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
24,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,28,157,85804,Eden Hason,['israeli mediterranean'],אלבום 2
25,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,23,37,85417,Osher Cohen,['israeli mediterranean'],אושר
26,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,26,24,83572,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה
27,spotify:track:2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,27,-1,1,81709,אודיה,['israeli pop'],חורף 23
28,spotify:track:5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,18,25,17,80230,Eden Hason,['israeli mediterranean'],לא תראה אותי בוכה
29,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,29,31,79875,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023
30,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,30,88,77946,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
31,spotify:track:0JoYMP7hvEwxKCjj9szUo6,LIAD MEIR,טיל פצמר,2023 Duda by PIL ltd,8,17,12,77643,ליעד מאיר,['israeli hip hop'],טיל פצמר
32,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,35,55,75288,Avraham Tal,['israeli pop'],את חסרה לי & אורות
33,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,27,47,73566,Peer Tasi,['israeli mediterranean'],רדיו שטח
34,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Inbal Bibi,אף פעם לא לבד,Universal Music Israel,34,39,10,71566,Inbal Bibi,['israeli pop'],אף פעם לא לבד
35,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,34,67,70024,Benaia Barabi,['israeli mediterranean'],קרן שמש
36,spotify:track:6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,54,21,67951,Jasmin Moallem,['israeli pop'],אין עולם
37,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,37,32,67778,Eden Hason,['israeli mediterranean'],אז מה עכשיו
38,spotify:track:1ttOlVyZvmnozD2muIxulw,Eviatar Banai,עד מחר,Hed Arzi Ltd.,38,40,292,67653,Eviatar Banai,"['classic israeli pop', 'israeli rock']",לילה כיום יאיר
39,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,10,33,37,66966,Osher Cohen,['israeli mediterranean'],אושר
40,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,31,17,66750,Olivia Rodrigo,['pop'],GUTS
41,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,47,174,66435,Eden Hason,['israeli mediterranean'],אלבום 2
