rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,4,4,432065,סטילה,['israeli hip hop'],תיק קטן
2,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,1,12,400417,Noa Kirel,['israeli pop'],Unicorn
3,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,2,5,355216,Loreen,['europop'],Tattoo
4,spotify:track:5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,3,3,3,345524,Käärijä,['finnish pop'],Cha Cha Cha
5,spotify:track:14LdhxElpZS0rKVV4nxtdA,Alessandra,Queen of Kings,Universal Music AS,5,5,3,260776,Alessandra,[],Queen of Kings
6,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,6,25,196890,Peer Tasi,['israeli mediterranean'],רדיו שטח
7,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,7,15,182098,Osher Cohen,['israeli mediterranean'],אושר
8,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,12,75,178647,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
9,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,8,26,160228,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
10,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,11,49,157683,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
11,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,9,22,14,149818,Static,[],לירז
12,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,9,19,148563,Miley Cyrus,['pop'],Endless Summer Vacation
13,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,10,17,146296,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)
14,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,13,45,142403,Benaia Barabi,['israeli mediterranean'],קרן שמש
15,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,17,31,134969,Gal Adam,['israeli mediterranean'],משוגעת
16,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,14,10,132822,Eden Hason,['israeli mediterranean'],אז מה עכשיו
17,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,19,14,130535,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי
18,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,21,25,128891,Peer Tasi,['israeli mediterranean'],רדיו שטח
19,spotify:track:4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,16,7,125725,ליעד מאיר,['israeli hip hop'],פלואו של טמבל
20,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,18,41,121252,Noa Kirel,['israeli pop'],פנתרה
21,spotify:track:3RlUyFCBbqM62dOs0sNWlH,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,15,15,2,120434,Hanan Ben Ari,['israeli pop'],עטלף עיוור
