rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,1,3,12,128540,Imagine Dragons,"['modern rock', 'pop', 'rock']",Enemy (with JID) [from the series Arcane League of Legends]
2,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,2,30,123380,Narkis,['israeli pop'],הולכת איתך
3,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,3,24,2,122056,Anna Zak,['israeli pop'],לך לישון
4,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,4,28,116858,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU
5,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,5,29,112092,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים
6,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,5,6,51,110336,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels)
7,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,8,9,102522,GAYLE,"['alt z', 'modern alternative pop']",abcdefu
8,spotify:track:2V4A1lYgPT5gjffHHnXwP3,Omer Adam,קאקדילה,P.A.I LTD,1,1,3,102409,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",קאקדילה
9,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,9,12,8,99559,אודיה,['israeli pop'],אם הייתי צריכה
10,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,7,22,99242,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167
11,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,10,5,98080,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
12,spotify:track:0KqQk985HTWIkQgEABSwPP,Noa Kirel,Thought About That,Atlantic Records,12,-1,1,97448,Noa Kirel,['israeli pop'],Thought About That
13,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,9,26,97390,Lil Nas X,['lgbtq+ hip hop'],MONTERO
14,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,14,14,12,96663,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך
15,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,13,18,96242,CKay,"['afro r&b', 'afrobeats']",CKay The First
16,spotify:track:1KszHjECoMXM3d5y31ZRVl,"Osher Cohen, Noa Kirel",רעשים,A.M Music Productions LTD / P.A.I LTD / Noa Kirel under exclusive license to D-Music,10,11,6,90069,Osher Cohen,['israeli mediterranean'],רעשים
17,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,17,21,7,88640,Jasmin Moallem,['israeli pop'],יחפים
18,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,16,14,88622,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30
