rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,1,4,308964,Noa Kirel,['israeli pop'],פנתרה
2,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,2,3,12,189713,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
3,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,7,18,162382,Full Trunk,['israeli rock'],ממותה
4,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,1,2,13,154185,Nunu,['israeli hip hop'],Cute Boy
5,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,5,38,133705,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
6,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,6,23,133198,Harry Styles,['pop'],Harry's House
7,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,4,16,130957,Anna Zak,['israeli pop'],מי זאת
8,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,9,16,127187,Eden Hason,['israeli mediterranean'],עושה לי צרות
9,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,9,11,8,127041,Benaia Barabi,['israeli mediterranean'],קרן שמש
10,spotify:track:3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,8,5,117557,Eden Hason,['israeli mediterranean'],מטפסים על הקירות
11,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,9,12,7,115940,אודיה,['israeli pop'],אינטלקטוערס
12,spotify:track:1DAJswyIul47SQNBkYPiCx,Mergui,Sucks to Know You (FU),Mobile1 Music,1,10,8,113033,Mergui,['israeli pop'],Sucks To Know You (FU)
13,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,13,33,111256,שחר סאול,['israeli hip hop'],דובשנייה
14,spotify:track:3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,14,14,38,107410,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
15,spotify:track:2O1af1DbXF7paOr7O5CRst,Avi Aburomi,ספרי להם הכל,2022 Avi Aburomi BY PIL LTD,12,15,15,94696,Avi Aburomi,['israeli pop'],ספרי להם הכל
16,spotify:track:0Vza8xv9EmTgei0HxLO8L3,Mergui,Lie Like This,Mobile1 Music,16,-1,1,94022,Mergui,['israeli pop'],Lie Like This
17,spotify:track:5tNrVA1ySsk7HkV5yg2iXN,"Marina Maximilian, Itay Galo",עולה על שולחנות,Marina Maximilian / Itay Galo under exclusive license to D-Music,17,20,8,92909,Marina Maximilian,['israeli pop'],עולה על שולחנות
18,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,18,22,11,92172,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
19,spotify:track:0UXXAYRUrknaz6FuaPKtFW,אליאב זוהר,מיכל,2022 Eliav Zoharo BY PIL LTD,19,21,6,89173,אליאב זוהר,[],מיכל
20,spotify:track:63TUZWEmunvQnAdLUD61yY,"Noa Kirel, Gitit Fisher",שלושה בנות,session42,2,16,15,85676,Noa Kirel,['israeli pop'],שלושה בנות
21,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,7,33,21,84465,Eden Hason,['israeli mediterranean'],בואי נישן על זה
