rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,1,20,174222,Peer Tasi,['israeli mediterranean'],רדיו שטח
2,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,4,12,161033,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)
3,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,3,14,156436,Miley Cyrus,['pop'],Endless Summer Vacation
4,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,6,10,155637,Osher Cohen,['israeli mediterranean'],אושר
5,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,7,21,133737,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
6,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,12,4,131884,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023
7,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,2,7,130811,Noa Kirel,['israeli pop'],Unicorn
8,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,5,40,129526,Benaia Barabi,['israeli mediterranean'],קרן שמש
9,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,8,44,127202,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
10,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,10,11,9,127068,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי
11,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,10,26,123479,Gal Adam,['israeli mediterranean'],משוגעת
12,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,9,20,117326,Peer Tasi,['israeli mediterranean'],רדיו שטח
13,spotify:track:4oI6mGaEBPrYDS4TP3rSvG,Odeya,פסיכולוגית,Helicon Aroma Music Ltd.,13,22,4,112909,אודיה,['israeli pop'],האמת
14,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,13,70,107388,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
15,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,15,25,9,104535,Static,[],לירז
16,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,15,18,99972,E-Z,['israeli hip hop'],אייקון
17,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,18,48,95863,Eden Hason,['israeli mediterranean'],עושה לי צרות
18,spotify:track:1FyfEuRtAFpuItWcuouxkV,Akiva,צעדים,2023 Akiva Turgeman + Or Davidson By PIL LTD,18,20,3,95716,Akiva,['israeli pop'],צעדים
19,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,16,9,93773,Static,[],לירז
20,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,17,19,92773,SZA,"['pop', 'r&b', 'rap']",SOS
21,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,26,34,92520,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue)
22,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,14,18,91208,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני
23,spotify:track:5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,20,21,15,90411,Noam Bettan,['israeli pop'],מעל המים
24,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,30,20,89860,Metro Boomin,['rap'],HEROES & VILLAINS
25,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,27,55,87801,Harry Styles,['pop'],Harry's House
26,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,26,33,10,86394,Osher Cohen,['israeli mediterranean'],אושר
27,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,19,36,86011,Noa Kirel,['israeli pop'],פנתרה
28,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,24,5,83525,Eden Hason,['israeli mediterranean'],אז מה עכשיו
29,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,34,28,79415,Avraham Tal,['israeli pop'],את חסרה לי & אורות
30,spotify:track:6JaYJTrZMTlITIKWaGGY6h,Balishag,גנזב,2023 OY productions By PIL LTD,26,29,7,78818,Balishag,[],גנזב
31,spotify:track:4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,23,23,8,78049,Static,[],לירז
32,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,31,31,137,77758,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק
33,spotify:track:6ubV4TOnHggG27ygsPxjvR,Osher Cohen,אקורדים בלילות,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,33,45,10,75842,Osher Cohen,['israeli mediterranean'],אושר
34,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,29,39,32,74957,Rema,"['afrobeats', 'nigerian pop']",Calm Down (with Selena Gomez)
35,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,32,21,74496,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך
36,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,37,30,73369,Sam Smith,"['pop', 'uk pop']",Gloria
37,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,14,41,43,73162,OneRepublic,"['piano rock', 'pop']",OneRepublic (Japan Paradise Tour Edition)
38,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,28,50,73018,Full Trunk,['israeli rock'],ממותה
39,spotify:track:6d8ZHsSyTg6ABLkWNCZdSy,Avi Aburomi,מה עובר לך בראש,2022 Avi Aburomi BY PIL LTD,18,57,35,72172,Avi Aburomi,['israeli pop'],מה עובר לך בראש
40,spotify:track:6kVmhOoBlMEH3WdxrLhjFB,"Static, Eden Ben Zaken",הפשע המושלם,Mobile1 Music,25,35,9,71508,Static,[],לירז
41,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,35,40,4,70817,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023
42,spotify:track:48foShYuWKW4geyIU4RRkS,Odeya,רק אותך אהבתי,Helicon Aroma Music Ltd.,26,49,6,69846,אודיה,['israeli pop'],האמת
43,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,24,43,10,69637,PinkPantheress,['bedroom pop'],Boy's a liar Pt. 2
