rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,18,148120,Osher Cohen,['israeli mediterranean'],Part II
2,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,2,18,118801,Osher Cohen,['israeli mediterranean'],Part II
3,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,3,4,6,96572,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
4,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,4,11,19,91357,Jasmin Moallem,['israeli pop'],אין עולם
5,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,5,10,21,88521,Bruno Mars,"['dance pop', 'pop']",Unorthodox Jukebox
6,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,9,4,88154,Tate McRae,['pop'],greedy
7,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,8,6,87630,Kenya Grace,['singer-songwriter pop'],Strangers
8,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,5,9,87163,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
9,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,3,21,86669,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
10,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,6,10,79867,Doja Cat,"['dance pop', 'pop']",Scarlet
11,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,7,34,74986,Static,[],לירז
12,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,12,28,11,68113,Bruno Mars,"['dance pop', 'pop']",24K Magic
13,spotify:track:0JoYMP7hvEwxKCjj9szUo6,LIAD MEIR,טיל פצמר,2023 Duda by PIL ltd,8,16,10,67438,ליעד מאיר,['israeli hip hop'],טיל פצמר
14,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,12,17,67091,אודיה,['israeli pop'],אינטלקטוערסית
15,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,15,-1,1,66118,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",For All The Dogs
16,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,16,34,8,64495,יגל אושרי,['israeli pop'],לצאת מדיכאון
17,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,21,69,63200,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
18,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,15,35,62849,Osher Cohen,['israeli mediterranean'],אושר
19,spotify:track:7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,14,9,61725,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",שלום אהובתי
