rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,1,6,265068,Miley Cyrus,['pop'],Flowers
2,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,2,2,12,232215,Peer Tasi,['israeli mediterranean'],רדיו שטח
3,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,3,9,4,209574,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)
4,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,4,32,178836,Benaia Barabi,['israeli mediterranean'],קרן שמש
5,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,5,20,167610,אודיה,['israeli pop'],האמת
6,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,3,10,167084,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני
7,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,7,36,152387,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
8,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,8,18,152364,Gal Adam,['israeli mediterranean'],משוגעת
9,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,9,10,13,151674,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
10,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,6,11,149037,SZA,"['pop', 'r&b', 'rap']",SOS
11,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,11,21,2,147948,Osher Cohen,['israeli mediterranean'],אושר
12,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,11,11,12,132978,Peer Tasi,['israeli mediterranean'],רדיו שטח
13,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,13,40,132270,Eden Hason,['israeli mediterranean'],עושה לי צרות
14,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,4,12,13,127287,אודיה,['israeli pop'],החיים שלי אחריך
15,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,14,62,124540,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
16,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,17,12,121189,Metro Boomin,['rap'],HEROES & VILLAINS
