rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,5,2,500630,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם
2,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,7,495850,Osher Cohen,['israeli mediterranean'],פלסטרים
3,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,2,8,479778,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
4,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,3,11,407377,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
5,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,4,13,310940,Eden Golan,[],Hurricane
6,spotify:track:7rdPtMBZmQpSBraOq8ppuI,ילד.,למה את?,2024 Yeled by PIL ltd,6,12,7,299551,ילד.,[],למה את?
7,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,7,11,263714,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
8,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,6,17,262357,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
9,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,8,12,261507,שחר טבוך,[],"היי, זה שחר"
10,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,10,51,2,249866,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
11,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,14,8,208607,Sabrina Carpenter,['pop'],Espresso
12,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,11,19,202868,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
13,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,19,25,197080,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
14,spotify:track:2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,Shady/Aftermath/Interscope Records,14,-1,1,191588,Eminem,"['detroit hip hop', 'hip hop', 'rap']",Houdini
15,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,9,13,18,188123,אודיה,['israeli pop'],אם אתה שלי
16,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,21,9,186563,שילה בן סעדון,['israeli pop'],כוכבים
17,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,25,29,183412,Kfir Tsafrir,['israeli trap'],פחד אלוהים
18,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,18,52,180497,Osher Cohen,['israeli mediterranean'],Part II
19,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,19,24,10,180157,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard
20,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,10,10,3,177449,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT
21,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,21,121,2,175674,סטילה,['israeli hip hop'],באמפרים
