rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,-1,1,404324,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
2,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,1,13,325365,Kfir Tsafrir,['israeli trap'],פחד אלוהים
3,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,2,24,279890,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
4,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,3,10,248325,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
5,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,4,17,234104,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
6,spotify:track:1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,-1,1,227881,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
7,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,7,36,224989,Osher Cohen,['israeli mediterranean'],Part II
8,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,6,8,218959,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
9,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,5,9,210391,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
10,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,10,-1,1,184550,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
11,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,8,37,183688,Jasmin Moallem,['israeli pop'],אין עולם
12,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,9,24,169940,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
13,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,12,36,153985,Osher Cohen,['israeli mediterranean'],Part II
14,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,10,26,150600,יגל אושרי,['israeli pop'],לצאת מדיכאון
15,spotify:track:3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,14,14,4,149836,ששון איפרם שאולוב,['israeli pop'],הדם שלי
