rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,1,8,399002,Kfir Tsafrir,['israeli trap'],פחד אלוהים
2,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,2,19,324093,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
3,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,3,5,301384,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
4,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,4,9,279531,סטילה,['israeli hip hop'],חרבו דרבו
5,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,5,6,12,250134,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
6,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,5,21,234149,יגל אושרי,['israeli pop'],לצאת מדיכאון
7,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,7,19,216476,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
8,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,8,32,210199,Jasmin Moallem,['israeli pop'],אין עולם
9,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,9,18,3,197679,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
10,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,9,31,194081,Osher Cohen,['israeli mediterranean'],Part II
11,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,11,48,4,171730,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
12,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,11,13,167506,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
13,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,12,34,157547,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
14,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,10,110,155377,Jasmin Moallem,['israeli pop'],יחפים
15,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,13,22,148046,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
16,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,15,31,139684,Osher Cohen,['israeli mediterranean'],Part II
17,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,14,35,135225,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה
18,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,20,86,128802,Eden Hason,['israeli mediterranean'],עושה לי צרות
19,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,17,108,127472,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
20,spotify:track:0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,19,10,126872,Osher Cohen,['israeli mediterranean'],תרקדי (7.10.23)
21,spotify:track:5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,21,28,9,123265,ששון איפרם שאולוב,['israeli pop'],נתראה בגלגול הבא
22,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,16,12,122601,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
23,spotify:track:1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,23,30,209,122140,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",ועכשיו לחלק האומנותי
