rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,1,5,714637,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
2,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,2,36,2,601528,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
3,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,2,5,513981,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
4,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,3,11,451721,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
5,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,5,-1,1,337231,Osher Cohen,['israeli mediterranean'],פלסטרים
6,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,4,5,314343,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
7,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,5,6,308433,שחר טבוך,[],"היי, זה שחר"
8,spotify:track:2M8hzSzwsIlsCTAhuAQGSf,Omer Adam,כסף או דמעות,P.A.I LTD,7,7,5,277119,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
9,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,6,12,266815,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
10,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,12,20,257391,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
11,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,8,34,246506,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
12,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,9,13,237261,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
13,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,13,23,236903,Kfir Tsafrir,['israeli trap'],פחד אלוהים
14,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,14,16,12,228849,אודיה,['israeli pop'],אם אתה שלי
15,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,15,46,223020,Osher Cohen,['israeli mediterranean'],Part II
16,spotify:track:1O0VUtEP7oVZKAXOMl0QLY,Omer Adam,אקדח,P.A.I LTD,16,17,5,214611,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
17,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,14,19,205022,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
18,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,2,10,7,204196,Eden Golan,[],Hurricane
19,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,11,27,193572,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
20,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,20,20,5,173546,Artemas,[],i like the way you kiss me
21,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,18,18,172223,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
22,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,9,19,11,171635,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
23,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,30,35,167284,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות
