rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,5,481006,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
2,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,2,-1,1,308140,Eden Golan,[],Hurricane
3,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,2,28,307507,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
4,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,5,21,257119,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
5,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,3,17,251620,Kfir Tsafrir,['israeli trap'],פחד אלוהים
6,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",6,9,7,245594,Benson Boone,['singer-songwriter pop'],Beautiful Things
7,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,7,8,6,239364,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
8,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,6,13,232269,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
9,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,4,14,218797,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
10,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,10,40,218273,Osher Cohen,['israeli mediterranean'],Part II
11,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,7,12,217085,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
12,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,9,11,5,191522,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
13,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,16,22,157165,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
14,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,14,26,154923,Tate McRae,['pop'],greedy
15,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,12,41,151920,Jasmin Moallem,['israeli pop'],אין עולם
16,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,15,15,8,150604,Teddy Swims,[],I've Tried Everything But Therapy (Part 1)
17,spotify:track:5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,17,22,18,140963,ששון איפרם שאולוב,['israeli pop'],נתראה בגלגול הבא
18,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,13,28,139129,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
19,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,19,30,3,136000,Djo,"['pov: indie', 'psychedelic pop']",DECIDE
20,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,20,43,132145,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
21,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,23,31,131670,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
22,spotify:track:3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,Ye,22,26,5,130746,¥$,[],VULTURES 1
23,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,18,40,126940,Osher Cohen,['israeli mediterranean'],Part II
24,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,17,30,126709,יגל אושרי,['israeli pop'],לצאת מדיכאון
25,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,33,95,122988,Eden Hason,['israeli mediterranean'],עושה לי צרות
26,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,27,117,121542,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
27,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,36,177,121384,Eden Hason,['israeli mediterranean'],אלבום 2
28,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,28,-1,1,119389,Ariana Grande,['pop'],eternal sunshine
29,spotify:track:1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,19,5,118639,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
30,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,25,119,117951,Jasmin Moallem,['israeli pop'],יחפים
31,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,21,44,117869,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה
32,spotify:track:3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,14,24,8,117814,ששון איפרם שאולוב,['israeli pop'],הדם שלי
33,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,32,91,117070,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
34,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,33,34,6,116856,אודיה,['israeli pop'],אם אתה שלי
35,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,41,194,110571,Eden Hason,['israeli mediterranean'],אלבום 2
36,spotify:track:0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,31,19,108862,Osher Cohen,['israeli mediterranean'],תרקדי (7.10.23)
37,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,20,28,9,105421,Natasha Bedingfield,"['dance pop', 'pop', 'post-teen pop']",Unwritten
38,spotify:track:1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,23,35,218,103904,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",ועכשיו לחלק האומנותי
39,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,29,18,101824,סטילה,['israeli hip hop'],חרבו דרבו
40,spotify:track:5D34wRmbFS29AjtTOP2QJe,Ariana Grande,"yes, and?",Republic Records,13,85,9,100737,Ariana Grande,['pop'],eternal sunshine
41,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,38,57,100590,Osher Cohen,['israeli mediterranean'],אושר
42,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,50,108,98663,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
43,spotify:track:7AYmToZ5y67fBjq4RLFbuq,Beyoncé,TEXAS HOLD 'EM,Parkwood Entertainment/Columbia,37,37,4,94324,Beyoncé,"['pop', 'r&b']",TEXAS HOLD 'EM
44,spotify:track:0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,23,44,99,93482,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",תוך כדי תנועה
45,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,46,28,92547,Kenya Grace,['singer-songwriter pop'],Strangers
46,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,42,37,88869,Olivia Rodrigo,['pop'],GUTS
47,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,32,40,88,88654,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",AM
48,spotify:track:4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,31,39,16,87934,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Lovin On Me
49,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,58,75,85399,Avraham Tal,['israeli pop'],את חסרה לי & אורות
50,spotify:track:3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,49,26,85215,Hanan Ben Ari,['israeli pop'],38 וחוץ מכדורגל
