rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,1,4,180340,Anna Zak,['israeli pop'],לך לישון
2,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,1,2,14,139615,Imagine Dragons,"['modern rock', 'pop', 'rock']",Enemy (with JID) [from the series Arcane League of Legends]
3,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,5,53,122895,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels)
4,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,4,30,117454,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU
5,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,3,32,116829,Narkis,['israeli pop'],הולכת איתך
6,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,7,7,108183,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
7,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,6,31,106172,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים
8,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,8,11,104138,GAYLE,"['alt z', 'modern alternative pop']",abcdefu
9,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,10,24,100507,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167
10,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,9,9,10,100459,אודיה,['israeli pop'],אם הייתי צריכה
