rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,1,7,418248,Kfir Tsafrir,['israeli trap'],פחד אלוהים
2,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,4,18,330663,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
3,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,2,4,314925,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
4,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,3,8,310866,סטילה,['israeli hip hop'],חרבו דרבו
5,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,5,20,241401,יגל אושרי,['israeli pop'],לצאת מדיכאון
6,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,6,9,11,237099,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
7,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,6,18,229883,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
8,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,7,31,224634,Jasmin Moallem,['israeli pop'],אין עולם
9,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,8,30,207118,Osher Cohen,['israeli mediterranean'],Part II
10,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,10,109,176612,Jasmin Moallem,['israeli pop'],יחפים
11,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,11,12,175228,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
