rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,1,2,7,224647,Nunu,['israeli hip hop'],Cute Boy
2,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,3,10,183168,Anna Zak,['israeli pop'],מי זאת
3,spotify:track:1DAJswyIul47SQNBkYPiCx,Mergui,Sucks to Know You (FU),Mobile1 Music,1,1,2,160950,Mergui,['israeli pop'],Sucks To Know You (FU)
4,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,4,12,153672,Full Trunk,['israeli rock'],ממותה
5,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,5,17,142955,Harry Styles,['pop'],Harry's House
6,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,7,32,134983,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
7,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,8,10,125731,Eden Hason,['israeli mediterranean'],עושה לי צרות
8,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Fish People,6,6,9,120259,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",Hounds Of Love
9,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,9,27,119167,שחר סאול,['israeli hip hop'],דובשנייה
10,spotify:track:63TUZWEmunvQnAdLUD61yY,"Noa Kirel, Gitit Fisher",שלושה בנות,session42,2,10,9,118995,Noa Kirel,['israeli pop'],שלושה בנות
11,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,12,29,112605,Anna Zak,['israeli pop'],לך לישון
