rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,2,465531,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
2,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,2,14,294303,Kfir Tsafrir,['israeli trap'],פחד אלוהים
3,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,3,25,266172,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
4,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,4,11,241197,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
5,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,5,18,221845,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
6,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,8,9,211185,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
7,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,9,10,210465,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
8,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,7,37,201642,Osher Cohen,['israeli mediterranean'],Part II
9,spotify:track:1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,6,2,174166,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
10,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,10,10,2,171875,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
11,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,11,38,162919,Jasmin Moallem,['israeli pop'],אין עולם
12,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,12,25,161404,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
13,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,13,24,3,158392,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
14,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",14,23,4,156334,Benson Boone,['singer-songwriter pop'],Beautiful Things
15,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,14,27,142585,יגל אושרי,['israeli pop'],לצאת מדיכאון
16,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,17,19,140368,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
17,spotify:track:3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,14,15,5,131753,ששון איפרם שאולוב,['israeli pop'],הדם שלי
18,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,16,15,129580,סטילה,['israeli hip hop'],חרבו דרבו
19,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,20,23,128714,Tate McRae,['pop'],greedy
