rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,2,9,435047,סטילה,['israeli hip hop'],באמפרים
2,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,1,9,415499,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
3,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,3,8,391922,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון
4,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,4,14,358715,Osher Cohen,['israeli mediterranean'],פלסטרים
5,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,6,9,277735,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
6,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,5,9,276849,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם
7,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,7,-1,1,268067,Osher Cohen,['israeli mediterranean'],NEXT EPISODE
8,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,7,15,262296,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
9,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,8,18,258968,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
10,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,10,10,9,236843,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
11,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,9,14,225143,ילד.,[],ילד.
12,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,11,24,213311,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
13,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,13,32,185911,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
14,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,17,59,183153,Osher Cohen,['israeli mediterranean'],Part II
15,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,12,15,178274,Sabrina Carpenter,['pop'],Espresso
16,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,14,18,168163,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
17,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,17,62,2,164599,סטילה,['israeli hip hop'],מגדלים
18,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,18,26,164464,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
19,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,15,19,161578,שחר טבוך,[],"היי, זה שחר"
20,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,20,30,8,161550,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח
21,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,26,114,156648,Eden Hason,['israeli mediterranean'],עושה לי צרות
22,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,16,40,155380,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
23,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",9,19,12,153886,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Not Like Us
24,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,21,21,21,153497,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על
25,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,22,22,10,151404,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT
26,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,20,47,142252,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
27,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,25,27,139317,Teddy Swims,[],I've Tried Everything But Therapy (Part 1)
28,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,28,31,7,134221,Adam Port,['melodic house'],Move
29,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,18,28,17,132109,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard
30,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,23,16,130904,שילה בן סעדון,['israeli pop'],כוכבים
31,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,16,27,7,127925,Sabrina Carpenter,['pop'],Please Please Please
32,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,29,136,124189,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
33,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,24,33,123765,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
34,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,39,196,122756,Eden Hason,['israeli mediterranean'],אלבום 2
35,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,33,50,121651,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
36,spotify:track:5OQrgklT1x9uOr2ee5hlHB,"Noa Kirel, Itay Galo",משקפיים,Noa Kirel / Itay Galo / Tal Castiel Music & Ent under exclusive license to D-Music,23,32,6,121588,Noa Kirel,['israeli pop'],משקפיים
37,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,49,213,116408,Eden Hason,['israeli mediterranean'],אלבום 2
38,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,37,127,114035,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
39,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,34,20,113535,Eden Golan,[],Hurricane
40,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,44,36,112874,Kfir Tsafrir,['israeli trap'],פחד אלוהים
41,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,38,25,112863,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
42,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,42,209,110090,Avraham Tal,['israeli pop'],שבוע טוב
43,spotify:track:3piVfvEpcO5TXO1qn55NtX,Peer Tasi,סלינה,Peer Tasi LTD under exclusive license to D-Music,41,41,9,109958,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
44,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,35,110,107968,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
45,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,43,18,106928,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
46,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,45,48,106398,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות
47,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,47,80,6,104838,מ',[],לחזור הביתה
48,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,33,40,13,103469,Static,[],להרים
49,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,42,51,15,103122,FloyyMenor,['reggaeton chileno'],Gata Only
50,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,56,75,101965,Static,[],לירז
