rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
37,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,35,35,61142,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions
38,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,38,22,60699,Jasmin Moallem,['israeli pop'],יחפים
39,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,39,33,60049,CKay,"['afro r&b', 'afrobeats']",CKay The First
40,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,33,36,15,59768,Charlie Puth,"['pop', 'viral pop']",Light Switch (Instrumental)
41,spotify:track:3Ng0zyr8FgKhr93QySZrwn,"Omer Adam, Gal Adam",אחים בדם,P.A.I LTD,41,41,3,57552,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אחים בדם
42,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,45,80,56298,Eden Hason,['israeli mediterranean'],אלבום 2
43,spotify:track:1rmxF8VNLZ2gXwwzqGJ9tJ,"Eden Hason, Jasmin Moallem, Israel Bidur",שושנים עצובות (ישראל בידור),Sarit Productions LTD / Jasmin Moallem under exclusive license to D-Music,8,136,53,56000,Eden Hason,['israeli mediterranean'],שושנים עצובות (ישראל בידור)
44,spotify:track:71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,49,93,55976,Raviv Kaner,['israeli pop'],רסיסים
45,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,50,99,55968,Avraham Tal,['israeli pop'],שבוע טוב
46,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,17,42,22,55561,Jaymes Young,['indie poptimism'],Feel Something
47,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,44,44,30,54894,Justin Bieber,"['canadian pop', 'pop']",Justice
48,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,9,43,39,54748,Doja Cat,"['dance pop', 'pop']",Planet Her
49,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,18,46,33,54384,Lil Nas X,['lgbtq+ hip hop'],MONTERO
50,spotify:track:5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari,שמש,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,26,47,139,54225,Hanan Ben Ari,['israeli pop'],שמש
