rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,1,23,338823,Jasmin Moallem,['israeli pop'],אין עולם
2,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,2,3,12,311383,יגל אושרי,['israeli pop'],לצאת מדיכאון
3,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,2,10,272751,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
4,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,4,101,234841,Jasmin Moallem,['israeli pop'],יחפים
5,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,5,22,210078,Osher Cohen,['israeli mediterranean'],Part II
6,spotify:track:2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,6,9,3,173482,אודיה,['israeli pop'],חורף 23
7,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,10,3,161723,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
8,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,7,22,154432,Osher Cohen,['israeli mediterranean'],Part II
9,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,9,11,10,153213,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
10,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,8,25,150937,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
11,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,12,8,131721,Tate McRae,['pop'],greedy
12,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,5,6,5,128294,iñigo quintero,[],Si No Estás
13,spotify:track:0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,13,-1,1,124565,Osher Cohen,['israeli mediterranean'],תרקדי (7.10.23)
14,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,15,73,122268,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
15,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,17,77,121897,Eden Hason,['israeli mediterranean'],עושה לי צרות
16,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,14,13,121498,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
