rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,2,5,430098,Kfir Tsafrir,['israeli trap'],פחד אלוהים
2,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,1,6,354408,סטילה,['israeli hip hop'],חרבו דרבו
3,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,3,19,2,321090,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
4,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,3,3,16,311064,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
5,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,4,18,281126,יגל אושרי,['israeli pop'],לצאת מדיכאון
6,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,5,29,250533,Jasmin Moallem,['israeli pop'],אין עולם
7,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,6,16,236473,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
8,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,7,28,200793,Osher Cohen,['israeli mediterranean'],Part II
9,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,8,107,174454,Jasmin Moallem,['israeli pop'],יחפים
10,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,10,16,9,173184,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
11,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,12,31,168513,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
12,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,10,19,163168,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
13,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,13,17,10,151058,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
14,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,11,28,149707,Osher Cohen,['israeli mediterranean'],Part II
15,spotify:track:0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,15,7,142592,Osher Cohen,['israeli mediterranean'],תרקדי (7.10.23)
16,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,9,9,139512,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
17,spotify:track:2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,6,14,9,138251,אודיה,['israeli pop'],חורף 23
18,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,13,105,134270,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
19,spotify:track:3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,21,14,121357,Hanan Ben Ari,['israeli pop'],38 וחוץ מכדורגל
20,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,20,14,121200,Tate McRae,['pop'],greedy
21,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,23,79,120072,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
