rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,1,11,424957,סטילה,['israeli hip hop'],מגדלים
2,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,2,10,403628,Osher Cohen,['israeli mediterranean'],NEXT EPISODE
3,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,3,5,399551,אודיה,['israeli pop'],ילדה של אמונה
4,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,4,7,346299,Jasmin Moallem,['israeli pop'],דאמ
5,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,5,32,2,333000,Osher Cohen,['israeli mediterranean'],לופ
6,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,6,27,3,311747,Static,[],צ'יק צ'ק
7,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,8,6,284795,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile
8,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,6,18,281524,סטילה,['israeli hip hop'],באמפרים
9,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,5,17,277127,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון
10,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,9,9,15,262530,מ',[],לחזור הביתה
11,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,7,18,238474,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
12,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,10,23,235645,Osher Cohen,['israeli mediterranean'],פלסטרים
13,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,11,18,221690,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
14,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,12,27,199285,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
15,spotify:track:7hBNxod1lDW2HKu9wlBUp5,Odeya,עובד בכפר,Helicon Aroma Music Ltd.,15,17,5,177623,אודיה,['israeli pop'],ילדה של אמונה
16,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,16,39,2,175415,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל
17,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,13,24,173854,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
18,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,14,18,17,158097,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח
19,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,15,18,156121,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם
20,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,19,33,152425,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
21,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,14,123,151134,Eden Hason,['israeli mediterranean'],עושה לי צרות
22,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,21,41,149181,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
23,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,16,18,147879,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
24,spotify:track:77oczEZHFyfbx5GFlIrfNk,"Odeya, E-Z, LIAD MEIR",הטוב הרע ועודיה,Helicon Aroma Music Ltd.,24,50,3,143264,אודיה,['israeli pop'],ילדה של אמונה
25,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,20,34,141945,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
26,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,23,36,140492,Teddy Swims,[],I've Tried Everything But Therapy (Part 1)
27,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,25,23,140063,ילד.,[],ילד.
28,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,11,22,16,138096,Adam Port,['melodic house'],Move
29,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,15,24,19,137945,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT
30,spotify:track:5FQCwtsC3YanKJzpfkvnDt,Moshiko Mor,שותפה שלי,E.S Productions under exclusive license to D-Music,30,34,6,137863,Moshiko Mor,['israeli mediterranean'],שותפה שלי
31,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,26,35,132038,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
32,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,32,-1,1,131580,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי
33,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,30,27,130931,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
34,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,29,24,128037,Sabrina Carpenter,['pop'],Espresso
35,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,35,56,123127,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
36,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,37,145,119867,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
37,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,31,68,118764,Osher Cohen,['israeli mediterranean'],Part II
38,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,28,205,118454,Eden Hason,['israeli mediterranean'],אלבום 2
39,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,41,136,110675,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
40,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,33,33,5,110486,Sabrina Carpenter,['pop'],Short n' Sweet
41,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,21,36,30,106321,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על
42,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,40,25,104241,שילה בן סעדון,['israeli pop'],כוכבים
43,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,23,42,22,100287,Static,[],להרים
44,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,61,118,100237,Full Trunk,['israeli rock'],ממותה
45,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,45,42,98152,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
