rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,1,4,686054,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
2,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,3,4,490365,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
3,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,2,10,436639,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
4,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,4,4,292264,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
5,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,13,5,277299,שחר טבוך,[],"היי, זה שחר"
6,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,5,11,265410,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
7,spotify:track:2M8hzSzwsIlsCTAhuAQGSf,Omer Adam,כסף או דמעות,P.A.I LTD,7,8,4,252778,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
8,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,9,33,250391,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
9,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,6,12,246508,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
10,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,2,7,6,238104,Eden Golan,[],Hurricane
11,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,12,26,232292,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
12,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,15,19,232040,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
13,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,11,22,221633,Kfir Tsafrir,['israeli trap'],פחד אלוהים
14,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,10,18,215009,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
15,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,14,45,209237,Osher Cohen,['israeli mediterranean'],Part II
16,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,16,19,11,199629,אודיה,['israeli pop'],אם אתה שלי
17,spotify:track:1O0VUtEP7oVZKAXOMl0QLY,Omer Adam,אקדח,P.A.I LTD,17,17,4,197582,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
18,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,16,17,193259,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
19,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,9,18,10,175437,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
20,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,20,22,4,175159,Artemas,[],i like the way you kiss me
21,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,21,34,3,170048,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard
22,spotify:track:6ClLC1FYoL8orfOrcknQkk,Alma Gov,מה לעשות עם הזאב,Universal Music Israel Distributed Labels,20,20,9,169410,Alma Gov,[],איך האהבה הזאת חומקת בין האצבעות
23,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,23,30,7,153422,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על
24,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,25,27,151328,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
25,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,21,13,150166,Teddy Swims,[],I've Tried Everything But Therapy (Part 1)
26,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,27,36,148544,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
27,spotify:track:5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,17,31,23,144362,ששון איפרם שאולוב,['israeli pop'],נתראה בגלגול הבא
28,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,26,31,137159,Tate McRae,['pop'],greedy
29,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,16,23,8,136377,Djo,"['pov: indie', 'psychedelic pop']",DECIDE
30,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,40,34,135721,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות
31,spotify:track:5rqeYyQ1EpbEJKkH4cgncs,Tuna,בין העיר לפרדס,NaNa Disc,18,24,3,130699,Tuna,"['israeli hip hop', 'israeli pop']",בין העיר לפרדס
32,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,32,113,130081,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
33,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,35,45,130014,Osher Cohen,['israeli mediterranean'],Part II
34,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,29,46,128999,Jasmin Moallem,['israeli pop'],אין עולם
35,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,33,122,123268,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
36,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,36,-1,1,122274,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
37,spotify:track:1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,28,10,121523,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
38,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,37,100,117909,Eden Hason,['israeli mediterranean'],עושה לי צרות
39,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,39,48,116848,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
40,spotify:track:2gwiDHH38cpSXuMU6Iu53d,Noa Kirel,בנות כמוני לא בוכות,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,40,193,2,116285,Noa Kirel,['israeli pop'],בנות כמוני לא בוכות
41,spotify:track:3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,14,45,13,116197,ששון איפרם שאולוב,['israeli pop'],הדם שלי
42,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,42,35,115968,יגל אושרי,['israeli pop'],לצאת מדיכאון
43,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,44,182,115895,Eden Hason,['israeli mediterranean'],אלבום 2
44,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,43,33,114969,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
45,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,38,96,114830,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
46,spotify:track:1wvwnZRwqofa1YDTNyOm07,Eyal Golan,שכחתי מזמן,Liam Productions under exclusive license to D-Music,46,-1,1,113646,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
47,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,52,61,113161,Static,[],לירז
48,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,14,41,6,112628,Ariana Grande,['pop'],eternal sunshine
49,spotify:track:6OfuBrC66OMwMJSyTQDVkw,ניר כנען,שיר לנטע,Helicon Music,49,125,2,107738,ניר כנען,[],שיר לנטע
50,spotify:track:5E8VSBEyekvkqIrDs5IOio,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,57,36,107285,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
