rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,1,3,385495,Noa Kirel,['israeli pop'],Unicorn
2,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,2,16,273219,Peer Tasi,['israeli mediterranean'],רדיו שטח
3,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,3,3,8,224307,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)
4,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,4,10,215365,Miley Cyrus,['pop'],Endless Summer Vacation
5,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,5,17,191596,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
6,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,6,6,6,186799,Osher Cohen,['israeli mediterranean'],אושר
7,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,8,36,184786,Benaia Barabi,['israeli mediterranean'],קרן שמש
8,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,12,16,165469,Peer Tasi,['israeli mediterranean'],רדיו שטח
9,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,7,5,162464,Static,[],לירז
10,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,10,22,160278,Gal Adam,['israeli mediterranean'],משוגעת
11,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,9,40,153501,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
12,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,11,14,149781,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני
13,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,14,24,147000,אודיה,['israeli pop'],האמת
14,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,13,66,145276,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
15,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,15,20,5,139028,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי
16,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,17,44,129454,Eden Hason,['israeli mediterranean'],עושה לי צרות
17,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,15,32,126925,Noa Kirel,['israeli pop'],פנתרה
18,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,18,15,122432,SZA,"['pop', 'r&b', 'rap']",SOS
19,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,17,19,14,120015,E-Z,['israeli hip hop'],אייקון
20,spotify:track:0iTSkLz9biPGVXqTSrkkNd,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd,5,16,14,118536,אודיה,['israeli pop'],מאמי
21,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,21,30,113261,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue)
22,spotify:track:4o58kocggjTMh0HxRq0mlO,"Tuna, Adi Ulmansky",גוף,NaNa Disc,22,-1,1,112782,Tuna,"['israeli hip hop', 'israeli pop']",גוף
23,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,25,16,106370,Metro Boomin,['rap'],HEROES & VILLAINS
24,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,24,51,104302,Harry Styles,['pop'],Harry's House
25,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,25,26,5,102919,Static,[],לירז
26,spotify:track:5Ds7Ji9KSweBBQbw7gLk5V,Odeya,רק אותך אהבתי,Helicon Aroma Music Ltd.,26,143,2,101909,אודיה,['israeli pop'],רק אותך אהבתי
27,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,27,-1,1,100498,Eden Hason,['israeli mediterranean'],אז מה עכשיו
28,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,22,17,97274,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך
29,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,24,28,6,92951,PinkPantheress,['bedroom pop'],Boy's a liar Pt. 2
30,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,29,26,92265,Sam Smith,"['pop', 'uk pop']",Gloria
31,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,33,24,91264,Avraham Tal,['israeli pop'],את חסרה לי & אורות
32,spotify:track:6kVmhOoBlMEH3WdxrLhjFB,"Static, Eden Ben Zaken",הפשע המושלם,Mobile1 Music,25,32,5,91110,Static,[],לירז
33,spotify:track:4D5BAc9GN5Q8r5LVO7mxBI,Eden Hason,שוב,Mobile1 Music,31,35,4,89216,Eden Hason,['israeli mediterranean'],שוב
34,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,49,126,88967,Eden Hason,['israeli mediterranean'],אלבום 2
35,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,27,37,6,88690,Osher Cohen,['israeli mediterranean'],אושר
36,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,36,46,87954,Full Trunk,['israeli rock'],ממותה
37,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,4,30,17,86670,אודיה,['israeli pop'],החיים שלי אחריך
38,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,6,34,35,86589,אודיה,['israeli pop'],אינטלקטוערס
39,spotify:track:52Do4VrXDPuXZ1KH2TZcqw,Static,להיט של שיר אחד,Mobile1 Music,16,27,5,84819,Static,[],לירז
40,spotify:track:6JaYJTrZMTlITIKWaGGY6h,Balishag,גנזב,2023 OY productions By PIL LTD,40,80,3,82702,Balishag,[],גנזב
41,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,11,23,4,82475,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Starboy (Deluxe)
