rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,5,442009,Osher Cohen,['israeli mediterranean'],לופ
2,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,2,6,4,424641,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי
3,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,3,4,6,418929,Static,[],צ'יק צ'ק
4,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,2,14,397513,סטילה,['israeli hip hop'],מגדלים
5,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,3,8,371510,אודיה,['israeli pop'],ילדה של אמונה
6,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,5,13,314093,Osher Cohen,['israeli mediterranean'],NEXT EPISODE
7,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,8,21,302466,סטילה,['israeli hip hop'],באמפרים
8,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,8,9,5,281051,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל
9,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,7,10,275340,Jasmin Moallem,['israeli pop'],דאמ
10,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,11,9,224155,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile
11,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,10,20,222646,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון
12,spotify:track:77oczEZHFyfbx5GFlIrfNk,"Odeya, E-Z, LIAD MEIR",הטוב הרע ועודיה,Helicon Aroma Music Ltd.,12,12,6,205409,אודיה,['israeli pop'],ילדה של אמונה
13,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,9,13,18,200123,מ',[],לחזור הביתה
14,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,15,26,188674,Osher Cohen,['israeli mediterranean'],פלסטרים
15,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,14,21,177767,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
16,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,16,21,172821,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
17,spotify:track:7hBNxod1lDW2HKu9wlBUp5,Odeya,עובד בכפר,Helicon Aroma Music Ltd.,15,18,8,161565,אודיה,['israeli pop'],ילדה של אמונה
18,spotify:track:1hLd6flq2cPLvH2Xraimbu,שירז אברהם,תסביכים קשים,Mobile1 Music,18,23,11,157496,שירז אברהם,['israeli pop'],תסביכים קשים
19,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,17,30,154003,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
20,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,20,27,149315,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
21,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,14,19,20,138053,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח
22,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,22,26,130140,ילד.,[],ילד.
23,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,15,25,22,128279,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT
24,spotify:track:5FQCwtsC3YanKJzpfkvnDt,Moshiko Mor,שותפה שלי,E.S Productions under exclusive license to D-Music,24,29,9,125974,Moshiko Mor,['israeli mediterranean'],שותפה שלי
25,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,24,36,119909,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
26,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,21,34,33,117642,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על
27,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,21,37,116681,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
28,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,26,21,116249,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם
29,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,27,44,105516,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
30,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,47,59,104978,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
31,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,28,21,104289,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
32,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,11,30,19,103913,Adam Port,['melodic house'],Move
33,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,46,48,103733,Kfir Tsafrir,['israeli trap'],פחד אלוהים
34,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,31,38,100350,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
35,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,23,37,25,99429,Static,[],להרים
36,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,33,35,8,98226,Sabrina Carpenter,['pop'],Short n' Sweet
37,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,11,38,27,97310,Sabrina Carpenter,['pop'],Short n' Sweet
38,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,43,39,96383,Teddy Swims,[],I've Tried Everything But Therapy (Part 1)
39,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,32,30,94543,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
