rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
40,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,39,28,94348,שילה בן סעדון,['israeli pop'],כוכבים
41,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,36,71,93432,Osher Cohen,['israeli mediterranean'],Part II
42,spotify:track:2Nn5rAJpUi1AhPIubW6HU7,מ',בני ברק או ערק,Ilay Eliyahu Mataraso under exclusive license to D-Music,42,64,2,93380,מ',[],בני ברק או ערק
43,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,45,45,93361,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
44,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,33,148,89261,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
45,spotify:track:3DTHsQnfuQVESYAYv0fybQ,Ben Zur,אבא,A List Music LTD under exclusive list to D-Music,45,55,20,85337,Ben Zur,['israeli pop'],אבא
46,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,49,62,83364,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
47,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,53,208,82788,Eden Hason,['israeli mediterranean'],אלבום 2
48,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,54,121,81852,Full Trunk,['israeli rock'],ממותה
49,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,48,150,79579,Jasmin Moallem,['israeli pop'],יחפים
50,spotify:track:0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,23,42,130,78765,Ravid Plotnik,"['israeli hip hop', 'israeli trap']",תוך כדי תנועה
