rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,1,9,195207,Harry Styles,['pop'],Harry's House
2,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,2,49,2,153934,Anna Zak,['israeli pop'],מי זאת
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,2,19,153497,שחר סאול,['israeli hip hop'],דובשנייה
4,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,3,25,139457,Eden Hason,['israeli mediterranean'],מה פספסתי
5,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,4,21,121407,Anna Zak,['israeli pop'],לך לישון
6,spotify:track:1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,Nice Life/Atlantic,6,6,5,117946,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time
7,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,7,9,7,110785,Eden Hason,['israeli mediterranean'],בואי נישן על זה
8,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,8,37,4,109619,Full Trunk,['israeli rock'],ממותה
9,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,8,70,109538,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels)
10,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,13,24,107011,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
11,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,11,14,105779,Nunu,['israeli hip hop'],ליבינג דה דרים
12,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,7,7,2,103387,Harry Styles,['pop'],Harry's House
13,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,13,90,2,101777,Eden Hason,['israeli mediterranean'],עושה לי צרות
14,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,12,11,100333,Noa Kirel,['israeli pop'],פעמון
15,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,10,15,10,95678,Mor,['israeli pop'],חצי שלי
16,spotify:track:2FeBslNBMdR9V58uv6hd2t,Kendrick Lamar,N95,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,2,5,3,95328,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Mr. Morale & The Big Steppers
17,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,8,14,10,93847,Maya Dadon,['israeli pop'],כמו שאני
18,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,16,31,93342,Eden Hason,['israeli mediterranean'],אלבום 2
19,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,18,49,92186,Narkis,['israeli pop'],הולכת איתך
20,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,10,17,92109,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה
21,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,17,27,88148,אודיה,['israeli pop'],אם הייתי צריכה
22,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,14,20,18,85774,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT
23,spotify:track:4FdGfK3PKb9rlyoG342H8e,Eden Ben Zaken,WTF,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,23,27,3,84286,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",עם או בלי לאהוב
24,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,Generation Now/Atlantic,15,21,8,82861,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Come Home The Kids Miss You
25,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,23,23,13,81481,Camila Cabello,"['dance pop', 'pop']",Familia
26,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,24,48,78311,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים
27,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,25,34,76517,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now
28,spotify:track:57BFhpG4Iq4Zgnoz2X6zbT,"Osher Cohen, Nadav Navi Aharoni",חמישי שישי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,28,30,4,75243,Osher Cohen,['israeli mediterranean'],חמישי שישי
29,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,26,47,74411,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU
