rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,4,510143,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
2,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,3,27,316971,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
3,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,2,16,278664,Kfir Tsafrir,['israeli trap'],פחד אלוהים
4,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,4,13,254393,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
5,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,5,20,243460,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
6,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,7,12,240756,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
7,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,8,11,224082,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
8,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,8,10,5,223520,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",9,11,6,222010,Benson Boone,['singer-songwriter pop'],Beautiful Things
10,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,6,39,219405,Osher Cohen,['israeli mediterranean'],Part II
