rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,1,10,402454,Kfir Tsafrir,['israeli trap'],פחד אלוהים
2,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,2,21,308219,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
3,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,3,7,304127,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
4,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,4,14,260933,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
5,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,9,6,237557,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
6,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,8,5,219886,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים
7,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,5,11,216081,סטילה,['israeli hip hop'],חרבו דרבו
8,spotify:track:44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,6,21,213568,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",יהיה טוב & מים שקופים
9,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,10,34,203011,Jasmin Moallem,['israeli pop'],אין עולם
10,spotify:track:0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,7,23,197008,יגל אושרי,['israeli pop'],לצאת מדיכאון
11,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,11,33,192998,Osher Cohen,['israeli mediterranean'],Part II
12,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,12,15,172486,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ
13,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,14,112,158957,Jasmin Moallem,['israeli pop'],יחפים
14,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,15,24,154320,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT
15,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,17,33,144686,Osher Cohen,['israeli mediterranean'],Part II
16,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,16,36,141161,Doli & Penn,['israeli pop'],לאהוב אותך כל יום
17,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,18,19,132321,Tate McRae,['pop'],greedy
18,spotify:track:7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",Republic Records,13,13,2,126718,Ariana Grande,['pop'],"yes, and?"
19,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,24,84,123719,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
20,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,23,37,123444,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה
21,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,20,110,122778,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
22,spotify:track:5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,21,21,11,122352,ששון איפרם שאולוב,['israeli pop'],נתראה בגלגול הבא
23,spotify:track:5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,28,14,119200,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי
24,spotify:track:0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,22,12,118546,Osher Cohen,['israeli mediterranean'],תרקדי (7.10.23)
