rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,7,10,725245,Eden Golan,[],Hurricane
2,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,2,2,4,616146,Osher Cohen,['israeli mediterranean'],פלסטרים
3,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,1,5,589683,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
4,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,3,8,487281,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
5,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,5,14,330632,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
6,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,4,8,306420,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
7,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,6,9,261132,שחר טבוך,[],"היי, זה שחר"
8,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,8,15,230378,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
9,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",9,27,2,223912,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Not Like Us
10,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,9,9,15,215507,אודיה,['israeli pop'],אם אתה שלי
11,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,10,8,208552,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
12,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,11,16,200149,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
13,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,15,23,186057,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא
14,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,16,49,183645,Osher Cohen,['israeli mediterranean'],Part II
15,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,14,26,181997,Kfir Tsafrir,['israeli trap'],פחד אלוהים
16,spotify:track:1EjIXKhNHI00ZLMRpS8iz8,Nemo,The Code,Better Now Records,16,-1,1,177014,Nemo,[],The Code
17,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,17,53,2,172624,Tommy Richman,['chill abstract hip hop'],MILLION DOLLAR BABY
18,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,20,22,170080,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
19,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,19,30,165849,ששון איפרם שאולוב,['israeli pop'],בואי נדבר
20,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,18,18,5,165286,Sabrina Carpenter,['pop'],Espresso
21,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,17,37,163623,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים
22,spotify:track:2M8hzSzwsIlsCTAhuAQGSf,Omer Adam,כסף או דמעות,P.A.I LTD,7,13,8,157304,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
