rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
23,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,23,30,4,83135,Mor,['israeli pop'],חצי שלי
24,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,24,-1,1,82750,Eden Hason,['israeli mediterranean'],בואי נישן על זה
25,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,24,39,82446,Lil Nas X,['lgbtq+ hip hop'],MONTERO
26,spotify:track:6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,20,9,80350,בנאל בן ציון,['israeli pop'],חסר/ה לי ברמות
27,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,33,59,78358,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים
28,spotify:track:7xluxbbxxQ8ovB6xrJUlim,"Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,NMC United Entertainment Ltd.,20,25,89,77213,Elai Botner,['israeli pop'],הכי קרוב אלייך
29,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,26,26,7,75577,Camila Cabello,"['dance pop', 'pop']",Familia
30,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,Generation Now/Atlantic,30,47,2,74252,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",First Class
31,spotify:track:3ZT2YK7nfPXq3xCrlWkgt7,Maya Dadon,חוץ ממך,Icon Artist Management under exclusive license to D-Music,2,27,13,72925,Maya Dadon,['israeli pop'],חוץ ממך
32,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,29,95,72817,Eden Hason,['israeli mediterranean'],אלבום 2
33,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,28,43,72566,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=
34,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,25,34,18,71437,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",The Motto
35,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,31,32,69922,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=
36,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,37,31,69426,CKay,"['afro r&b', 'afrobeats']",CKay The First
37,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,35,84,69112,Marina Maximilian,['israeli pop'],ביחד
38,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,40,78,67008,Eden Hason,['israeli mediterranean'],אלבום 2
39,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,33,38,13,67001,Charlie Puth,"['pop', 'viral pop']",Light Switch (Instrumental)
40,spotify:track:6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,45,60,66635,Ishay Ribo,['israeli pop'],סיבת הסיבות
41,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,17,36,20,66094,Jaymes Young,['indie poptimism'],Feel Something
42,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,43,33,65866,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions
43,spotify:track:5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari,שמש,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,26,49,137,65297,Hanan Ben Ari,['israeli pop'],שמש
44,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,41,20,65067,Jasmin Moallem,['israeli pop'],יחפים
45,spotify:track:71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,46,91,63882,Raviv Kaner,['israeli pop'],רסיסים
46,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,44,97,62917,Avraham Tal,['israeli pop'],שבוע טוב
47,spotify:track:4F5i9rkN4DBMysvhzzEHoh,"Eden Ben Zaken, Eden Hason",פילטרים יפים,Sarit Productions LTD / A.M Music Productions LTD under exclusive license to D-Music,15,32,20,62695,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",פילטרים יפים
48,spotify:track:5ezFz6Jwn7l40kIGAP4zmL,Eyal Golan,בזמן האחרון,Liam Productions under exclusive license to D-Music,25,39,3,60354,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",קצת שמח קצת עצוב
49,spotify:track:3Ng0zyr8FgKhr93QySZrwn,"Omer Adam, Gal Adam",אחים בדם,P.A.I LTD,49,-1,1,59447,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אחים בדם
50,spotify:track:6jMCb4UpIBjmiKf6EwVK8u,Omer Adam,חצי דפוק,P.A.I LTD,3,51,38,59122,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",3
