rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,1,1,3,203681,Harry Styles,['pop'],As It Was
2,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,2,15,162411,Anna Zak,['israeli pop'],לך לישון
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,13,142453,שחר סאול,['israeli hip hop'],דובשנייה
4,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,4,5,139167,Noa Kirel,['israeli pop'],פעמון
5,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,4,5,19,128793,Eden Hason,['israeli mediterranean'],מה פספסתי
6,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,6,64,126788,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels)
7,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,7,11,121278,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה
8,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,9,18,113078,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
9,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,12,8,109930,Nunu,['israeli hip hop'],ליבינג דה דרים
10,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,10,10,4,108448,Maya Dadon,['israeli pop'],כמו שאני
11,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,8,25,108242,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1
12,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,13,35,105714,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167
13,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,9,11,10,96866,Eden Hason,['israeli mediterranean'],ככה כל יום
14,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,15,21,93403,אודיה,['israeli pop'],אם הייתי צריכה
15,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,14,43,90269,Narkis,['israeli pop'],הולכת איתך
16,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,12,18,7,90200,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה
17,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,16,41,89271,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU
18,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,23,42,87647,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים
19,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,17,22,86971,GAYLE,"['alt z', 'modern alternative pop']",abcdefu
20,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,19,19,12,86755,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT
21,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,21,25,85999,Eden Hason,['israeli mediterranean'],אלבום 2
22,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,22,28,85749,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now
