rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,1,1,8,198751,Nunu,['israeli hip hop'],Cute Boy
2,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,2,11,158709,Anna Zak,['israeli pop'],מי זאת
3,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,5,18,136905,Harry Styles,['pop'],Harry's House
4,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,4,13,136138,Full Trunk,['israeli rock'],ממותה
5,spotify:track:1DAJswyIul47SQNBkYPiCx,Mergui,Sucks to Know You (FU),Mobile1 Music,1,3,3,125374,Mergui,['israeli pop'],Sucks To Know You (FU)
6,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,6,33,119610,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
7,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,7,11,109780,Eden Hason,['israeli mediterranean'],עושה לי צרות
8,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Fish People,6,8,10,107616,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",Hounds Of Love
9,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,9,28,104650,שחר סאול,['israeli hip hop'],דובשנייה
10,spotify:track:63TUZWEmunvQnAdLUD61yY,"Noa Kirel, Gitit Fisher",שלושה בנות,session42,2,10,10,101682,Noa Kirel,['israeli pop'],שלושה בנות
11,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,12,34,100541,Eden Hason,['israeli mediterranean'],מה פספסתי
12,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,11,30,99799,Anna Zak,['israeli pop'],לך לישון
13,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,13,32,2,96097,אודיה,['israeli pop'],אינטלקטוערס
14,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,15,79,90916,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels)
15,spotify:track:2O1af1DbXF7paOr7O5CRst,Avi Aburomi,ספרי להם הכל,2022 Avi Aburomi BY PIL LTD,12,14,10,89836,Avi Aburomi,['israeli pop'],ספרי להם הכל
16,spotify:track:3lc6b4cCbPLWNQ95GYxPkN,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,13,23,86619,Nunu,['israeli hip hop'],סטטוס
17,spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,Beyoncé,BREAK MY SOUL,Parkwood Entertainment/Columbia,17,41,7,84626,Beyoncé,"['pop', 'r&b']",RENAISSANCE
18,spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,Central Cee,18,38,2,82586,Central Cee,"['melodic drill', 'r&drill']",Doja
19,spotify:track:7dEtCKY2MthcyP0U6aiMCW,Nunu,קוביד 19,Neomi Aharoni Gal under exclusive license to D-Music,19,29,2,81940,Nunu,['israeli hip hop'],סטטוס
20,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,7,16,16,81873,Eden Hason,['israeli mediterranean'],בואי נישן על זה
21,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,6,19,14,81822,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",Special
22,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,22,54,7,80700,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
23,spotify:track:57BFhpG4Iq4Zgnoz2X6zbT,"Osher Cohen, Nadav Navi Aharoni",חמישי שישי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,17,17,13,80453,Osher Cohen,['israeli mediterranean'],חמישי שישי
24,spotify:track:3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,22,28,33,78558,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
25,spotify:track:0SmY5bTuls1ccput6QhHSA,Adir Getz,"אני אוהב, אני מכור, אני שרוף",Unicell,20,20,6,78229,Adir Getz,['israeli mediterranean'],"אני אוהב, אני מכור, אני שרוף"
26,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,21,20,77020,Noa Kirel,['israeli pop'],פעמון
27,spotify:track:5dUG9RrLElsi2sxJAhVUZJ,"Agam Buhbut, הפשוטע",בשורות טובות,2022 Z.I. Productions BY PIL LTD,7,18,9,76920,Agam Buhbut,['israeli mediterranean'],בשורות טובות
28,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,22,58,75223,Narkis,['israeli pop'],הולכת איתך
29,spotify:track:6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,88rising Music,22,25,8,72762,Joji,['viral pop'],Glimpse of Us
30,spotify:track:1XO1AePYpXpLxtRWpcaJiJ,Maya Dadon,יאללה ביי,Icon Artist Management under exclusive license to D-Music,24,24,5,71502,Maya Dadon,['israeli pop'],יאללה ביי
31,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,27,40,71263,Eden Hason,['israeli mediterranean'],אלבום 2
32,spotify:track:1st1G4ms39bWno8xaL4wrA,"Doli & Penn, Lior Narkis",עזוב אותי מטכנו,Dolev Ram / Penn Hazut / Lior Narkis under exclusive license to D-Music,26,26,6,70000,Doli & Penn,['israeli pop'],עזוב אותי מטכנו
33,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,33,33,6,68953,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
34,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,23,31,22,67189,Camila Cabello,"['dance pop', 'pop']",Familia
35,spotify:track:6i2SQujw0VIv4LPkF5oFqB,Omer Adam,תמיד שלך,P.A.I LTD,18,30,6,64434,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",תמיד שלך
36,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,8,36,19,63686,Maya Dadon,['israeli pop'],כמו שאני
37,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,10,37,19,62864,Mor,['israeli pop'],חצי שלי
38,spotify:track:5n8TyE1OHfdAKVa2fRwAwz,"Doli & Penn, Noa Kirel, Peled",שחרר אותי,Dolev Ram / Penn Hazut / Noa Kirel under exclusive license to D-Music,29,34,5,61165,Doli & Penn,['israeli pop'],שחרר אותי
39,spotify:track:3R07e1YzlIJATTjA3aT0Et,Mergui,לא להיות לבד,Mobile1 Music,17,23,41,60502,Mergui,['israeli pop'],לא להיות לבד
40,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,35,36,59257,אודיה,['israeli pop'],אם הייתי צריכה
41,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,48,56,57992,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU
42,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,7,39,11,57567,Harry Styles,['pop'],Harry's House
43,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,42,57,56799,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים
44,spotify:track:2ICsg0MAobTLg4VVjW2iE5,Osher Cohen,אהובי לב אדום,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,35,45,13,56083,Osher Cohen,['israeli mediterranean'],אהובי לב אדום
45,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,24,68,7,55950,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","Honestly, Nevermind"
46,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,50,74,55684,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים
47,spotify:track:1e2N6VRQPlZBII4ijovmm1,ענבל רז,שלוותה,session42,47,49,5,54727,ענבל רז,['israeli pop'],שלוותה
48,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,43,43,54536,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now
49,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,47,99,53155,Marina Maximilian,['israeli pop'],ביחד
