rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,1,26,200195,Benaia Barabi,['israeli mediterranean'],קרן שמש
2,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,2,30,189413,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
3,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,3,4,182815,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני
4,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,4,14,162650,אודיה,['israeli pop'],האמת
5,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,11,34,147770,Eden Hason,['israeli mediterranean'],עושה לי צרות
6,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,5,20,142817,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue)
7,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,8,12,141899,Gal Adam,['israeli mediterranean'],משוגעת
8,spotify:track:0iTSkLz9biPGVXqTSrkkNd,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd,5,9,4,137315,אודיה,['israeli pop'],מאמי
9,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,6,16,135731,Sam Smith,"['pop', 'uk pop']",Unholy (feat. Kim Petras)
10,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,7,56,133154,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
11,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,4,12,7,131543,אודיה,['israeli pop'],החיים שלי אחריך
12,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,12,16,5,129941,SZA,"['pop', 'r&b', 'rap']",SOS
13,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,10,22,127823,Noa Kirel,['israeli pop'],פנתרה
14,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,15,7,123662,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך
15,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,11,13,7,123582,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
16,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,16,18,6,117988,Metro Boomin,['rap'],HEROES & VILLAINS
17,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,6,17,25,114886,אודיה,['israeli pop'],אינטלקטוערס
18,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,14,41,106621,Harry Styles,['pop'],Harry's House
