,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
Need to Know - Doja Cat,Need to Know,Doja Cat,minor,3.3969566822052,0.2155281454324722,0.784471869468689,4.006697177886963,4.119710922241211,1.085215449333191,0.3071744441986084,0.6928255558013916,0.6930204629898071,0.3069795072078705,0.4091729521751404,0.5908271074295044,0.3465788662433624,0.6534211039543152
"תרוצי אליו - Doli & Penn, Beit Habubot, Rotem Cohen",תרוצי אליו,"Doli & Penn, Beit Habubot, Rotem Cohen",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
מחילה - Jasmin Moallem,מחילה,Jasmin Moallem,major,6.299579620361328,0.0299936421215534,0.9700063467025756,4.154850959777832,5.03920841217041,1.069215178489685,0.1109349057078361,0.8890650868415833,0.5906466841697693,0.4093533158302307,0.1090741604566574,0.8909257650375366,0.6034067869186401,0.3965931832790375
Happier Than Ever - Billie Eilish,Happier Than Ever,Billie Eilish,major,5.06817102432251,0.0070733930915594,0.99292653799057,3.5537171363830566,4.473211765289307,0.9453755021095276,0.037974763661623,0.962025225162506,0.3666519224643707,0.6333481073379517,0.0210446007549762,0.9789553880691528,0.8722327947616577,0.1277672052383422
"מקום לשנינו – A place for both of us - Idan Amedi, Malu",מקום לשנינו – A place for both of us,"Idan Amedi, Malu",minor,5.828635215759277,0.1157622635364532,0.8842377662658691,4.57510232925415,4.889532089233398,1.1996663808822632,0.2936381101608276,0.7063618898391724,0.5953638553619385,0.4046361744403839,0.2860703766345978,0.7139295935630798,0.4669080972671509,0.5330919623374939
מזרח פרוע - Tuna,מזרח פרוע,Tuna,minor,4.360165596008301,0.0493542663753032,0.9506456851959229,4.33363151550293,4.393218994140625,1.0768736600875854,0.7055112719535828,0.294488787651062,0.8198233246803284,0.1801766157150268,0.4889728128910064,0.5110272169113159,0.4096229374408722,0.5903770327568054
שני ילדים בעולם - Nathan Goshen,שני ילדים בעולם,Nathan Goshen,major,4.295273303985596,0.060122724622488,0.9398773312568665,4.074985504150391,4.341723442077637,0.9728023409843444,0.139203667640686,0.8607962727546692,0.5438147783279419,0.4561852216720581,0.2247042208909988,0.7752957940101624,0.4558920264244079,0.5441080331802368
"יש לי חור בלב בצורה שלך - Girafot, אלמוג",יש לי חור בלב בצורה שלך,"Girafot, אלמוג",major,5.168705940246582,0.0815323293209075,0.9184677004814148,3.7902889251708975,3.8571507930755615,1.2866756916046145,0.3292681872844696,0.670731782913208,0.6747311949729919,0.325268805027008,0.3421098291873932,0.6578902006149292,0.4836802780628204,0.516319751739502
"אלבי - Doli & Penn, Zehava Ben, Avraham Tal",אלבי,"Doli & Penn, Zehava Ben, Avraham Tal",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
טרנטונה - Tuna,טרנטונה,Tuna,minor,5.070969104766846,0.1652282923460006,0.8347716927528381,3.768648147583008,3.884559154510498,1.0926944017410278,0.2351526618003845,0.7648472785949707,0.5246709585189819,0.4753290116786957,0.2960027754306793,0.7039972543716431,0.6011829972267151,0.3988170027732849
הנה את בוכה - Osher Cohen,הנה את בוכה,Osher Cohen,minor,5.534353733062744,0.1013339608907699,0.8986660242080688,3.7038474082946777,4.19823169708252,1.0420770645141602,0.1294883787631988,0.8705116510391235,0.472832590341568,0.5271673798561096,0.1265755295753479,0.8734244704246521,0.7146895527839661,0.2853104472160339
"עומס לב - Tuna, Dudu Tassa",עומס לב,"Tuna, Dudu Tassa",minor,3.1810691356658936,0.1453615874052047,0.8546384572982788,4.12733793258667,4.169186592102051,1.1155383586883545,0.3279662430286407,0.6720337271690369,0.8132638931274414,0.1867361217737198,0.4461292028427124,0.5538707971572876,0.5805983543395996,0.4194016456604004
ברחובות של תל אביב - Eden Ben Zaken,ברחובות של תל אביב,Eden Ben Zaken,major,4.124597549438477,0.1640923023223877,0.8359076976776123,4.880550384521484,4.94873571395874,1.4064819812774658,0.3860417902469635,0.6139581799507141,0.927723228931427,0.0722767859697341,0.6559931635856628,0.3440068066120147,0.3320362567901611,0.6679637432098389
לשוב הביתה - Ishay Ribo,לשוב הביתה,Ishay Ribo,major,4.351358890533447,0.1998134702444076,0.8001865148544312,5.260345935821533,5.502546310424805,1.263797402381897,0.3053798377513885,0.6946201324462891,0.9333530068397522,0.0666469931602478,0.6553518176078796,0.3446481823921203,0.2122321426868438,0.7877678275108337
עד מחר - Eviatar Banai,עד מחר,Eviatar Banai,major,3.5728418827056885,0.1324336528778076,0.8675662875175476,4.024466514587402,4.207134246826172,0.8873599171638489,0.1280049979686737,0.8719950318336487,0.5504149794578552,0.4495850205421448,0.2603852748870849,0.739614725112915,0.5095036625862122,0.4904963672161102
drivers license - Olivia Rodrigo,drivers license,Olivia Rodrigo,major,6.470742702484131,0.0167808309197425,0.9832192063331604,3.8184618949890137,4.749909400939941,1.0716817378997805,0.0902043208479881,0.9097956418991088,0.5628402829170227,0.4371596872806549,0.0698138251900672,0.9301862120628356,0.7494066953659058,0.2505933046340942
Astronaut In The Ocean - Masked Wolf,Astronaut In The Ocean,Masked Wolf,minor,3.5348901748657227,0.1135168820619583,0.8864831328392029,4.658021450042725,4.4229841232299805,1.098547101020813,0.8423333764076233,0.1576665788888931,0.8837020397186279,0.1162979751825332,0.6849696040153503,0.3150303959846496,0.3212208151817322,0.678779125213623
"עולם משוגע - Tuna, Ravid Plotnik",עולם משוגע,"Tuna, Ravid Plotnik",minor,3.005087852478028,0.1883534044027328,0.8116466403007507,3.800103664398194,4.302391529083252,1.1900051832199097,0.1669728755950927,0.8330271244049072,0.5742447972297668,0.4257551729679107,0.2595685422420501,0.7404314875602722,0.3804812431335449,0.6195188164710999
יהלום - Prod. By Triangle - Agam Buhbut,יהלום - Prod. By Triangle,Agam Buhbut,major,3.751586675643921,0.0718951672315597,0.9281048774719238,4.375900268554688,4.837181568145752,1.0603832006454468,0.1671380251646042,0.8328620195388794,0.816145122051239,0.183854877948761,0.4246135056018829,0.5753864645957947,0.221256747841835,0.7787432074546814
פסקול חיי - Omer Adam,פסקול חיי,Omer Adam,minor,5.477085590362549,0.1002928540110588,0.8997071981430054,4.947176933288574,4.814465045928955,1.0003291368484497,0.1891749650239944,0.8108250498771667,0.7660238742828369,0.233976125717163,0.4200824201107025,0.5799176096916199,0.3510778844356537,0.6489220857620239
Life Goes On - Oliver Tree,Life Goes On,Oliver Tree,minor,7.02796745300293,0.2437714785337448,0.7562285661697388,5.023496150970459,4.943109035491943,1.2140138149261477,0.7886423468589783,0.2113576382398605,0.8327553868293762,0.1672445982694625,0.6773025393486023,0.3226974904537201,0.1926722526550293,0.8073276877403259
"באור גדול - Eyal Golan, Eden Hason",באור גדול,"Eyal Golan, Eden Hason",major,5.158360958099365,0.1378767192363739,0.8621233105659485,4.194399356842041,4.1382832527160645,1.045222282409668,0.146008089184761,0.8539919257164001,0.5943395495414734,0.405660480260849,0.2777163088321686,0.7222837209701538,0.7457127571105957,0.2542872726917267
I Love You So - The Walters,I Love You So,The Walters,major,4.723165988922119,0.1387897282838821,0.8612102270126343,5.172990798950195,4.967986106872559,1.0248926877975464,0.3906219899654388,0.6093780398368835,0.9250997304916382,0.0749003365635871,0.7012913227081299,0.2987086772918701,0.4687989056110382,0.5312010645866394
דבש ותפוח - Tomer Yosef,דבש ותפוח,Tomer Yosef,minor,4.365694046020508,0.5027978420257568,0.4972021877765655,5.007502555847168,4.78633451461792,1.1803797483444214,0.7023938298225403,0.2976061999797821,0.9541898369789124,0.0458102077245712,0.7931363582611084,0.2068636864423751,0.2193934172391891,0.7806065678596497
"שובו של מרדכי - Tuna, Oshik Levy, Teddy Neguse",שובו של מרדכי,"Tuna, Oshik Levy, Teddy Neguse",minor,3.823796272277832,0.1914582252502441,0.8085417747497559,4.778295516967773,4.9994964599609375,1.1769611835479736,0.4947195053100586,0.5052804946899414,0.8301827907562256,0.1698171645402908,0.5447941422462463,0.4552059173583984,0.1666346192359924,0.8333654403686523
מבטיח - Eden Hason,מבטיח,Eden Hason,minor,6.212540626525879,0.0359325930476188,0.9640673995018004,4.30012321472168,5.236326217651367,1.110581874847412,0.1021730378270149,0.8978269100189209,0.5368782877922058,0.4631217122077942,0.072511538863182,0.9274884462356568,0.8706966638565063,0.1293033063411712
"רובינזון קרוזו - Static & Ben El, Ran Danker",רובינזון קרוזו,"Static & Ben El, Ran Danker",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
כל הזמן הזה - Ravid Plotnik,כל הזמן הזה,Ravid Plotnik,minor,4.737250804901123,0.3261040449142456,0.6738959550857544,5.340212821960449,5.076840400695801,1.051320195198059,0.3888936936855316,0.611106276512146,0.9105496406555176,0.08945032954216,0.6867914795875549,0.3132084906101227,0.1983655244112014,0.8016344904899597
"ואז את תראי - Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",ואז את תראי,"Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"Levitating (feat. DaBaby) - Dua Lipa, DaBaby",Levitating (feat. DaBaby),"Dua Lipa, DaBaby",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"בוקר טוב עולם - Doli & Penn, Anna Zak, Nasrin Kadri",בוקר טוב עולם,"Doli & Penn, Anna Zak, Nasrin Kadri",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"Where Are You Now - Lost Frequencies, Calum Scott",Where Are You Now,"Lost Frequencies, Calum Scott",minor,5.782729625701904,0.0442745126783847,0.9557254910469056,4.293148994445801,5.022344589233398,1.1824829578399658,0.2203286737203598,0.7796713709831238,0.510327935218811,0.4896721243858337,0.1391467899084091,0.8608531951904297,0.5970708727836609,0.4029290974140167
Save Your Tears - The Weeknd,Save Your Tears,The Weeknd,major,3.968746900558472,0.2682519853115082,0.7317480444908142,4.903957843780518,4.757682800292969,1.2945369482040403,0.1826999336481094,0.8173000812530518,0.7858404517173767,0.2141594886779785,0.3740975558757782,0.6259024143218994,0.3323178589344024,0.6676821708679199
אנג'ל - Mergui,אנג'ל,Mergui,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
אל תעזבי ידיים - Akiva,אל תעזבי ידיים,Akiva,major,5.070513725280762,0.2654173970222473,0.7345826029777527,4.441611289978027,4.283487319946289,1.0186537504196167,0.3560327291488647,0.6439672708511353,0.7670855522155762,0.2329144775867462,0.5022969841957092,0.4977029860019684,0.4627614021301269,0.537238597869873
"עוד אחד ששר לך - Elai Botner, Guy Mazig",עוד אחד ששר לך,"Elai Botner, Guy Mazig",minor,2.365107536315918,0.2036318928003311,0.7963681221008301,4.253743171691895,4.270976066589356,1.2529124021530151,0.327108234167099,0.6728917956352234,0.5543313026428223,0.4456686973571777,0.37034672498703,0.6296532154083252,0.4115942120552063,0.5884057879447937
תמיד נשארת - Eyal Golan,תמיד נשארת,Eyal Golan,major,5.5023956298828125,0.1935600638389587,0.806439995765686,5.58262825012207,5.13752555847168,1.077008843421936,0.2886133193969726,0.7113866806030273,0.897881031036377,0.1021189615130424,0.6003983020782471,0.3996017277240753,0.3032629787921905,0.6967370510101318
Counting Stars - OneRepublic,Counting Stars,OneRepublic,major,4.963810443878174,0.0670300722122192,0.9329699277877808,4.999216079711914,4.982244968414307,1.0296627283096311,0.6808340549468994,0.3191659450531006,0.854116678237915,0.1458833068609237,0.7669339776039124,0.2330660074949264,0.2217435836791992,0.7782564163208008
"נחכה לך - Nathan Goshen, Ishay Ribo",נחכה לך,"Nathan Goshen, Ishay Ribo",major,5.812296390533447,0.0405887216329574,0.959411323070526,4.228130340576172,4.84426212310791,1.017062425613403,0.1288025975227356,0.8711974024772644,0.4362448751926422,0.5637550950050354,0.0805861800909042,0.9194137454032898,0.6381005048751831,0.3618995547294616
"As a Stone - Full Trunk, Sivan Talmor",As a Stone,"Full Trunk, Sivan Talmor",major,4.682938098907471,0.1755700707435608,0.824429988861084,4.071239471435547,4.039031505584717,1.1161540746688845,0.1095435470342636,0.8904564380645752,0.5532347559928894,0.4467652142047882,0.2756046652793884,0.7243953347206116,0.6116051077842712,0.3883948624134063
מישהו איתי כאן - Benaia Barabi,מישהו איתי כאן,Benaia Barabi,major,3.9670255184173584,0.1921512335538864,0.8078487515449524,6.312549114227295,5.609063148498535,1.1303211450576782,0.5521296858787537,0.4478702843189239,0.9737367630004884,0.0262632016092538,0.7904621362686157,0.2095378786325454,0.1563633680343628,0.8436366319656372
לא רואה - Roy Sopher,לא רואה,Roy Sopher,major,4.889470100402832,0.0466617047786712,0.9533383250236512,4.167991161346436,4.4083757400512695,1.192164421081543,0.6225680708885193,0.3774319291114807,0.790562093257904,0.2094378620386123,0.4527665376663208,0.5472334623336792,0.41326904296875,0.5867310166358948
"שושנים עצובות (ישראל בידור) - Eden Hason, Jasmin Moallem, Israel Bidur",שושנים עצובות (ישראל בידור),"Eden Hason, Jasmin Moallem, Israel Bidur",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"Dale Mami - Omer Adam, Nicky Jam",Dale Mami,"Omer Adam, Nicky Jam",major,4.3094329833984375,0.1342222243547439,0.8657777309417725,4.724208831787109,5.0340681076049805,1.495198369026184,0.704811155796051,0.2951888740062713,0.8417895436286926,0.1582103967666626,0.6871395111083984,0.3128604888916015,0.1510276943445205,0.8489723205566406
"The Motto - Tiësto, Ava Max",The Motto,"Tiësto, Ava Max",minor,4.300196170806885,0.0823019593954086,0.9176980257034302,4.896881103515625,5.120903968811035,1.2522249221801758,0.4860698580741882,0.5139302015304565,0.7470194101333618,0.2529806494712829,0.4206666946411133,0.5793333053588867,0.4142183661460876,0.5857816338539124
"כוסות ריקות - Static & Ben El, Lior Narkis",כוסות ריקות,"Static & Ben El, Lior Narkis",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
אין יותר מועדונים - Eden Hason,אין יותר מועדונים,Eden Hason,major,3.5107409954071045,0.1309695094823837,0.8690304756164551,4.856039047241211,4.6440935134887695,1.1827638149261477,0.412710040807724,0.5872899889945984,0.8204609155654907,0.179539144039154,0.55409175157547,0.44590824842453,0.3427912294864654,0.6572088003158569
"ממה את מפחדת - Eyal Golan, Benaia Barabi",ממה את מפחדת,"Eyal Golan, Benaia Barabi",major,5.2070722579956055,0.1147653087973594,0.8852347135543823,5.413233757019043,4.935297012329102,1.0368582010269165,0.6627335548400879,0.3372665047645569,0.9281986355781556,0.0718013867735862,0.8366559743881226,0.1633440256118774,0.1446479260921478,0.8553520441055298
נשמה שלי - Idan Rafael Haviv,נשמה שלי,Idan Rafael Haviv,major,5.020899295806885,0.2726558148860931,0.7273441553115845,4.457289695739746,4.468750953674316,1.0256898403167725,0.2499113380908966,0.7500886917114258,0.6659621000289917,0.3340378701686859,0.4456126093864441,0.5543873310089111,0.3520675599575043,0.6479324698448181
"Leave The Door Open - Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",major,4.684963226318359,0.00596843380481,0.9940316081047058,3.616345405578613,4.599686622619629,1.1374176740646362,0.0422057174146175,0.9577943086624146,0.36111781001091,0.6388821601867676,0.0241020079702138,0.9758979678153992,0.8338270783424377,0.1661729514598846
Let Her Go - Passenger,Let Her Go,Passenger,major,6.130664825439453,0.1993434131145477,0.8006566166877747,4.504876613616943,4.547735214233398,1.0711771249771118,0.1859202235937118,0.8140797019004822,0.7385474443435669,0.2614525556564331,0.4359370172023773,0.5640629529953003,0.5877993106842041,0.4122006893157959
Oh My God - Adele,Oh My God,Adele,major,4.312130928039551,0.1357748955488205,0.8642250895500183,5.82379150390625,5.379413604736328,1.133918285369873,0.2501004040241241,0.7498996257781982,0.924350082874298,0.0756499096751213,0.605577826499939,0.3944221436977386,0.2973781526088714,0.7026218771934509
ג'וני - Bar Tzabary,ג'וני,Bar Tzabary,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"מועבט - Eden Ben Zaken, Itay Galo",מועבט,"Eden Ben Zaken, Itay Galo",major,5.354083061218262,0.1239061877131462,0.8760938048362732,3.969515562057495,4.109825134277344,1.3393330574035645,0.3969988822937011,0.6030011177062988,0.630104124546051,0.3698959052562713,0.426622599363327,0.5733774304389954,0.4810391068458557,0.5189608931541443
"הטוב, הרע ואחותך - Tuna, Shalom Hanoch","הטוב, הרע ואחותך","Tuna, Shalom Hanoch",minor,4.378818988800049,0.3310140967369079,0.668985903263092,4.287317276000977,4.5651631355285645,1.1339846849441528,0.1315072476863861,0.8684927225112915,0.5072251558303833,0.4927749037742615,0.2317765057086944,0.7682235240936279,0.5411913394927979,0.4588086307048797
כאלו מילים - Tomer Yosef,כאלו מילים,Tomer Yosef,minor,4.485391139984131,0.1374024897813797,0.8625975251197815,5.376585960388184,5.130218029022217,1.2544264793395996,0.3250448107719421,0.6749551892280579,0.8663848042488098,0.1336152404546737,0.4338943064212799,0.5661057233810425,0.5016284584999084,0.4983715713024139
"בסיבוב - Tuna, Tzlil Danin",בסיבוב,"Tuna, Tzlil Danin",major,3.56874942779541,0.2683848738670349,0.7316151857376099,4.740598678588867,4.5061235427856445,1.191491961479187,0.6889409422874451,0.3110590875148773,0.9150428771972656,0.0849570706486702,0.7988978624343872,0.2011021673679351,0.1978854387998581,0.8021145462989807
"שלמים - מתוך חזרות למופע NEXT - Omer Adam, Idan Rafael Haviv",שלמים - מתוך חזרות למופע NEXT,"Omer Adam, Idan Rafael Haviv",major,4.314108848571777,0.1693892180919647,0.8306107521057129,4.702280044555664,4.659352779388428,1.0026743412017822,0.3081631362438202,0.6918368935585022,0.8440261483192444,0.1559738516807556,0.4821715652942657,0.5178284645080566,0.3417593240737915,0.6582406759262085
כלבויניקית - E-Z,כלבויניקית,E-Z,minor,3.659567832946777,0.2856790721416473,0.714320957660675,5.516515731811523,5.16055965423584,1.159916639328003,0.4104894697666168,0.5895105600357056,0.9313036799430848,0.068696305155754,0.6766079664230347,0.3233920335769653,0.2377605587244033,0.762239396572113
The Nights - Avicii,The Nights,Avicii,major,3.20190954208374,0.2284570038318634,0.7715429663658142,4.792599678039551,4.755622386932373,1.0397776365280151,0.4695047736167907,0.530495285987854,0.875742495059967,0.1242574527859687,0.4971203207969665,0.5028796792030334,0.4286076128482818,0.5713923573493958
Believer - Imagine Dragons,Believer,Imagine Dragons,minor,3.776824712753296,0.1175586059689521,0.8824414014816284,4.9016313552856445,5.086724758148193,1.0744613409042358,0.806906521320343,0.1930935382843017,0.8806411623954773,0.1193588152527809,0.7732418775558472,0.2267581522464752,0.2998535335063934,0.7001464366912842
Can I Get It - Adele,Can I Get It,Adele,minor,2.992874383926392,0.0921206027269363,0.9078794121742249,5.618436813354492,5.136507987976074,1.1445220708847046,0.4387837946414947,0.5612162351608276,0.9783515334129332,0.0216484423726797,0.7091942429542542,0.2908057570457458,0.4714084267616272,0.5285915732383728
Ghost - Justin Bieber,Ghost,Justin Bieber,major,7.602490425109863,0.0492145046591758,0.9507854580879213,4.149961471557617,4.918937683105469,0.9971068501472472,0.2557571828365326,0.7442428469657898,0.5502828359603882,0.4497171938419342,0.1627779155969619,0.8372220993041992,0.6439759135246277,0.3560240864753723
חולם כמו יוסף - Hanan Ben Ari,חולם כמו יוסף,Hanan Ben Ari,major,5.5952863693237305,0.0077231582254171,0.9922768473625184,3.658611536026001,4.616024494171143,1.186553120613098,0.0630130022764206,0.936987042427063,0.4293368756771087,0.5706631541252136,0.0409967936575412,0.959003210067749,0.8371264338493347,0.1628735214471817
"על מה בנות חושבות בלילה - Omer Adam, Doli & Penn",על מה בנות חושבות בלילה,"Omer Adam, Doli & Penn",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
לומדת ללכת - Nasrin Kadri,לומדת ללכת,Nasrin Kadri,major,5.981461524963379,0.1311247497797012,0.8688752055168152,4.5016188621521,4.671621799468994,1.0937552452087402,0.2557060122489929,0.7442939281463623,0.6548218131065369,0.3451781868934631,0.385875940322876,0.614124059677124,0.4503114223480224,0.5496885776519775
איך אפשר - Jane Bordeaux,איך אפשר,Jane Bordeaux,major,4.7629594802856445,0.0202642045915126,0.9797358512878418,3.770790100097656,4.660609245300293,1.147783875465393,0.0713381096720695,0.9286618232727052,0.4803972244262695,0.5196027755737305,0.0624356865882873,0.9375643134117126,0.6839673519134521,0.3160325884819031
מה איתך אבא - Odeya,מה איתך אבא,Odeya,major,5.0064377784729,0.0502681545913219,0.9497318267822266,4.32661247253418,4.578318595886231,1.2241116762161257,0.6240332126617432,0.3759667873382568,0.7246875762939453,0.2753124237060547,0.4876555204391479,0.512344479560852,0.3666354119777679,0.6333646178245544
אחד לסבתא - Tuna,אחד לסבתא,Tuna,minor,4.04756498336792,0.108904592692852,0.8910953998565674,4.845668792724609,5.229531288146973,1.214224338531494,0.5260439515113831,0.4739560186862945,0.6883224248886108,0.3116776049137115,0.4879150688648224,0.5120849013328552,0.4103913605213165,0.5896086692810059
"עברתי רק כדי לראות - Tomer Yosef, Ben Hendler",עברתי רק כדי לראות,"Tomer Yosef, Ben Hendler",minor,3.2145707607269287,0.0977184101939201,0.902281641960144,4.285083293914795,4.327598571777344,1.2127654552459717,0.3379027843475342,0.6620972752571106,0.6703968644142151,0.3296031355857849,0.3888918161392212,0.6111081838607788,0.3619361221790313,0.638063907623291
Alien - Dennis Lloyd,Alien,Dennis Lloyd,major,5.597490310668945,0.0572398751974105,0.9427601099014282,4.11351203918457,4.991113662719727,1.3157213926315308,0.2026640325784683,0.7973359227180481,0.536543071269989,0.4634569883346557,0.1320690661668777,0.8679309487342834,0.6666094660758972,0.3333905935287475
תשע נשמות - Carakukly,תשע נשמות,Carakukly,minor,7.564902305603027,0.0483369715511798,0.9516630172729492,5.148636817932129,5.256178855895996,0.9499878287315368,0.6203468441963196,0.379653126001358,0.8385770320892334,0.1614230126142501,0.6508750915527344,0.3491249084472656,0.3442911505699157,0.6557088494300842
Someone You Loved - Lewis Capaldi,Someone You Loved,Lewis Capaldi,major,4.542011260986328,0.1725365668535232,0.8274633884429932,4.845536231994629,4.820842742919922,1.0137701034545898,0.2782130539417267,0.7217869758605957,0.8294678926467896,0.1705320626497268,0.4768153727054596,0.5231846570968628,0.3945274949073791,0.6054724454879761
אפטרפארק - Tuna,אפטרפארק,Tuna,major,3.484007835388184,0.1319759488105774,0.8680240511894226,4.666386604309082,4.532486915588379,1.2454975843429563,0.6477715373039246,0.3522284030914306,0.906897246837616,0.0931027233600616,0.7301461100578308,0.2698538899421692,0.4135685265064239,0.5864315032958984
"אור הירח - Jasmin Moallem, Tuna",אור הירח,"Jasmin Moallem, Tuna",major,4.322822093963623,0.0709185749292373,0.929081380367279,4.14670991897583,4.333763599395752,1.114259123802185,0.2191789299249649,0.7808211445808411,0.551758348941803,0.4482417106628418,0.2869527637958526,0.713047206401825,0.4506238102912903,0.5493761897087097
שממה - Ori Ben Ari,שממה,Ori Ben Ari,major,4.618425369262695,0.1069073602557182,0.8930925726890564,4.314644813537598,4.834350109100342,1.1524440050125122,0.0719577074050903,0.9280423521995544,0.6022178530693054,0.3977821469306946,0.1698101609945297,0.8301898837089539,0.550076961517334,0.4499230086803436
י'א 2 - Tuna,י'א 2,Tuna,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
חלק מהזמן - Idan Amedi,חלק מהזמן,Idan Amedi,minor,4.060614585876465,0.2711388170719147,0.7288612127304077,4.363753318786621,4.474061965942383,0.9491687417030334,0.3638073205947876,0.6361926794052124,0.8168092966079712,0.183190643787384,0.513410210609436,0.4865897893905639,0.3478360474109649,0.6521639823913574
"מעליות - Dudu Tassa, Roni Alter",מעליות,"Dudu Tassa, Roni Alter",major,5.197248458862305,0.0703758522868156,0.9296241998672484,5.537541389465332,5.32695198059082,0.9886647462844848,0.1164567768573761,0.8835432529449463,0.8272823095321655,0.172717660665512,0.3403487205505371,0.6596512794494629,0.4106526970863342,0.5893473029136658
מסע - Eliad,מסע,Eliad,major,4.333082675933838,0.005303107202053,0.994696855545044,3.636138916015625,4.729698181152344,1.6243491172790527,0.0359648987650871,0.9640350937843324,0.3524999916553497,0.6474999785423279,0.0193193312734365,0.9806806445121764,0.8500523567199707,0.1499476283788681
תתארו לכם - Shlomo Artzi,תתארו לכם,Shlomo Artzi,major,3.153914451599121,0.1991163343191146,0.8008837103843689,4.944740295410156,4.648990631103516,1.1326825618743896,0.4523592591285705,0.5476408004760742,0.8979334235191345,0.1020665690302848,0.64994215965271,0.35005784034729,0.3900654017925262,0.6099345684051514
כל הדברים היפים באמת - Daniela Spector,כל הדברים היפים באמת,Daniela Spector,minor,4.426796436309815,0.005968437064439,0.9940316081047058,3.616345643997192,4.599686622619629,1.1092097759246826,0.0422056950628757,0.9577943086624146,0.36111781001091,0.6388822197914124,0.0241020191460847,0.9758979678153992,0.8338269591331482,0.166172981262207
סתם שני אנשים - Roni Dalumi,סתם שני אנשים,Roni Dalumi,minor,4.520902156829834,0.1313418596982956,0.8686581254005432,4.548043251037598,4.7723588943481445,0.9396284222602844,0.6559717655181885,0.3440282642841339,0.8486322164535522,0.1513677686452865,0.5935761332511902,0.406423807144165,0.1321198642253875,0.86788010597229
סיבובים - Eden Hason,סיבובים,Eden Hason,minor,4.311471462249756,0.2350866645574569,0.7649133205413818,4.948094367980957,5.008729457855225,1.3619979619979858,0.647630512714386,0.3523695170879364,0.936031937599182,0.0639680922031402,0.7041335105895996,0.295866459608078,0.3599550127983093,0.6400450468063354
סגול בהיר - Mergui,סגול בהיר,Mergui,major,6.752005100250244,0.1677085161209106,0.8322914242744446,5.200538635253906,5.008563995361328,0.9466501474380492,0.5136654376983643,0.4863345324993133,0.8542278409004211,0.1457721590995788,0.7024827003479004,0.297517329454422,0.1095490381121635,0.8904509544372559
"להאמין - Doli & Penn, Idan Raichel",להאמין,"Doli & Penn, Idan Raichel",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Take Me To Church - Hozier,Take Me To Church,Hozier,minor,3.202228546142578,0.00596843380481,0.9940316081047058,3.616345405578613,4.599686622619629,1.0236332416534424,0.0422057174146175,0.9577943086624146,0.36111781001091,0.6388821601867676,0.0241020079702138,0.9758979678153992,0.8338270783424377,0.1661729514598846
