rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,1,6,208992,Anna Zak,['israeli pop'],מי זאת,Israeli
2,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,2,8,178343,Full Trunk,['israeli rock'],ממותה,Israeli
3,spotify:track:7DS5SpsWS7rtKeAfe9rbfn,"Nunu, Sagi Kariv, Forever Tel Aviv",Cute Boy,Neomi Aharoni Gal / Forever Tel Aviv under exclusive license to D-Music,3,7,3,174601,Nunu,['israeli hip hop'],Cute Boy,International
4,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,4,23,158859,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
5,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,3,6,156277,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
6,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,5,13,156133,Harry Styles,['pop'],Harry's House,International
7,spotify:track:63TUZWEmunvQnAdLUD61yY,"Noa Kirel, Gitit Fisher",שלושה בנות,session42,2,6,5,145446,Noa Kirel,['israeli pop'],שלושה בנות,Israeli
8,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,9,28,131113,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
9,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,2,8,29,127436,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
10,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,11,25,119904,Anna Zak,['israeli pop'],לך לישון,Israeli
11,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,12,18,115176,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
12,spotify:track:5dUG9RrLElsi2sxJAhVUZJ,"Agam Buhbut, הפשוטע",בשורות טובות,2022 Z.I. Productions BY PIL LTD,7,10,4,113998,Agam Buhbut,['israeli mediterranean'],בשורות טובות,Israeli
13,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,15,74,106456,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
14,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,7,14,11,104114,Eden Hason,['israeli mediterranean'],בואי נישן על זה,Israeli
15,spotify:track:1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,Nice Life/Atlantic,6,16,9,98198,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,International
