rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,2,5,477414,סטילה,['israeli hip hop'],באמפרים,Israeli
2,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,2,3,5,429505,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
3,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,1,5,394328,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם,Israeli
4,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,4,10,386344,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
5,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,5,11,367526,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,Israeli
6,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,6,9,4,319552,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
7,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,7,14,306243,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
8,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,6,6,5,298794,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
9,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,8,10,297227,ילד.,[],ילד.,Israeli
10,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,10,20,231870,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
11,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,11,11,11,214517,Sabrina Carpenter,['pop'],Espresso,International
12,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,12,14,200875,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
13,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,14,15,200328,שחר טבוך,[],"היי, זה שחר",Israeli
14,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,15,22,182115,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,International
15,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,13,16,175416,Eden Golan,[],Hurricane,International
16,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,19,28,168699,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
17,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Shilo Ben Saadon,כוכבים,Or Mermelstein under exclusive license to D-Music,16,17,12,167823,שילה בן סעדון,['israeli pop'],כוכבים,Israeli
18,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,20,55,167636,Osher Cohen,['israeli mediterranean'],Part II,Israeli
19,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,21,36,158389,ששון איפרם שאולוב,['israeli pop'],בואי נדבר,Israeli
20,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,16,16,3,156246,Sabrina Carpenter,['pop'],Please Please Please,International
21,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,18,18,13,154863,Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",Unreal Unearth: Unheard,International
22,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",9,38,8,151915,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Not Like Us,International
23,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,22,23,150435,Teddy Swims,[],I've Tried Everything But Therapy (Part 1),International
24,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,28,132,147249,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
25,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,23,29,147090,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
26,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,24,24,6,143650,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT,International
27,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,29,43,137340,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
28,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,28,31,5,137005,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
29,spotify:track:7fcFn0EdQleBdarD7yLp95,Omer Adam,מבת ים ועד הנצח,P.A.I LTD,4,33,14,135505,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
30,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6,גיבורי על,Hatikva 6 under exclusive license to D-Music,23,27,17,135223,Hatikva 6,"['israeli hip hop', 'israeli pop']",גיבורי על,Israeli
31,spotify:track:2vR9gmLutur2qzskoEcYna,Ben Chen,חומר ממכר,Helicon Music,30,30,7,134340,Ben Chen,[],חומר ממכר,Israeli
32,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,48,205,134222,Avraham Tal,['israeli pop'],שבוע טוב,Israeli
33,spotify:track:5OQrgklT1x9uOr2ee5hlHB,"Noa Kirel, Itay Galo",משקפיים,Noa Kirel / Itay Galo / Tal Castiel Music & Ent under exclusive license to D-Music,33,58,2,133371,Noa Kirel,['israeli pop'],משקפיים,Israeli
34,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,50,71,132347,Static,[],לירז,Israeli
35,spotify:track:4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,34,46,132247,Peled,"['israeli hip hop', 'israeli trap']",TATE WE MADE IT,Israeli
36,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,60,105,129999,Full Trunk,['israeli rock'],ממותה,Israeli
37,spotify:track:1wvwnZRwqofa1YDTNyOm07,Eyal Golan,שכחתי מזמן,Liam Productions under exclusive license to D-Music,37,41,11,129928,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עם ישראל חי,Israeli
38,spotify:track:6OfuBrC66OMwMJSyTQDVkw,ניר כנען,שיר לנטע,Helicon Music,17,26,12,129604,ניר כנען,[],שיר לנטע,Israeli
39,spotify:track:6YQpTZk61Ku0hyutsVLpPe,Eden Ben Zaken,חיפשתי אותו בנרות,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,31,36,9,125978,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",דם שלי,Israeli
40,spotify:track:2WDgnb44mEO7gWUtECuNLJ,"Static, Adi Bity",מכשפה,Mobile1 Music,40,44,9,124674,Static,[],להרים,Israeli
41,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,32,32,3,123563,Adam Port,['melodic house'],Move,International
42,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,17,35,8,122946,Tommy Richman,['chill abstract hip hop'],MILLION DOLLAR BABY,International
43,spotify:track:6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,53,123,120391,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
44,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,37,32,119362,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
45,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,51,110,116070,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
46,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,39,21,115500,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,Israeli
47,spotify:track:2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,9,47,21,114779,אודיה,['israeli pop'],אם אתה שלי,Israeli
48,spotify:track:2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,42,44,114665,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סטלות,Israeli
49,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,42,43,11,112507,FloyyMenor,['reggaeton chileno'],Gata Only,International
