rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,1,1,6,454882,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי,Israeli
2,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,2,7,442993,Osher Cohen,['israeli mediterranean'],לופ,Israeli
3,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,3,3,8,394140,Static,[],צ'יק צ'ק,Israeli
4,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,4,16,389156,סטילה,['israeli hip hop'],מגדלים,Israeli
5,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,5,10,328611,אודיה,['israeli pop'],ילדה של אמונה,Israeli
6,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,6,8,7,325277,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל,Israeli
7,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,6,23,311617,סטילה,['israeli hip hop'],באמפרים,Israeli
8,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,7,15,308410,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
9,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,9,12,264090,Jasmin Moallem,['israeli pop'],דאמ,Israeli
10,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,10,11,255986,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile,International
11,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,11,22,240778,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
12,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,12,28,209258,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
13,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,9,13,20,206207,מ',[],לחזור הביתה,Israeli
