rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,6,522584,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
2,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,2,2,2,434572,Eden Golan,[],Hurricane,International
3,spotify:track:74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,3,29,300012,ששון איפרם שאולוב,['israeli pop'],משהו אמיתי בעיניים,Israeli
4,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,6,8,267032,Benson Boone,['singer-songwriter pop'],Beautiful Things,International
5,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,5,7,7,255707,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,Israeli
6,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,5,18,246613,Kfir Tsafrir,['israeli trap'],פחד אלוהים,Israeli
7,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,10,41,244127,Osher Cohen,['israeli mediterranean'],Part II,Israeli
8,spotify:track:3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,4,22,242830,ששון איפרם שאולוב,['israeli pop'],בואי נדבר,Israeli
9,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,8,14,222678,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר,Israeli
10,spotify:track:1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,9,12,6,210628,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
11,spotify:track:0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,9,15,198264,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ואיך שלא,Israeli
12,spotify:track:16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,11,13,191604,ששון איפרם שאולוב,['israeli pop'],גן עדן של משוגעים,Israeli
13,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,13,16,9,164631,Teddy Swims,[],I've Tried Everything But Therapy (Part 1),International
14,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,14,28,2,154236,Ariana Grande,['pop'],eternal sunshine,International
15,spotify:track:3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,13,23,147355,ששון איפרם שאולוב,['israeli pop'],כשיגמר לכם הקיץ,Israeli
16,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,16,19,4,147107,Djo,"['pov: indie', 'psychedelic pop']",DECIDE,International
17,spotify:track:1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,29,6,146934,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,Israeli
18,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,15,42,144973,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
19,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,23,41,144853,Osher Cohen,['israeli mediterranean'],Part II,Israeli
20,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,14,27,142418,Tate McRae,['pop'],greedy,International
21,spotify:track:5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,17,17,19,136564,ששון איפרם שאולוב,['israeli pop'],נתראה בגלגול הבא,Israeli
